Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,occupancy,wtotal,Global_Throughput,cache_penalty,sh_penalty,sh_throughput,n_warps,glb_penalty,Power
712,Cifarnet,ExecuteFifthLayer,1,32,32,26,0,31,1311,11876,9.058733791,36,2081,459703.2218,220.90496,0,0,0,0,0,104,1040,10,3496,2,2080,1,2,32,1,0.25,1,30439.8365,44.8929,0,0,0.0313,73.9429,54.45803
797,Cifarnet,ExecuteFifthLayer,1,64,64,26,0,62,1311,11876,9.058733791,12,2081,461586.4435,221.80992,0,0,0,0,0,104,1040,10,3496,2,2080,1,3,64,1,0.5,1,30439.8365,90.1536,0,0,0.0313,73.9429,54.26272
798,Cifarnet,ExecuteFifthLayer,1,256,256,26,0,62,1311,11876,9.058733791,12,2081,472885.7741,227.23968,0,0,0,0,0,104,1040,10,3496,2,2080,1,14,256,1,1,1,30439.8365,369.442,0,0,0.0313,73.9429,54.35848
799,Cifarnet,ExecuteFifthLayer,16,32,512,26,0,62,1311,11876,9.058733791,12,2081,487951.5482,234.47936,0,0,0,0,0,104,1040,10,3496,2,2080,1,27,32,2,0.25,1,30439.8365,762.4243,0,0,0.5,147.8858,59.92106
800,Cifarnet,ExecuteFifthLayer,16,64,1024,26,0,62,1311,11876,9.058733791,12,2081,518083.0963,248.95872,0,0,0,0,0,104,1040,10,3496,2,2080,1,55,64,2,0.5,1,30439.8365,1619.0097,0,0,0.5,221.8287,60.4815
803,Cifarnet,ExecuteFifthLayer,32,64,2048,26,0,62,1311,11876,9.058733791,12,2081,578346.1926,277.91744,0,0,0,0,0,104,1040,10,3496,2,2080,1,109,64,3,0.5,1,30439.8365,3614.6637,0,0,1,369.7145,62.5509
801,Cifarnet,ExecuteFifthLayer,16,256,4096,26,0,62,1311,11876,9.058733791,12,2081,564531.3493,271.27888,0,0,0,0,0,104,1040,10,3496,2,2080,1,219,256,2,1,1,30439.8365,7056.6419,0,0,0.5,739.4289,59.74055
802,Cifarnet,ExecuteFifthLayer,32,256,8192,26,0,62,1311,11876,9.058733791,12,2081,605274.9986,290.85776,0,0,0,0,0,104,1040,10,3496,2,2080,1,437,256,3,1,1,30439.8365,15131.875,0,0,1,1478.8579,63.50452
753,Cifarnet,ExecuteFirstLayer,1,64,64,31,0,62,62,730,11.77419355,12,7,1552.66944,221.80992,0,0,0,0,0,217,2170,10,286,7,6,1,0,64,1,0.5,1,3168.5498,0.3033,0,0,0.0313,2.3895,54.35336
752,Cifarnet,ExecuteFirstLayer,1,256,256,31,0,62,62,730,11.77419355,12,7,1590.67776,227.23968,0,0,0,0,0,217,2170,10,286,7,6,1,1,256,1,1,1,3168.5498,1.2427,0,0,0.0313,2.3895,56.28339
751,Cifarnet,ExecuteFirstLayer,1,1024,1024,31,0,62,62,730,11.77419355,12,7,1742.71104,248.95872,0,0,0,0,0,217,2170,10,286,7,6,1,4,1024,1,1,1,3168.5498,5.446,0,0,0.0313,7.1685,57.28211
754,Cifarnet,ExecuteFirstLayer,64,64,4096,31,0,62,62,730,11.77419355,12,7,1898.95216,271.27888,0,0,0,0,0,217,2170,10,286,7,6,1,18,64,5,0.5,1,3168.5498,23.7369,0,0,2,23.8948,76.39151
755,Cifarnet,ExecuteFirstLayer,64,256,16384,31,0,62,62,730,11.77419355,12,7,2310.10864,330.01552,0,0,0,0,0,217,2170,10,286,7,6,1,72,256,5,1,2,3168.5498,57.7527,0,0,2,95.5794,88.02364
795,Cifarnet,ExecuteFourthLayer,1,16,16,23,0,30,20510,184654,9.003120429,36,32801,7231061.796,220.45248,0,0,0,0,0,97,970,10,53408,1,32800,1,13,16,1,0.25,1,79348.7443,353.0792,0,0,0.0313,447.1093,54.51163
794,Cifarnet,ExecuteFourthLayer,1,32,32,23,0,30,20510,184654,9.003120429,36,32801,7245903.593,220.90496,0,0,0,0,0,97,970,10,53408,1,32800,1,26,32,1,0.25,1,79348.7443,707.6078,0,0,0.0313,447.1093,54.34978
702,Cifarnet,ExecuteFourthLayer,1,64,64,23,0,30,20510,184654,9.003120429,36,32801,7275587.186,221.80992,0,0,0,0,0,97,970,10,53408,1,32800,1,52,64,1,0.25,1,79348.7443,1421.0131,0,0,0.0313,447.1093,64.30379
762,Cifarnet,ExecuteSecondLayer,1,64,64,31,0,68,68,639,9.397058824,6,3,665.42976,221.80992,0,0,0,0,0,245,2450,10,316,10,2,1,0,64,1,0.5,1,3103.429,0.13,0,0,0.0313,1.0456,54.21084
761,Cifarnet,ExecuteSecondLayer,1,256,256,31,0,68,68,639,9.397058824,6,3,681.71904,227.23968,0,0,0,0,0,245,2450,10,316,10,2,1,1,256,1,1,1,3103.429,0.5326,0,0,0.0313,1.0456,55.4139
760,Cifarnet,ExecuteSecondLayer,1,1024,1024,31,0,68,68,639,9.397058824,6,3,746.87616,248.95872,0,0,0,0,0,245,2450,10,316,10,2,1,5,1024,1,1,1,3103.429,2.334,0,0,0.0313,3.1367,56.74139
763,Cifarnet,ExecuteSecondLayer,64,64,4096,31,0,68,68,639,9.397058824,6,3,813.83664,271.27888,0,0,0,0,0,245,2450,10,316,10,2,1,20,64,5,0.5,1,3103.429,10.173,0,0,2,10.4555,72.46448
771,Cifarnet,ExecuteThirdLayer,4,4,16,31,0,68,68,639,9.397058824,6,3,661.35744,220.45248,0,0,0,0,0,245,2450,10,316,10,2,1,0,4,1,0.25,1,3103.429,0.0323,0,0,0.125,1.0456,53.81
770,Cifarnet,ExecuteThirdLayer,1,64,64,31,0,68,68,639,9.397058824,6,3,665.42976,221.80992,0,0,0,0,0,245,2450,10,316,10,2,1,0,64,1,0.5,1,3103.429,0.13,0,0,0.0313,1.0456,52.52467
772,Cifarnet,ExecuteThirdLayer,16,4,64,31,0,68,68,639,9.397058824,6,3,665.42976,221.80992,0,0,0,0,0,245,2450,10,316,10,2,1,0,4,2,0.25,1,3103.429,0.13,0,0,0.5,1.0456,56.499
780,Cifarnet,ExecuteThirdLayer,8,32,256,31,0,68,68,639,9.397058824,6,3,681.71904,227.23968,0,0,0,0,0,245,2450,10,316,10,2,1,1,32,1,0.25,1,3103.429,0.5326,0,0,0.25,1.0456,54.94625
773,Cifarnet,ExecuteThirdLayer,16,16,256,31,0,68,68,639,9.397058824,6,3,681.71904,227.23968,0,0,0,0,0,245,2450,10,316,10,2,1,1,16,2,0.25,1,3103.429,0.5326,0,0,0.5,1.0456,58.0475
777,Cifarnet,ExecuteThirdLayer,1,1024,1024,31,0,68,68,639,9.397058824,6,3,746.87616,248.95872,0,0,0,0,0,245,2450,10,316,10,2,1,5,1024,1,1,1,3103.429,2.334,0,0,0.0313,3.1367,54.105
778,Cifarnet,ExecuteThirdLayer,4,1024,4096,31,0,68,68,639,9.397058824,6,3,813.83664,271.27888,0,0,0,0,0,245,2450,10,316,10,2,1,20,1024,1,1,1,3103.429,10.173,0,0,0.125,10.4555,58.06027
774,Cifarnet,ExecuteThirdLayer,16,256,4096,31,0,68,68,639,9.397058824,6,3,877.1904,292.3968,0,0,0,0,0,245,2450,10,316,10,2,1,20,256,2,1,1,3103.429,10.9649,0,0,0.5,10.4555,62.28433
779,Cifarnet,ExecuteThirdLayer,8,1024,8192,31,0,68,68,639,9.397058824,6,3,872.57328,290.85776,0,0,0,0,0,245,2450,10,316,10,2,1,40,1024,1,1,1,3103.429,21.8143,0,0,0.25,20.9111,62.28268
775,Cifarnet,ExecuteThirdLayer,16,1024,16384,31,0,68,68,639,9.397058824,6,3,990.04656,330.01552,0,0,0,0,0,245,2450,10,316,10,2,1,79,1024,2,1,2,3103.429,24.7512,0,0,0.5,41.8221,67.3745
776,Cifarnet,ExecuteThirdLayer,256,1024,262144,31,0,68,680,6390,9.397058824,6,30,10554.41933,351.8139776,0,0,0,0,0,2450,24500,10,3160,100,20,10,12640,1024,20,1,9,3541.917,938.1706,0,0,8,5780.6798,78.664
792,Cifarnet,pooling 3,1,16,16,26,0,66,5826,52889,9.078098181,5,578,127421.5334,220.45248,0,0,0,0,0,815,8150,10,7219,9,577,1,2,16,1,0.25,1,11916.7047,6.2218,0,0,0.0313,52.4612,52.866
791,Cifarnet,pooling 3,1,64,64,26,0,66,5826,52889,9.078098181,5,578,128206.1338,221.80992,0,0,0,0,0,815,8150,10,7219,9,577,1,7,64,1,0.5,1,11916.7047,25.0403,0,0,0.0313,52.4612,54.27296
790,Cifarnet,pooling 3,1,256,256,26,0,66,5826,52889,9.078098181,5,578,131344.535,227.23968,0,0,0,0,0,815,8150,10,7219,9,577,1,28,256,1,1,1,11916.7047,102.6129,0,0,0.0313,52.4612,54.61165
785,Cifarnet,pooling 3,4,64,256,26,0,66,5826,52889,9.078098181,5,578,131344.535,227.23968,0,0,0,0,0,815,8150,10,7219,9,577,1,28,64,1,0.5,1,11916.7047,102.6129,0,0,0.125,52.4612,55.68456
789,Cifarnet,pooling 3,1,1024,1024,26,0,66,5826,52889,9.078098181,5,578,143898.1402,248.95872,0,0,0,0,0,815,8150,10,7219,9,577,1,113,1024,1,1,1,11916.7047,449.6817,0,0,0.0313,157.3836,54.90048
784,Cifarnet,pooling 3,4,256,1024,26,0,66,5826,52889,9.078098181,5,578,143898.1402,248.95872,0,0,0,0,0,815,8150,10,7219,9,577,1,113,256,1,1,1,11916.7047,449.6817,0,0,0.125,157.3836,57.05165
783,Cifarnet,pooling 3,4,1024,4096,26,0,66,5826,52889,9.078098181,5,578,156799.1926,271.27888,0,0,0,0,0,815,8150,10,7219,9,577,1,451,1024,1,1,1,11916.7047,1959.9899,0,0,0.125,524.6121,57.31355
786,Cifarnet,pooling 3,64,64,4096,26,0,66,5826,52889,9.078098181,5,578,156799.1926,271.27888,0,0,0,0,0,815,8150,10,7219,9,577,1,451,64,5,0.5,1,11916.7047,1959.9899,0,0,2,524.6121,69.28647
781,Cifarnet,pooling 3,256,16,4096,26,0,66,5826,52889,9.078098181,5,578,156799.1926,271.27888,0,0,0,0,0,815,8150,10,7219,9,577,1,451,16,20,0.25,1,11916.7047,1959.9899,0,0,8,524.6121,64.43663
787,Cifarnet,pooling 3,64,256,16384,26,0,66,5826,52889,9.078098181,5,578,190748.9706,330.01552,0,0,0,0,0,815,8150,10,7219,9,577,1,1805,256,5,1,2,11916.7047,4768.7243,0,0,2,2098.4486,78.05967
788,Cifarnet,pooling 3,64,1024,65536,26,0,66,11652,105778,9.078098181,5,1156,368536.8395,318.8034944,0,0,0,0,0,1630,16300,10,14438,18,1154,2,14438,1024,5,1,3,19750.3891,24569.1226,0,0,2,10002.4398,67.80648
782,Cifarnet,pooling 3,256,256,65536,26,0,66,17478,158667,9.078098181,5,1734,552805.2593,318.8034944,0,0,0,0,0,2445,24450,10,21657,27,1731,3,21657,256,20,1,3,26674.9607,36853.684,0,0,8,11108.8492,83.7135
757,Cifarnet,pooling1,1,64,64,22,0,53,2357,21278,9.027577429,5,290,64324.8768,221.80992,0,0,0,0,0,775,7750,10,3422,9,289,1,3,64,1,0.5,1,7637.5569,12.5635,0,0,0.0313,41.0686,53.97823
756,Cifarnet,pooling1,1,256,256,22,0,53,2357,21278,9.027577429,5,290,65899.5072,227.23968,0,0,0,0,0,775,7750,10,3422,9,289,1,13,256,1,1,1,7637.5569,51.484,0,0,0.0313,41.0686,55.42263
704,Cifarnet,pooling1,1,1024,1024,22,0,53,2357,21278,9.027577429,5,290,72198.0288,248.95872,0,0,0,0,0,775,7750,10,3422,9,289,1,53,1024,1,1,1,7637.5569,225.6188,0,0,0.0313,123.2059,56.65773
758,Cifarnet,pooling1,64,64,4096,22,0,53,2357,21278,9.027577429,5,290,78670.8752,271.27888,0,0,0,0,0,775,7750,10,3422,9,289,1,214,64,5,0.5,1,7637.5569,983.3859,0,0,2,410.6863,70.30153
759,Cifarnet,pooling1,64,256,16384,22,0,53,2357,21278,9.027577429,5,290,95704.5008,330.01552,0,0,0,0,0,775,7750,10,3422,9,289,1,856,256,5,1,2,7637.5569,2392.6125,0,0,2,1642.7452,92.24873
769,Cifarnet,pooling2,1,64,64,26,0,66,2946,26969,9.154446707,5,290,64324.8768,221.80992,0,0,0,0,0,527,5270,10,3763,9,289,1,4,64,1,0.5,1,7637.5569,12.5635,0,0,0.0313,41.0686,54.02769
768,Cifarnet,pooling2,1,256,256,26,0,66,2946,26969,9.154446707,5,290,65899.5072,227.23968,0,0,0,0,0,527,5270,10,3763,9,289,1,15,256,1,1,1,7637.5569,51.484,0,0,0.0313,41.0686,55.19535
703,Cifarnet,pooling2,1,1024,1024,26,0,66,2946,26969,9.154446707,5,290,72198.0288,248.95872,0,0,0,0,0,527,5270,10,3763,9,289,1,59,1024,1,1,1,7637.5569,225.6188,0,0,0.0313,123.2059,55.43188
767,Cifarnet,pooling2,16,256,4096,26,0,66,2946,26969,9.154446707,5,290,78670.8752,271.27888,0,0,0,0,0,527,5270,10,3763,9,289,1,235,256,2,1,1,7637.5569,983.3859,0,0,0.5,410.6863,71.96123
765,Cifarnet,pooling2,64,64,4096,26,0,66,2946,26969,9.154446707,5,290,78670.8752,271.27888,0,0,0,0,0,527,5270,10,3763,9,289,1,235,64,5,0.5,1,7637.5569,983.3859,0,0,2,410.6863,68.80557
766,Cifarnet,pooling2,64,256,16384,26,0,66,2946,26969,9.154446707,5,290,95704.5008,330.01552,0,0,0,0,0,527,5270,10,3763,9,289,1,941,256,5,1,2,7637.5569,2392.6125,0,0,2,1642.7452,95.68794
84,Clock,clock,64,256,16384,1,0,37,37,475,12.83783784,8,5,1650.0776,330.01552,3,3,108,36,17,147,1470,10,192,8,2,3,48,256,5,1,2,3135.9963,41.2519,7945.7958,34.1772,2,68.9797,56.026
909,clock,timedReduction,8,16,128,12,0,37,37,475,12.83783784,8,5,1118.0992,223.61984,3,3,108,36,2,147,1470,10,192,8,2,3,0,16,1,0.25,1,3135.9963,0.4368,29.2125,34.1772,0.25,1.7245,51.2562
908,clock,timedReduction,8,32,256,12,0,37,37,475,12.83783784,8,5,1136.1984,227.23968,3,3,108,36,2,147,1470,10,192,8,2,3,1,32,1,0.25,1,3135.9963,0.8877,58.425,34.1772,0.25,1.7245,51.62416
907,clock,timedReduction,8,64,512,12,0,37,37,475,12.83783784,8,5,1172.3968,234.47936,3,3,108,36,2,147,1470,10,192,8,2,3,2,64,1,0.5,1,3135.9963,1.8319,116.8499,34.1772,0.25,3.449,52.04293
910,clock,timedReduction,16,32,512,12,0,37,37,475,12.83783784,8,5,1172.3968,234.47936,3,3,108,36,2,147,1470,10,192,8,2,3,2,32,2,0.25,1,3135.9963,1.8319,116.8499,34.1772,0.5,3.449,52.59552
899,clock,timedReduction,8,128,1024,12,0,37,37,475,12.83783784,8,5,1244.7936,248.95872,3,3,108,36,2,147,1470,10,192,8,2,3,3,128,1,1,1,3135.9963,3.89,233.6999,34.1772,0.25,5.1735,52.74307
911,clock,timedReduction,16,64,1024,12,0,37,37,475,12.83783784,8,5,1244.7936,248.95872,3,3,108,36,2,147,1470,10,192,8,2,3,3,64,2,0.5,1,3135.9963,3.89,233.6999,34.1772,0.5,5.1735,52.15003
912,clock,timedReduction,32,32,1024,12,0,37,37,475,12.83783784,8,5,1244.7936,248.95872,3,3,108,36,2,147,1470,10,192,8,2,3,3,32,3,0.25,1,3135.9963,3.89,233.6999,34.1772,1,5.1735,53.11175
898,clock,timedReduction,8,256,2048,12,0,37,37,475,12.83783784,8,5,1389.5872,277.91744,3,3,108,36,2,147,1470,10,192,8,2,3,6,256,1,1,1,3135.9963,8.6849,467.3998,34.1772,0.25,8.6225,53.46548
900,clock,timedReduction,16,128,2048,12,0,37,37,475,12.83783784,8,5,1389.5872,277.91744,3,3,108,36,2,147,1470,10,192,8,2,3,6,128,2,1,1,3135.9963,8.6849,467.3998,34.1772,0.5,8.6225,53.51955
913,clock,timedReduction,32,64,2048,12,0,37,37,475,12.83783784,8,5,1389.5872,277.91744,3,3,108,36,2,147,1470,10,192,8,2,3,6,64,3,0.5,1,3135.9963,8.6849,467.3998,34.1772,1,8.6225,53.94057
897,clock,timedReduction,16,256,4096,12,0,37,37,475,12.83783784,8,5,1356.3944,271.27888,3,3,108,36,2,147,1470,10,192,8,2,3,12,256,2,1,1,3135.9963,16.9549,934.7995,34.1772,0.5,17.2449,54.62911
901,clock,timedReduction,32,128,4096,12,0,37,37,475,12.83783784,8,5,1356.3944,271.27888,3,3,108,36,2,147,1470,10,192,8,2,3,12,128,3,1,1,3135.9963,16.9549,934.7995,34.1772,1,17.2449,54.56784
906,clock,timedReduction,128,32,4096,12,0,37,37,475,12.83783784,8,5,1356.3944,271.27888,3,3,108,36,2,147,1470,10,192,8,2,3,12,32,10,0.25,1,3135.9963,16.9549,934.7995,34.1772,4,17.2449,53.90367
914,clock,timedReduction,64,64,4096,12,0,37,37,475,12.83783784,8,5,1356.3944,271.27888,3,3,108,36,2,147,1470,10,192,8,2,3,12,64,5,0.5,1,3135.9963,16.9549,934.7995,34.1772,2,17.2449,54.96632
919,clock,timedReduction,16,512,8192,12,0,37,37,475,12.83783784,8,5,1454.2888,290.85776,3,3,108,36,2,147,1470,10,192,8,2,3,24,512,2,1,1,3135.9963,36.3572,3972.8979,34.1772,0.5,34.4898,54.69452
896,clock,timedReduction,32,256,8192,12,0,37,37,475,12.83783784,8,5,1454.2888,290.85776,3,3,108,36,2,147,1470,10,192,8,2,3,24,256,3,1,1,3135.9963,36.3572,3972.8979,34.1772,1,34.4898,54.81003
905,clock,timedReduction,128,64,8192,12,0,37,37,475,12.83783784,8,5,1454.2888,290.85776,3,3,108,36,2,147,1470,10,192,8,2,3,24,64,10,0.5,1,3135.9963,36.3572,3972.8979,34.1772,4,34.4898,55.66853
902,clock,timedReduction,64,128,8192,12,0,37,37,475,12.83783784,8,5,1454.2888,290.85776,3,3,108,36,2,147,1470,10,192,8,2,3,24,128,5,1,1,3135.9963,36.3572,3972.8979,34.1772,2,34.4898,56.22416
903,clock,timedReduction,128,128,16384,12,0,37,37,475,12.83783784,8,5,1650.0776,330.01552,3,3,108,36,2,147,1470,10,192,8,2,3,48,128,10,1,2,3135.9963,41.2519,7945.7958,34.1772,4,68.9797,58.6345
920,clock,timedReduction,16,1024,16384,12,0,37,37,475,12.83783784,8,5,1650.0776,330.01552,3,3,108,36,2,147,1470,10,192,8,2,3,48,1024,2,1,2,3135.9963,41.2519,7945.7958,34.1772,0.5,68.9797,57.95906
918,clock,timedReduction,32,512,16384,12,0,37,37,475,12.83783784,8,5,1650.0776,330.01552,3,3,108,36,2,147,1470,10,192,8,2,3,48,512,3,1,2,3135.9963,41.2519,7945.7958,34.1772,1,68.9797,58.5535
895,clock,timedReduction,64,256,16384,12,0,37,37,475,12.83783784,8,5,1650.0776,330.01552,3,3,108,36,2,147,1470,10,192,8,2,3,48,256,5,1,2,3135.9963,41.2519,7945.7958,34.1772,2,68.9797,59.00709
917,clock,timedReduction,32,1024,32768,12,0,37,37,475,12.83783784,8,5,1566.508736,313.3017472,3,3,108,36,2,147,1470,10,192,8,2,3,96,1024,3,1,2,3135.9963,78.3254,15891.5917,34.1772,1,136.2349,61.6872
904,clock,timedReduction,128,256,32768,12,0,37,74,950,12.83783784,8,10,3133.017472,313.3017472,3,6,216,36,2,294,2940,10,384,16,4,6,192,256,10,1,2,3217.3538,156.6509,15891.9214,68.3529,4,265.5797,64.52067
915,clock,timedReduction,64,512,32768,12,0,37,37,475,12.83783784,8,5,1566.508736,313.3017472,3,3,108,36,2,147,1470,10,192,8,2,3,96,512,5,1,2,3135.9963,78.3254,15891.5917,34.1772,2,136.2349,62.682
916,clock,timedReduction,64,1024,65536,12,0,37,74,950,12.83783784,8,10,3188.034944,318.8034944,3,6,216,36,2,294,2940,10,384,16,4,6,384,1024,5,1,3,3217.3538,212.5357,31783.8427,68.3529,2,531.1595,66.2815
5,concurrentKernels,clock_block,1,1,1,8,0,8,8,125,15.625,3,1,220.02828,220.02828,0,0,0,0,0,34,340,10,43,2,0,1,0,1,1,0.25,1,3070.8478,0.0007,0,0,0.0313,0.3522,57
4,concurrentKernels,sum,1,32,32,12,256,27,27,302,11.18518519,4,3,662.71488,220.90496,11,11,396,36,6,117,1170,10,158,7,1,1,0,32,1,0.25,1,3103.429,0.0647,7.3035,125.3094,0.0313,1.0456,109.26
15,Convolution Seperable,ConvS_C,9216,64,589824,25,5184,184,7425,68085,9.16969697,22,810,382293,471.9666667,73,5805,208980,36,5,24075,240750,10,38115,90,450,360,343035,64,709,0.28,18,15177.5495,38229.3,297678.5429,63549.1016,288,81851.4299,61.491
85,Convolution Seperable,ConvS_R,18432,128,2359296,20,2560,184,8280,77940,9.413043478,22,1620,764586,471.9666667,73,9090,327240,36,5,26775,267750,360,45765,90,450,360,1647540,128,1418,1,69,25375.9824,79782.887,1217596.908,97313.9409,576,391647.2231,59.75
56,Convolution Text,ConvT_C,24576,192,4718592,21,0,55,9790,98078,10.01818182,4,356,204379,574.0983146,0,0,0,0,2,36668,366680,10,46814,178,0,178,3370608,192,1891,0.94,136,8641.5535,21640.1294,0,0,768,505420.4203,65.556
57,Convolution Text,ConvT_R,24576,192,4718592,22,0,55,9790,98078,10.01818182,4,178,102189,574.0955056,0,0,0,0,2,36668,366680,10,46636,178,0,178,3357792,192,1891,0.94,136,5901.1072,10820.0118,0,0,768,370067.6389,64.88
86,dwtHaar,testKernel,64,512,32768,12,0,14,56,586,10.46428571,5,6,1879,313.1666667,0,5,180,36,4,196,1960,10,263,4,2,3,132,512,5,1,2,3152.2748,93.95,15891.8115,56.9612,2,162.6376,54.8398
87,Fast Walsh Transform,_Z14modulateKernelPfS_i,4096,512,2097152,12,0,17,4108,425205,103.5065725,6,3002,1347186,448.7628248,0,3318,119448,36,4,158,1580,10,10586,2,12,6,338752,512,316,1,61,39179.9456,141344.1049,1040554.181,36946.5486,128,417846.1249,98.4085
88,Fast Walsh Transform,fwtBatch2Kernel,4096,512,2097152,16,0,68,2686,28993,10.79411765,5,1580,709045,448.7626582,7,3318,119448,36,3,948,474,0.5,8532,0,316,316,273024,512,316,1,61,24912.6586,74391.6066,1040554.181,36946.5486,128,345864.9319,116.7163
90,fastWalshTransform,fwtBatch1Kernel,4096,512,2097152,16,0,68,25122,230838,9.188679245,5,1580,709045,448.7626582,7,3318,119448,36,3,24648,246480,10,54668,869,474,474,1749376,512,316,1,61,24912.6586,74391.6066,1040554.181,36946.5486,128,345864.9319,125.175
91,fastWalshTransform,fwtBatch2Kernel,8192,256,2097152,22,0,34,2686,28993,10.79411765,11,1580,709045,448.7626582,0,3318,119448,36,0,8453,84530,10,16037,0,316,316,513184,256,631,1,61,24912.6586,74391.6066,1040554.181,36946.5486,256,345864.9319,117.364
89,fastWalshTransform,modulateKernel,128,256,32768,13,0,17,104,1076,10.34615385,6,76,23810,313.2894737,0,84,3024,36,0,124,1240,10,388,4,24,12,194,256,10,1,2,4283.1757,1190.5,15900.4944,956.4249,4,1516.1476,122.966
20,fdtd,FiniteDifferencesKernel,288,512,147456,41,3840,690,69000,598500,8.673913043,73,6800,3903880,574.1,160,16000,576000,36,141,242300,2423000,10,334100,6100,5800,1000,751725,512,23,0.5,5,61528.1576,351349.2,79714.1752,163523.1171,9,42435.5693,108.0188
104,Gaussian,GaussF1_1000,1,1024,1024,13,0,22,22,719,32.68181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,1024,1,1,1,3103.429,2.3313,0,0,0.0313,3.1367,117.13334
101,Gaussian,GaussF1_1000,2,512,1024,13,0,22,22,719,32.68181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,512,1,1,1,3103.429,2.3313,0,0,0.0625,3.1367,117.366
98,Gaussian,GaussF1_1000,4,256,1024,13,0,22,22,719,32.68181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,256,1,1,1,3103.429,2.3313,0,0,0.125,3.1367,117.044
92,Gaussian,GaussF1_1000,8,128,1024,12,0,22,22,719,32.68181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,128,1,1,1,3103.429,2.3313,0,0,0.25,3.1367,117.185
105,Gaussian,GaussF1_2048,2,1024,2048,13,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,1024,1,1,1,3103.429,4.6625,0,0,0.0625,5.2278,117.2352
102,Gaussian,GaussF1_2048,4,512,2048,13,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,512,1,1,1,3103.429,4.6625,0,0,0.125,5.2278,116.966
99,Gaussian,GaussF1_2048,8,256,2048,13,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,256,1,1,1,3103.429,4.6625,0,0,0.25,5.2278,117.1433
93,Gaussian,GaussF1_2048,16,128,2048,12,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,128,2,1,1,3103.429,4.6625,0,0,0.5,5.2278,117.483
106,Gaussian,GaussF1_4096,4,1024,4096,13,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,1024,1,1,1,3103.429,9.325,0,0,0.125,10.4555,117.35
103,Gaussian,GaussF1_4096,8,512,4096,13,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,512,1,1,1,3103.429,9.325,0,0,0.25,10.4555,117.329
100,Gaussian,GaussF1_4096,16,256,4096,13,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,256,2,1,1,3103.429,9.325,0,0,0.5,10.4555,117.1852
94,Gaussian,GaussF1_4096,32,128,4096,12,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,128,3,1,1,3103.429,9.325,0,0,1,10.4555,117.3103
21,Gaussian,GaussF2_1000,15625,64,1000000,14,0,39,1482,15960,10.76923077,13,418,199011,476.1028708,0,0,0,0,4,4750,47500,10,6650,114,228,76,101471,64,1202,0.5,30,9571.9061,20244.4458,0,0,488.2813,113547.8701,117.56771
41,Gaussian,GaussF2_1000,1764,576,1016064,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,105814,576,136,0.84,30,9735.6867,21110.9456,0,0,55.125,116434.2759,99.92654
95,Gaussian,GaussF2_1000,3969,256,1016064,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,105814,256,306,1,30,9735.6867,21110.9456,0,0,124.0313,116434.2759,117.9362
58,Gaussian,GaussF2_1000,7056,144,1016064,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,105814,144,543,0.94,30,9735.6867,21110.9456,0,0,220.5,116434.2759,100.29269
107,Gaussian,GaussF2_1000,1024,1024,1048576,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,109200,1024,79,1,31,9735.6867,21083.6645,0,0,32,120151.7845,117.72935
108,Gaussian,GaussF2_2048,4096,1024,4194304,14,0,39,3476,113602,32.68181818,13,474,272123,574.0991561,0,0,0,0,4,11692,116920,10,15642,158,316,158,1001088,1024,316,1,121,10401.7088,28786.5653,0,0,128,496969.9139,117.40804
