Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,occupancy,wtotal,Global_Throughput,cache_penalty,sh_penalty,sh_throughput,n_warps,glb_penalty,Power
817,RESNET,executeBnNormLayerCUDA_split,32,256,8192,34,0,41,233,3097,13.29184549,9,68,19778.32768,290.85776,0,0,0,0,0,142,1420,10,443,5,51,17,55,256,3,0.75,1,4154.7833,494.4582,0,0,1,354.044,81.40558
826,RESNET,executeBnNormLayerCUDA_split,128,64,8192,34,0,41,233,3097,13.29184549,9,68,19778.32768,290.85776,0,0,0,0,0,142,1420,10,443,5,51,17,55,64,10,0.5,1,4154.7833,494.4582,0,0,4,354.044,82.94452
822,RESNET,executeBnNormLayerCUDA_split,64,256,16384,34,0,41,233,3097,13.29184549,9,68,22441.05536,330.01552,0,0,0,0,0,142,1420,10,443,5,51,17,111,256,5,0.75,2,4154.7833,561.0264,0,0,2,708.0879,96.79431
816,RESNET,executeBnNormLayerCUDA_split,32,1024,32768,34,0,41,233,3097,13.29184549,9,68,21304.51881,313.3017472,0,0,0,0,0,142,1420,10,443,5,51,17,222,1024,3,0.5,2,4154.7833,1065.2259,0,0,1,1398.4737,95.43479
825,RESNET,executeBnNormLayerCUDA_split,128,256,32768,34,0,41,466,6194,13.29184549,9,136,42609.03762,313.3017472,0,0,0,0,0,284,2840,10,886,10,102,34,443,256,10,0.75,2,5239.1628,2130.4519,0,0,4,2218.0472,107.51658
823,RESNET,executeBnNormLayerCUDA_split,64,1024,65536,34,0,41,466,6194,13.29184549,9,136,43357.27524,318.8034944,0,0,0,0,0,284,2840,10,886,10,102,34,886,1024,5,0.5,3,5239.1628,2890.485,0,0,2,4436.0944,105.0721
824,RESNET,executeBnNormLayerCUDA_split,128,1024,131072,34,0,41,1165,15485,13.29184549,9,340,112134.3762,329.8069888,0,0,0,0,0,710,7100,10,2215,25,255,85,4430,1024,10,0.5,5,8399.4575,8970.7501,0,0,4,13835.0726,105.54292
708,RESNET,executeBnNormLayerCUDA_split,256,1024,262144,34,0,41,2330,30970,13.29184549,9,680,239233.5048,351.8139776,0,0,0,0,0,1420,14200,10,4430,50,510,170,17720,1024,20,1,9,13370.2588,21265.2004,0,0,8,34710.8411,109.57022
855,RESNET,executeEltWiseLayerCUDA_split,32,16,512,20,0,36,68,700,10.29411765,8,15,3517.1904,234.47936,0,0,0,0,0,127,1270,10,210,5,10,5,2,16,3,0.25,1,3298.6245,5.4956,0,0,1,9.8368,62.12613
856,RESNET,executeEltWiseLayerCUDA_split,64,16,1024,20,0,36,68,700,10.29411765,8,15,3734.3808,248.95872,0,0,0,0,0,127,1270,10,210,5,10,5,3,16,5,0.25,1,3298.6245,11.6699,0,0,2,14.7552,64.79788
863,RESNET,executeEltWiseLayerCUDA_split,128,16,2048,20,0,36,68,700,10.29411765,8,15,4168.7616,277.91744,0,0,0,0,0,127,1270,10,210,5,10,5,7,16,10,0.25,1,3298.6245,26.0548,0,0,4,24.5921,69.1169
854,RESNET,executeEltWiseLayerCUDA_split,32,64,2048,20,0,36,68,700,10.29411765,8,15,4168.7616,277.91744,0,0,0,0,0,127,1270,10,210,5,10,5,7,64,3,0.5,1,3298.6245,26.0548,0,0,1,24.5921,66.59394
857,RESNET,executeEltWiseLayerCUDA_split,64,64,4096,20,0,36,68,700,10.29411765,8,15,4069.1832,271.27888,0,0,0,0,0,127,1270,10,210,5,10,5,13,64,5,0.5,1,3298.6245,50.8648,0,0,2,49.1841,72.32394
862,RESNET,executeEltWiseLayerCUDA_split,128,64,8192,20,0,36,68,700,10.29411765,8,15,4362.8664,290.85776,0,0,0,0,0,127,1270,10,210,5,10,5,26,64,10,0.5,1,3298.6245,109.0717,0,0,4,98.3683,79.43783
853,RESNET,executeEltWiseLayerCUDA_split,32,256,8192,20,0,36,68,700,10.29411765,8,15,4362.8664,290.85776,0,0,0,0,0,127,1270,10,210,5,10,5,26,256,3,1,1,3298.6245,109.0717,0,0,1,98.3683,82.90916
858,RESNET,executeEltWiseLayerCUDA_split,64,256,16384,20,0,36,68,700,10.29411765,8,15,4950.2328,330.01552,0,0,0,0,0,127,1270,10,210,5,10,5,53,256,5,1,2,3298.6245,123.7558,0,0,2,196.7365,93.184
861,RESNET,executeEltWiseLayerCUDA_split,128,256,32768,20,0,36,136,1400,10.29411765,8,30,9399.052416,313.3017472,0,0,0,0,0,254,2540,10,420,10,20,10,210,256,10,1,2,3541.917,469.9526,0,0,4,723.7301,103.2697
852,RESNET,executeEltWiseLayerCUDA_split,32,1024,32768,20,0,36,68,700,10.29411765,8,15,4699.526208,313.3017472,0,0,0,0,0,127,1270,10,210,5,10,5,105,1024,3,1,2,3298.6245,234.9763,0,0,1,388.5547,93.26475
859,RESNET,executeEltWiseLayerCUDA_split,64,1024,65536,20,0,36,136,1400,10.29411765,8,30,9564.104832,318.8034944,0,0,0,0,0,254,2540,10,420,10,20,10,420,1024,5,1,3,3541.917,637.607,0,0,2,1447.4602,98.31035
860,RESNET,executeEltWiseLayerCUDA_split,128,1024,131072,20,0,36,340,3500,10.29411765,8,75,24735.52416,329.8069888,0,0,0,0,0,635,6350,10,1050,25,50,25,2100,1024,10,1,5,4267.1386,1978.8419,0,0,4,6007.2855,105.73394
711,RESNET,executeEltWiseLayerCUDA_split,256,1024,262144,20,0,36,680,7000,10.29411765,8,150,52772.09664,351.8139776,0,0,0,0,0,1270,12700,10,2100,50,100,50,8400,1024,20,1,9,5460.4705,4690.853,0,0,8,18748.0986,108.47596
844,RESNET,executeReLULayerCUDA_split,32,16,512,12,0,31,31,325,10.48387097,5,2,468.95872,234.47936,0,0,0,0,0,116,1160,10,149,6,1,1,1,16,3,0.25,1,3087.1402,0.7327,0,0,1,1.4014,57.30965
843,RESNET,executeReLULayerCUDA_split,64,16,1024,12,0,31,31,325,10.48387097,5,2,497.91744,248.95872,0,0,0,0,0,116,1160,10,149,6,1,1,2,16,5,0.25,1,3087.1402,1.556,0,0,2,2.1021,58.41819
845,RESNET,executeReLULayerCUDA_split,32,64,2048,12,0,31,31,325,10.48387097,5,2,555.83488,277.91744,0,0,0,0,0,116,1160,10,149,6,1,1,5,64,3,0.5,1,3087.1402,3.474,0,0,1,3.5036,59.54194
851,RESNET,executeReLULayerCUDA_split,128,16,2048,12,0,31,31,325,10.48387097,5,2,555.83488,277.91744,0,0,0,0,0,116,1160,10,149,6,1,1,5,16,10,0.25,1,3087.1402,3.474,0,0,4,3.5036,60.43384
842,RESNET,executeReLULayerCUDA_split,64,64,4096,12,0,31,31,325,10.48387097,5,2,542.55776,271.27888,0,0,0,0,0,116,1160,10,149,6,1,1,9,64,5,0.5,1,3087.1402,6.782,0,0,2,7.0071,61.34498
846,RESNET,executeReLULayerCUDA_split,32,256,8192,12,0,31,31,325,10.48387097,5,2,581.71552,290.85776,0,0,0,0,0,116,1160,10,149,6,1,1,19,256,3,1,1,3087.1402,14.5429,0,0,1,14.0143,66.89602
850,RESNET,executeReLULayerCUDA_split,128,64,8192,12,0,31,31,325,10.48387097,5,2,581.71552,290.85776,0,0,0,0,0,116,1160,10,149,6,1,1,19,64,10,0.5,1,3087.1402,14.5429,0,0,4,14.0143,65.94198
841,RESNET,executeReLULayerCUDA_split,64,256,16384,12,0,31,31,325,10.48387097,5,2,660.03104,330.01552,0,0,0,0,0,116,1160,10,149,6,1,1,37,256,5,1,2,3087.1402,16.5008,0,0,2,28.0285,73.08804
847,RESNET,executeReLULayerCUDA_split,32,1024,32768,12,0,31,31,325,10.48387097,5,2,626.6034944,313.3017472,0,0,0,0,0,116,1160,10,149,6,1,1,75,1024,3,1,2,3087.1402,31.3302,0,0,1,55.3563,75.77579
849,RESNET,executeReLULayerCUDA_split,128,256,32768,12,0,31,62,650,10.48387097,5,4,1253.206989,313.3017472,0,0,0,0,0,232,2320,10,298,12,2,2,149,256,10,1,2,3119.7144,62.6603,0,0,4,109.5567,81.00628
710,RESNET,executeReLULayerCUDA_split,64,1024,65536,12,0,31,62,650,10.48387097,5,4,1275.213978,318.8034944,0,0,0,0,0,232,2320,10,298,12,2,2,298,1024,5,1,3,3119.7144,85.0143,0,0,2,219.1134,80.26122
848,RESNET,executeReLULayerCUDA_split,128,1024,131072,12,0,31,155,1625,10.48387097,5,10,3298.069888,329.8069888,0,0,0,0,0,580,5800,10,745,30,5,5,1490,1024,10,1,5,3217.3538,263.8456,0,0,4,1062.319,92.62583
831,RESNET,executeScaleLayerCUDA_split,32,16,512,21,0,35,131,1267,9.671755725,9,68,15944.59648,234.47936,0,0,0,0,0,124,1240,10,323,5,51,17,3,16,3,0.25,1,4154.7833,24.9134,0,0,1,35.4044,59.98708
832,RESNET,executeScaleLayerCUDA_split,64,16,1024,21,0,35,131,1267,9.671755725,9,68,16929.19296,248.95872,0,0,0,0,0,124,1240,10,323,5,51,17,5,16,5,0.25,1,4154.7833,52.9037,0,0,2,53.1066,63.12912
830,RESNET,executeScaleLayerCUDA_split,32,64,2048,21,0,35,131,1267,9.671755725,9,68,18898.38592,277.91744,0,0,0,0,0,124,1240,10,323,5,51,17,10,64,3,0.5,1,4154.7833,118.1149,0,0,1,88.511,64.16332
839,RESNET,executeScaleLayerCUDA_split,128,16,2048,21,0,35,131,1267,9.671755725,9,68,18898.38592,277.91744,0,0,0,0,0,124,1240,10,323,5,51,17,10,16,10,0.25,1,4154.7833,118.1149,0,0,4,88.511,66.72314
833,RESNET,executeScaleLayerCUDA_split,64,64,4096,21,0,35,131,1267,9.671755725,9,68,18446.96384,271.27888,0,0,0,0,0,124,1240,10,323,5,51,17,20,64,5,0.5,1,4154.7833,230.587,0,0,2,177.022,69.25339
829,RESNET,executeScaleLayerCUDA_split,32,256,8192,21,0,35,131,1267,9.671755725,9,68,19778.32768,290.85776,0,0,0,0,0,124,1240,10,323,5,51,17,40,256,3,1,1,4154.7833,494.4582,0,0,1,354.044,78.4733
838,RESNET,executeScaleLayerCUDA_split,128,64,8192,21,0,35,131,1267,9.671755725,9,68,19778.32768,290.85776,0,0,0,0,0,124,1240,10,323,5,51,17,40,64,10,0.5,1,4154.7833,494.4582,0,0,4,354.044,76.62598
834,RESNET,executeScaleLayerCUDA_split,64,256,16384,21,0,35,131,1267,9.671755725,9,68,22441.05536,330.01552,0,0,0,0,0,124,1240,10,323,5,51,17,81,256,5,1,2,4154.7833,561.0264,0,0,2,708.0879,88.57313
828,RESNET,executeScaleLayerCUDA_split,32,1024,32768,21,0,35,131,1267,9.671755725,9,68,21304.51881,313.3017472,0,0,0,0,0,124,1240,10,323,5,51,17,162,1024,3,1,2,4154.7833,1065.2259,0,0,1,1398.4737,91.75806
837,RESNET,executeScaleLayerCUDA_split,128,256,32768,21,0,35,262,2534,9.671755725,9,136,42609.03762,313.3017472,0,0,0,0,0,248,2480,10,646,10,102,34,323,256,10,1,2,5239.1628,2130.4519,0,0,4,2218.0472,93.80379
835,RESNET,executeScaleLayerCUDA_split,64,1024,65536,21,0,35,262,2534,9.671755725,9,136,43357.27524,318.8034944,0,0,0,0,0,248,2480,10,646,10,102,34,646,1024,5,1,3,5239.1628,2890.485,0,0,2,4436.0944,95.27996
836,RESNET,executeScaleLayerCUDA_split,128,1024,131072,21,0,35,655,6335,9.671755725,9,340,112134.3762,329.8069888,0,0,0,0,0,620,6200,10,1615,25,255,85,3230,1024,10,1,5,8399.4575,8970.7501,0,0,4,13835.0726,101.73667
709,RESNET,executeScaleLayerCUDA_split,256,1024,262144,21,0,35,1310,12670,9.671755725,9,680,239233.5048,351.8139776,0,0,0,0,0,1240,12400,10,3230,50,510,170,12920,1024,20,1,9,13370.2588,21265.2004,0,0,8,34710.8411,104.19974
392,saxpy,Saxpy,128,16,2048,7,0,14,11,139,12.63636364,9,3,833,277.6666667,0,0,0,0,0,27,270,10,41,1,2,1,1,16,10,0.25,1,3103.429,5.2063,0,0,4,5.2278,54.48
393,saxpy,Saxpy,128,32,4096,7,0,14,11,139,12.63636364,9,3,813,271,0,0,0,0,0,27,270,10,41,1,2,1,3,32,10,0.25,1,3103.429,10.1625,0,0,4,10.4555,54.7021
385,saxpy,Saxpy,256,16,4096,7,0,14,11,139,12.63636364,9,3,813,271,0,0,0,0,0,27,270,10,41,1,2,1,3,16,20,0.25,1,3103.429,10.1625,0,0,8,10.4555,54.9
394,saxpy,Saxpy,128,64,8192,7,0,14,11,139,12.63636364,9,3,872,290.6666667,0,0,0,0,0,27,270,10,41,1,2,1,5,64,10,0.5,1,3103.429,21.8,0,0,4,20.9111,55.04
386,saxpy,Saxpy,256,32,8192,7,0,14,11,139,12.63636364,9,3,872,290.6666667,0,0,0,0,0,27,270,10,41,1,2,1,5,32,20,0.25,1,3103.429,21.8,0,0,8,20.9111,57.73
378,saxpy,Saxpy,512,16,8192,7,0,14,11,139,12.63636364,9,3,872,290.6666667,0,0,0,0,0,27,270,10,41,1,2,1,5,16,40,0.25,1,3103.429,21.8,0,0,16,20.9111,60.616
695,saxpy,Saxpy,10,1024,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,1024,1,1,1,3103.429,28.1563,0,0,0.3125,26.1388,54.26932
694,saxpy,Saxpy,20,512,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,512,2,1,1,3103.429,28.1563,0,0,0.625,26.1388,57.58322
693,saxpy,Saxpy,40,256,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,256,4,1,1,3103.429,28.1563,0,0,1.25,26.1388,54.97068
692,saxpy,Saxpy,80,128,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,128,7,1,1,3103.429,28.1563,0,0,2.5,26.1388,54.50619
691,saxpy,Saxpy,160,64,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,64,13,0.5,1,3103.429,28.1563,0,0,5,26.1388,57.92102
690,saxpy,Saxpy,320,32,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,32,25,0.25,1,3103.429,28.1563,0,0,10,26.1388,58.89363
689,saxpy,Saxpy,640,16,10240,7,0,14,11,139,12.63636364,9,3,901,300.3333333,0,0,0,0,0,27,270,10,41,1,2,1,6,16,50,0.25,1,3103.429,28.1563,0,0,20,26.1388,57.2844
395,saxpy,Saxpy,128,128,16384,7,0,14,11,139,12.63636364,9,3,903,301,0,0,0,0,0,27,270,10,41,1,2,1,10,128,10,1,2,3103.429,22.575,0,0,4,41.8221,57.10137
387,saxpy,Saxpy,256,64,16384,7,0,14,11,139,12.63636364,9,3,990,330,0,0,0,0,0,27,270,10,41,1,2,1,10,64,20,0.5,2,3103.429,24.75,0,0,8,41.8221,56.14138
379,saxpy,Saxpy,512,32,16384,7,0,14,11,139,12.63636364,9,3,990,330,0,0,0,0,0,27,270,10,41,1,2,1,10,32,40,0.25,2,3103.429,24.75,0,0,16,41.8221,57.24138
371,saxpy,Saxpy,1024,16,16384,7,0,14,11,139,12.63636364,9,3,990,330,0,0,0,0,0,27,270,10,41,1,2,1,10,16,79,0.25,2,3103.429,24.75,0,0,32,41.8221,59.77843
420,saxpy,Saxpy,1280,16,20480,7,0,14,11,139,12.63636364,9,3,990,330,0,0,0,0,0,27,270,10,41,1,2,1,13,16,99,0.25,2,3103.429,30.9375,0,0,40,52.2777,60.92692
396,saxpy,Saxpy,128,256,32768,7,0,14,22,278,12.63636364,9,6,1879,313.1666667,0,0,0,0,0,54,540,10,82,2,4,2,41,256,10,1,2,3152.2748,93.95,0,0,4,162.6376,57.4584
388,saxpy,Saxpy,256,128,32768,7,0,14,22,278,12.63636364,9,6,1879,313.1666667,0,0,0,0,0,54,540,10,82,2,4,2,41,128,20,1,2,3152.2748,93.95,0,0,8,162.6376,55.8743
380,saxpy,Saxpy,512,64,32768,7,0,14,22,278,12.63636364,9,6,1879,313.1666667,0,0,0,0,0,54,540,10,82,2,4,2,41,64,40,0.5,2,3152.2748,93.95,0,0,16,162.6376,56.0379
372,saxpy,Saxpy,1024,32,32768,7,0,14,22,278,12.63636364,9,6,1879,313.1666667,0,0,0,0,0,54,540,10,82,2,4,2,41,32,79,0.25,2,3152.2748,93.95,0,0,32,162.6376,59.78861
421,saxpy,Saxpy,1280,32,40960,7,0,14,22,278,12.63636364,9,6,1888,314.6666667,0,0,0,0,0,54,540,10,82,2,4,2,51,32,99,0.25,2,3152.2748,118,0,0,40,203.8117,58.45664
413,saxpy,Saxpy,2560,16,40960,7,0,14,22,278,12.63636364,9,6,1888,314.6666667,0,0,0,0,0,54,540,10,82,2,4,2,51,16,197,0.25,2,3152.2748,118,0,0,80,203.8117,60.7
397,saxpy,Saxpy,128,512,65536,7,0,14,33,417,12.63636364,9,9,2869,318.7777778,0,0,0,0,0,81,810,10,123,3,6,3,123,512,10,1,3,3201.0893,191.2667,0,0,4,480.4724,56.4177
389,saxpy,Saxpy,256,256,65536,7,0,14,33,417,12.63636364,9,9,2869,318.7777778,0,0,0,0,0,81,810,10,123,3,6,3,123,256,20,1,3,3201.0893,191.2667,0,0,8,480.4724,60.5837
381,saxpy,Saxpy,512,128,65536,7,0,14,33,417,12.63636364,9,9,2869,318.7777778,0,0,0,0,0,81,810,10,123,3,6,3,123,128,40,1,3,3201.0893,191.2667,0,0,16,480.4724,57.0306
373,saxpy,Saxpy,1024,64,65536,7,0,14,33,417,12.63636364,9,9,2869,318.7777778,0,0,0,0,0,81,810,10,123,3,6,3,123,64,79,0.5,3,3201.0893,191.2667,0,0,32,480.4724,63.59714
422,saxpy,Saxpy,1280,64,81920,7,0,14,44,556,12.63636364,9,12,3858,321.5,0,0,0,0,0,108,1080,10,164,4,8,4,205,64,99,0.5,3,3249.8725,321.5,0,0,40,786.7701,60.14449
414,saxpy,Saxpy,2560,32,81920,7,0,14,44,556,12.63636364,9,12,3858,321.5,0,0,0,0,0,108,1080,10,164,4,8,4,205,32,197,0.25,3,3249.8725,321.5,0,0,80,786.7701,59.92576
406,saxpy,Saxpy,5120,16,81920,7,0,14,44,556,12.63636364,9,12,3858,321.5,0,0,0,0,0,108,1080,10,164,4,8,4,205,16,394,0.25,3,3249.8725,321.5,0,0,160,786.7701,61.09817
687,saxpy,Saxpy,200,512,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,512,16,1,4,3249.8725,304.6094,0,0,6.25,986.4579,59.32996
686,saxpy,Saxpy,400,256,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,256,31,1,4,3249.8725,304.6094,0,0,12.5,986.4579,62.43618
685,saxpy,Saxpy,800,128,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,128,62,1,4,3249.8725,304.6094,0,0,25,986.4579,62.76942
684,saxpy,Saxpy,1600,64,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,64,124,0.5,4,3249.8725,304.6094,0,0,50,986.4579,61.01905
683,saxpy,Saxpy,3200,32,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,32,247,0.25,4,3249.8725,304.6094,0,0,100,986.4579,60.7686
682,saxpy,Saxpy,6400,16,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,16,493,0.25,4,3249.8725,304.6094,0,0,200,986.4579,60.58565
688,saxpy,Saxpy,100,1024,102400,7,0,14,44,556,12.63636364,9,12,3899,324.9166667,0,0,0,0,0,108,1080,10,164,4,8,4,256,1024,8,1,4,3249.8725,304.6094,0,0,3.125,986.4579,56.98256
365,saxpy,Saxpy,1000,128,128000,8,0,11,55,695,12.63636364,7,15,4939,329.2666667,0,0,0,0,2,135,1350,10,205,5,10,5,400,128,77,1,5,3298.6245,385.8594,0,0,31.25,1514.8714,62.56478
398,saxpy,Saxpy,128,1024,131072,7,0,14,55,695,12.63636364,9,15,4939,329.2666667,0,0,0,0,0,135,1350,10,205,5,10,5,410,1024,10,1,5,3298.6245,395.12,0,0,4,1554.2187,57.53442
390,saxpy,Saxpy,256,512,131072,7,0,14,55,695,12.63636364,9,15,4939,329.2666667,0,0,0,0,0,135,1350,10,205,5,10,5,410,512,20,1,5,3298.6245,395.12,0,0,8,1554.2187,58.49828
382,saxpy,Saxpy,512,256,131072,7,0,14,55,695,12.63636364,9,15,4939,329.2666667,0,0,0,0,0,135,1350,10,205,5,10,5,410,256,40,1,5,3298.6245,395.12,0,0,16,1554.2187,58.47504
374,saxpy,Saxpy,1024,128,131072,7,0,14,55,695,12.63636364,9,15,4939,329.2666667,0,0,0,0,0,135,1350,10,205,5,10,5,410,128,79,1,5,3298.6245,395.12,0,0,32,1554.2187,61.32833
423,saxpy,Saxpy,1280,128,163840,7,0,14,77,973,12.63636364,9,21,7041,335.2857143,0,0,0,0,0,189,1890,10,287,7,14,7,718,128,99,1,6,3396.035,586.75,0,0,40,2635.1785,62.50663
415,saxpy,Saxpy,2560,64,163840,7,0,14,77,973,12.63636364,9,21,7041,335.2857143,0,0,0,0,0,189,1890,10,287,7,14,7,718,64,197,0.5,6,3396.035,586.75,0,0,80,2635.1785,60.65541
407,saxpy,Saxpy,5120,32,163840,7,0,14,77,973,12.63636364,9,21,7041,335.2857143,0,0,0,0,0,189,1890,10,287,7,14,7,718,32,394,0.25,6,3396.035,586.75,0,0,160,2635.1785,60.57759
399,saxpy,Saxpy,10240,16,163840,7,0,14,77,973,12.63636364,9,21,7041,335.2857143,0,0,0,0,0,189,1890,10,287,7,14,7,718,16,788,0.25,6,3396.035,586.75,0,0,320,2635.1785,61.11592
370,saxpy,Saxpy,1500,128,192000,8,0,11,88,1112,12.63636364,7,24,8160,340,0,0,0,0,2,216,2160,10,328,8,16,8,961,128,116,1,7,3444.6935,683.0357,0,0,46.875,3481.5234,62.75504
364,saxpy,Saxpy,1000,256,256000,8,0,11,110,1390,12.63636364,7,30,10523,350.7666667,0,0,0,0,2,270,2700,10,410,10,20,10,1602,256,77,1,8,3541.917,1027.6367,0,0,31.25,5643.2627,60.67355
361,saxpy,Saxpy,2000,128,256000,8,0,11,110,1390,12.63636364,7,30,10523,350.7666667,0,0,0,0,2,270,2700,10,410,10,20,10,1602,128,154,1,8,3541.917,1027.6367,0,0,62.5,5643.2627,62.89096
391,saxpy,Saxpy,256,1024,262144,7,0,14,110,1390,12.63636364,9,30,10554,351.8,0,0,0,0,0,270,2700,10,410,10,20,10,1640,1024,20,1,9,3541.917,938.1333,0,0,8,5780.6798,62.0068
383,saxpy,Saxpy,512,512,262144,7,0,14,110,1390,12.63636364,9,30,10554,351.8,0,0,0,0,0,270,2700,10,410,10,20,10,1640,512,40,1,9,3541.917,938.1333,0,0,16,5780.6798,62.50825
375,saxpy,Saxpy,1024,256,262144,7,0,14,110,1390,12.63636364,9,30,10554,351.8,0,0,0,0,0,270,2700,10,410,10,20,10,1640,256,79,1,9,3541.917,938.1333,0,0,32,5780.6798,64.30674
424,saxpy,Saxpy,1280,256,327680,7,0,14,143,1807,12.63636364,9,39,14149,362.7948718,0,0,0,0,0,351,3510,10,533,13,26,13,2665,256,99,1,10,3687.5191,1414.9,0,0,40,9014.1178,65.37002
416,saxpy,Saxpy,2560,128,327680,7,0,14,143,1807,12.63636364,9,39,14149,362.7948718,0,0,0,0,0,351,3510,10,533,13,26,13,2665,128,197,1,10,3687.5191,1414.9,0,0,80,9014.1178,64.90598
408,saxpy,Saxpy,5120,64,327680,7,0,14,143,1807,12.63636364,9,39,14149,362.7948718,0,0,0,0,0,351,3510,10,533,13,26,13,2665,64,394,0.5,10,3687.5191,1414.9,0,0,160,9014.1178,62.73902
400,saxpy,Saxpy,10240,32,327680,7,0,14,143,1807,12.63636364,9,39,14149,362.7948718,0,0,0,0,0,351,3510,10,533,13,26,13,2665,32,788,0.25,10,3687.5191,1414.9,0,0,320,9014.1178,61.01923
369,saxpy,Saxpy,1500,256,384000,8,0,11,165,2085,12.63636364,7,45,16752,372.2666667,0,0,0,0,2,405,4050,10,615,15,30,15,3604,256,116,1,12,3784.4318,1635.9375,0,0,46.875,11883.6671,66.26632
366,saxpy,Saxpy,1000,512,512000,8,0,11,209,2641,12.63636364,7,57,22444,393.754386,0,0,0,0,2,513,5130,10,779,19,38,19,6086,512,77,1,16,3977.8855,2191.7969,0,0,31.25,19078.6354,67.44852
360,saxpy,Saxpy,2000,256,512000,8,0,11,220,2780,12.63636364,7,60,22444,374.0666667,0,0,0,0,2,540,5400,10,820,20,40,20,6406,256,154,1,16,4026.1716,2191.7969,0,0,62.5,19841.9205,66.6744
363,saxpy,Saxpy,4000,128,512000,8,0,11,220,2780,12.63636364,7,60,22444,374.0666667,0,0,0,0,2,540,5400,10,820,20,40,20,6406,128,308,1,16,4026.1716,2191.7969,0,0,125,19841.9205,66.39104
384,saxpy,Saxpy,512,1024,524288,7,0,14,220,2780,12.63636364,9,60,23749,395.8166667,0,0,0,0,0,540,5400,10,820,20,40,20,6560,1024,40,1,16,4026.1716,2374.9,0,0,16,20325.4766,66.31963
376,saxpy,Saxpy,1024,512,524288,7,0,14,220,2780,12.63636364,9,60,23749,395.8166667,0,0,0,0,0,540,5400,10,820,20,40,20,6560,512,79,1,16,4026.1716,2374.9,0,0,32,20325.4766,66.4156
425,saxpy,Saxpy,1280,512,655360,7,0,14,275,3475,12.63636364,9,75,31337,417.8266667,0,0,0,0,0,675,6750,10,1025,25,50,25,10250,512,99,1,20,4267.1386,3133.7,0,0,40,29960.3858,67.55106
417,saxpy,Saxpy,2560,256,655360,7,0,14,275,3475,12.63636364,9,75,31337,417.8266667,0,0,0,0,0,675,6750,10,1025,25,50,25,10250,256,197,1,20,4267.1386,3133.7,0,0,80,29960.3858,68.79676
409,saxpy,Saxpy,5120,128,655360,7,0,14,275,3475,12.63636364,9,75,31337,417.8266667,0,0,0,0,0,675,6750,10,1025,25,50,25,10250,128,394,1,20,4267.1386,3133.7,0,0,160,29960.3858,67.03735
401,saxpy,Saxpy,10240,64,655360,7,0,14,275,3475,12.63636364,9,75,31337,417.8266667,0,0,0,0,0,675,6750,10,1025,25,50,25,10250,64,788,0.5,20,4267.1386,3133.7,0,0,320,29960.3858,63.61742
368,saxpy,Saxpy,1500,512,768000,8,0,11,319,4031,12.63636364,7,87,37997,436.7471264,0,0,0,0,2,1131,11310,10,1537,29,58,29,18012,512,116,1,23,4459.3577,3871.9769,0,0,46.875,38974.4972,67.85714
146,saxpy,Saxpy,2000,512,1024000,6,0,11,429,5421,12.63636364,7,117,55680,475.8974359,0,0,0,0,2,1521,15210,10,2067,39,78,39,32297,512,154,1,30,4937.757,5800,0,0,62.5,63097.3147,65.553
367,saxpy,Saxpy,2000,512,1024000,8,0,11,429,5421,12.63636364,7,117,55680,475.8974359,0,0,0,0,2,1521,15210,10,2067,39,78,39,32297,512,154,1,30,4937.757,5800,0,0,62.5,63097.3147,65.57889
