Sr No.,Benchmark,Kernel Name,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sim,comp_lat_sim,avg_comp_lat,glob_inst_kernel,glob_inst_sim,glob_lat_sim,avg_glob_lat,shar_inst_kernel,shar_inst_sim,shar_lat_sim,avg_shar_lat,misc_inst_kernel,misc_inst_sim,misc_lat_sim,avg_misc_lat,total_inst,branch,glob_load_sim,glob_store_sim,inst_issue_cycles,sm_active,waves,global_Throughput,glb_penalty,wtotal,cache_penalty,sh_throughput,sh_penalty,occupancy,Power
59,div,div,256,32,8192,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,7,,,15724.5748,2.610049589,1,12.328125,0,0,0.5,41.16318
60,div,div,512,16,8192,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,7,,,15724.5748,2.610049589,1,12.328125,0,0,0.5,41.98787
61,div,div,10,1024,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,1,41.4081
62,div,div,20,512,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,1,41.60919
63,div,div,40,256,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,1,41.46061
64,div,div,80,128,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,1,41.68531
65,div,div,160,64,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,1,41.53429
66,div,div,320,32,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,0.5,41.6599
67,div,div,640,16,10240,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,9,,,15724.5748,3.262561987,1,15.41015625,0,0,0.5,42.37367
68,div,div,128,128,16384,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,14,,,15724.5748,5.220099178,2,12.328125,0,0,1,42.17313
69,div,div,256,64,16384,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,14,,,15724.5748,5.220099178,2,12.328125,0,0,1,42.052
70,div,div,512,32,16384,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,14,,,15724.5748,5.220099178,2,12.328125,0,0,0.5,42.43185
71,div,div,1024,16,16384,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,14,,,15724.5748,5.220099178,2,12.328125,0,0,0.5,43.57292
72,div,div,1280,16,20480,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,18,,,15724.5748,6.525123973,2,15.41015625,0,0,0.5,43.67479
73,div,div,128,256,32768,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,28,,,15724.5748,10.44019836,2,24.65625,0,0,1,45.55346
74,div,div,256,128,32768,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,28,,,15724.5748,10.44019836,2,24.65625,0,0,1,44.33825
75,div,div,512,64,32768,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,28,,,15724.5748,10.44019836,2,24.65625,0,0,1,45.14526
76,div,div,1024,32,32768,13,0,13,13,4446,342,2,2,789,394.5,0,0,0,0,41,41,410,10,56,0,1,1,28,,,15724.5748,10.44019836,2,24.65625,0,0,0.5,44.59285
77,div,div,1280,32,40960,13,0,13,26,8892,342,2,4,1578,394.5,0,0,0,0,41,82,820,10,112,0,2,2,70,,,15729.35728,26.09256009,2,61.640625,0,0,0.5,45.27841
78,div,div,2560,16,40960,13,0,13,26,8892,342,2,4,1578,394.5,0,0,0,0,41,82,820,10,112,0,2,2,70,,,15729.35728,26.09256009,2,61.640625,0,0,0.5,45.96754
79,div,div,128,512,65536,13,0,13,26,8892,342,2,4,1578,394.5,0,0,0,0,41,82,820,10,112,0,2,2,112,,,15729.35728,41.74809614,3,65.75,0,0,1,48.81195
80,div,div,256,256,65536,13,0,13,26,8892,342,2,4,1578,394.5,0,0,0,0,41,82,820,10,112,0,2,2,112,,,15729.35728,41.74809614,3,65.75,0,0,1,48.75133
81,div,div,512,128,65536,13,0,13,26,8892,342,2,4,1578,394.5,0,0,0,0,41,82,820,10,112,0,2,2,112,,,15729.35728,41.74809614,3,65.75,0,0,1,49.04958
82,div,div,1024,64,65536,13,0,13,26,8892,342,2,4,1578,394.5,0,0,0,0,41,82,820,10,112,0,2,2,112,,,15729.35728,41.74809614,3,65.75,0,0,1,47.81397
83,div,div,1280,64,81920,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,210,,,15734.13944,78.25388891,3,123.28125,0,0,1,50.21098
84,div,div,2560,32,81920,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,210,,,15734.13944,78.25388891,3,123.28125,0,0,0.5,48.02697
85,div,div,5120,16,81920,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,210,,,15734.13944,78.25388891,3,123.28125,0,0,0.5,50.11264
86,div,div,200,512,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,1,51.64979
87,div,div,400,256,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,1,51.4302
88,div,div,800,128,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,1,52.13326
89,div,div,1600,64,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,1,51.18813
90,div,div,3200,32,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,0.5,49.172
91,div,div,6400,16,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,0.5,53.58657
92,div,div,100,1024,102400,13,0,13,39,13338,342,2,6,2367,394.5,0,0,0,0,41,123,1230,10,168,0,3,3,263,,,15734.13944,97.81736113,4,115.5761719,0,0,1,50.65505
93,div,div,1000,128,128000,13,0,13,52,17784,342,2,8,3156,394.5,0,0,0,0,41,164,1640,10,224,0,4,4,438,,,15738.92128,162.9794033,5,154.1015625,0,0,1,60.62256
94,div,div,128,1024,131072,13,0,13,52,17784,342,2,8,3156,394.5,0,0,0,0,41,164,1640,10,224,0,4,4,448,,,15738.92128,166.890909,5,157.8,0,0,1,52.92955
95,div,div,256,512,131072,13,0,13,52,17784,342,2,8,3156,394.5,0,0,0,0,41,164,1640,10,224,0,4,4,448,,,15738.92128,166.890909,5,157.8,0,0,1,53.66387
96,div,div,512,256,131072,13,0,13,52,17784,342,2,8,3156,394.5,0,0,0,0,41,164,1640,10,224,0,4,4,448,,,15738.92128,166.890909,5,157.8,0,0,1,54.30124
97,div,div,1024,128,131072,13,0,13,52,17784,342,2,8,3156,394.5,0,0,0,0,41,164,1640,10,224,0,4,4,448,,,15738.92128,166.890909,5,157.8,0,0,1,53.91959
98,div,div,1280,128,163840,13,0,13,65,22230,342,2,10,3945,394.5,0,0,0,0,41,205,2050,10,280,0,5,5,700,,,15743.7028,260.6878478,6,205.46875,0,0,1,56.67449
99,div,div,2560,64,163840,13,0,13,65,22230,342,2,10,3945,394.5,0,0,0,0,41,205,2050,10,280,0,5,5,700,,,15743.7028,260.6878478,6,205.46875,0,0,1,54.63921
100,div,div,5120,32,163840,13,0,13,65,22230,342,2,10,3945,394.5,0,0,0,0,41,205,2050,10,280,0,5,5,700,,,15743.7028,260.6878478,6,205.46875,0,0,0.5,53.23291
101,div,div,10240,16,163840,13,0,13,65,22230,342,2,10,3945,394.5,0,0,0,0,41,205,2050,10,280,0,5,5,700,,,15743.7028,260.6878478,6,205.46875,0,0,0.5,55.35372
102,div,div,1500,128,192000,13,0,13,78,26676,342,2,12,4734,394.5,0,0,0,0,41,246,2460,10,336,0,6,6,984,,,15748.484,366.4809894,7,247.6632254,0,0,1,58.21589
103,div,div,1000,256,256000,13,0,13,104,35568,342,2,16,6312,394.5,0,0,0,0,41,328,3280,10,448,0,8,8,1750,,,15758.04545,651.126438,8,385.2539063,0,0,1,62.19705
104,div,div,2000,128,256000,13,0,13,104,35568,342,2,16,6312,394.5,0,0,0,0,41,328,3280,10,448,0,8,8,1750,,,15758.04545,651.126438,8,385.2539063,0,0,1,63.28942
105,div,div,256,1024,262144,13,0,13,104,35568,342,2,16,6312,394.5,0,0,0,0,41,328,3280,10,448,0,8,8,1792,,,15758.04545,666.7534725,9,350.6666667,0,0,1,61.60197
106,div,div,512,512,262144,13,0,13,104,35568,342,2,16,6312,394.5,0,0,0,0,41,328,3280,10,448,0,8,8,1792,,,15758.04545,666.7534725,9,350.6666667,0,0,1,64.52442
107,div,div,1024,256,262144,13,0,13,104,35568,342,2,16,6312,394.5,0,0,0,0,41,328,3280,10,448,0,8,8,1792,,,15758.04545,666.7534725,9,350.6666667,0,0,1,65.05442
108,div,div,1280,256,327680,13,0,13,130,44460,342,2,20,7890,394.5,0,0,0,0,41,410,4100,10,560,0,10,10,2800,,,15767.60561,1041.170639,10,493.125,0,0,1,70.83339
109,div,div,2560,128,327680,13,0,13,130,44460,342,2,20,7890,394.5,0,0,0,0,41,410,4100,10,560,0,10,10,2800,,,15767.60561,1041.170639,10,493.125,0,0,1,71.58318
110,div,div,5120,64,327680,13,0,13,130,44460,342,2,20,7890,394.5,0,0,0,0,41,410,4100,10,560,0,10,10,2800,,,15767.60561,1041.170639,10,493.125,0,0,1,71.55567
111,div,div,10240,32,327680,13,0,13,130,44460,342,2,20,7890,394.5,0,0,0,0,41,410,4100,10,560,0,10,10,2800,,,15767.60561,1041.170639,10,493.125,0,0,0.5,67.00683
112,div,div,1500,256,384000,13,0,13,156,53352,342,2,24,9468,394.5,0,0,0,0,41,492,4920,10,672,0,12,12,3938,,,15777.16449,1463.259131,12,577.8808594,0,0,1,74.99619
113,div,div,1000,512,512000,13,0,13,208,71136,342,2,32,12624,394.5,0,0,0,0,41,656,6560,10,896,0,16,16,7000,,,15796.27841,2598.201863,16,770.5078125,0,0,1,72.10429
114,div,div,2000,256,512000,13,0,13,208,71136,342,2,32,12624,394.5,0,0,0,0,41,656,6560,10,896,0,16,16,7000,,,15796.27841,2598.201863,16,770.5078125,0,0,1,72.59287
115,div,div,4000,128,512000,13,0,13,208,71136,342,2,32,12624,394.5,0,0,0,0,41,656,6560,10,896,0,16,16,7000,,,15796.27841,2598.201863,16,770.5078125,0,0,1,73.11094
116,div,div,512,1024,524288,13,0,13,208,71136,342,2,32,12624,394.5,0,0,0,0,41,656,6560,10,896,0,16,16,7168,,,15796.27841,2660.558708,16,789,0,0,1,70.62308
117,div,div,1024,512,524288,13,0,13,208,71136,342,2,32,12624,394.5,0,0,0,0,41,656,6560,10,896,0,16,16,7168,,,15796.27841,2660.558708,16,789,0,0,1,72.53879
118,div,div,1280,512,655360,13,0,13,260,88920,342,2,40,15780,394.5,0,0,0,0,41,820,8200,10,1120,0,20,20,11200,,,15815.38722,4152.100173,20,986.25,0,0,1,76.0366
119,div,div,2560,256,655360,13,0,13,260,88920,342,2,40,15780,394.5,0,0,0,0,41,820,8200,10,1120,0,20,20,11200,,,15815.38722,4152.100173,20,986.25,0,0,1,74
120,div,div,5120,128,655360,13,0,13,260,88920,342,2,40,15780,394.5,0,0,0,0,41,820,8200,10,1120,0,20,20,11200,,,15815.38722,4152.100173,20,986.25,0,0,1,73.57383
121,div,div,10240,64,655360,13,0,13,260,88920,342,2,40,15780,394.5,0,0,0,0,41,820,8200,10,1120,0,20,20,11200,,,15815.38722,4152.100173,20,986.25,0,0,1,76.77493
122,div,div,1500,512,768000,13,0,13,312,106704,342,2,48,18936,394.5,0,0,0,0,41,984,9840,10,1344,0,24,24,15750,,,15834.49091,5831.846476,23,1206.012228,0,0,1,75.608
123,div,div,2000,512,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,1,77.83276
124,div,div,4000,256,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,1,77.99007
125,div,div,1000,1024,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,1,77.85707
126,div,div,4000,256,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,1,78.45528
127,div,div,8000,128,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,1,77.82715
128,div,div,16000,64,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,1,78.62106
129,div,div,32000,32,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,0.5,78.64793
130,div,div,64000,16,1024000,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28000,,,15872.68295,10342.78077,30,1643.75,0,0,0.5,74.12936
131,div,div,1024,1024,1048576,13,0,13,416,142272,342,2,64,25248,394.5,0,0,0,0,41,1312,13120,10,1792,0,32,32,28672,,,15872.68295,10591.00751,31,1628.903226,0,0,1,77.36737
132,div,div,1280,1024,1310720,13,0,13,520,177840,342,2,80,31560,394.5,0,0,0,0,41,1640,16400,10,2240,0,40,40,44800,,,15910.85454,16508.74799,39,2023.076923,0,0,1,38.81954
133,div,div,2560,512,1310720,13,0,13,520,177840,342,2,80,31560,394.5,0,0,0,0,41,1640,16400,10,2240,0,40,40,44800,,,15910.85454,16508.74799,39,2023.076923,0,0,1,38.898
134,div,div,5120,512,2621440,13,0,13,1040,355680,342,2,160,63120,394.5,0,0,0,0,41,3280,32800,10,4480,0,80,80,179200,,,16101.40619,65253.50266,76,4152.631579,0,0,1,39.01484
135,div,div,10240,256,2621440,13,0,13,1040,355680,342,2,160,63120,394.5,0,0,0,0,41,3280,32800,10,4480,0,80,80,179200,,,16101.40619,65253.50266,76,4152.631579,0,0,1,38.71408
136,div,div,5120,1024,5242880,13,0,13,2080,711360,342,2,320,126240,394.5,0,0,0,0,41,6560,65600,10,8960,0,160,160,716800,,,16480.98229,255002.5559,151,8360.264901,0,0,1,38.598
137,div,div,10240,512,5242880,13,0,13,2080,711360,342,2,320,126240,394.5,0,0,0,0,41,6560,65600,10,8960,0,160,160,716800,,,16480.98229,255002.5559,151,8360.264901,0,0,1,38.87746
138,div,div,20000,512,10240000,13,0,13,4069,1391598,342,2,626,246957,394.5,0,0,0,0,41,12833,128330,10,17528,0,313,313,2738750,,,17201.28481,933514.6404,294,16406.0507,0,0,1,38.67454
139,div,div,10240,1024,10485760,13,0,13,4160,1422720,342,2,640,252480,394.5,0,0,0,0,41,13120,131200,10,17920,0,320,320,2867200,,,17234.06368,975438.5703,301,16776.07973,0,0,1,42.4962
140,Gaussian,GaussF1_1000,1,1024,1024,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,,,15726.96608,0.4893098872,1,2.494140625,0,0,1,51.48124
141,Gaussian,GaussF1_1000,2,512,1024,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,,,15726.96608,0.4893098872,1,2.494140625,0,0,1,51.48401
142,Gaussian,GaussF1_1000,4,256,1024,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,,,15726.96608,0.4893098872,1,2.494140625,0,0,1,51.38929
143,Gaussian,GaussF1_1000,8,128,1024,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,,,15726.96608,0.4893098872,1,2.494140625,0,0,1,51.34508
144,Gaussian,GaussF1_2048,4,512,2048,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,,,15726.96608,0.9786197745,1,4.98828125,0,0,1,51.5902
145,Gaussian,GaussF1_2048,8,256,2048,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,,,15726.96608,0.9786197745,1,4.98828125,0,0,1,51.619
146,Gaussian,GaussF1_2048,16,128,2048,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,,,15726.96608,0.9786197745,1,4.98828125,0,0,1,51.53294
147,Gaussian,GaussF1_4096,4,1024,4096,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,,,15726.96608,1.957239549,1,9.9765625,0,0,1,51.87622
148,Gaussian,GaussF1_4096,8,512,4096,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,,,15726.96608,1.957239549,1,9.9765625,0,0,1,51.85485
149,Gaussian,GaussF1_4096,16,256,4096,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,,,15726.96608,1.957239549,1,9.9765625,0,0,1,51.8379
150,Gaussian,GaussF1_4096,32,128,4096,14,0,22,22,2601,118.2272727,7,3,1277,425.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,,,15726.96608,1.957239549,1,9.9765625,0,0,1,51.81743
151,Gaussian,GaussF2_1000,15625,64,1000000,13,0,39,1209,42687,35.30769231,13,341,150466.25,441.25,0,0,0,0,4,3875,38750,10,5425,93,186,62,82779,,,16530.65092,51697.15867,30,9566.386541,0,0,1,60.59157
152,Gaussian,GaussF2_1000,1764,576,1016064,13,0,39,1209,42687,35.30769231,13,341,150466.25,441.25,0,0,0,0,4,3875,38750,10,5425,93,186,62,84109,,,16530.65092,52517.32854,30,9720.060974,0,0,0.84,66.25671
153,Gaussian,GaussF2_1000,3969,256,1016064,13,0,39,1209,42687,35.30769231,13,341,150466.25,441.25,0,0,0,0,4,3875,38750,10,5425,93,186,62,84109,,,16530.65092,52517.32854,30,9720.060974,0,0,1,64.44921
154,Gaussian,GaussF2_1000,7056,144,1016064,13,0,39,1209,42687,35.30769231,13,341,150466.25,441.25,0,0,0,0,4,3875,38750,10,5425,93,186,62,84109,,,16530.65092,52517.32854,30,9720.060974,0,0,0.94,64.80577
155,Gaussian,GaussF2_1000,1024,1024,1048576,13,0,39,1248,44064,35.30769231,13,352,155320,441.25,0,0,0,0,4,4000,40000,10,5600,96,192,64,89600,,,16556.6539,55844.15664,31,10020.64516,0,0,1,64.65738
156,Gaussian,GaussF2_2048,4096,1024,4194304,13,0,39,4992,176256,35.30769231,13,1408,621280,441.25,0,0,0,0,4,16000,160000,10,22400,384,768,256,1433600,,,19008.88965,778239.9843,121,41076.36364,0,0,1,83.18897
157,Gaussian,GaussF2_2048,16384,256,4194304,13,0,39,4992,176256,35.30769231,13,1408,621280,441.25,0,0,0,0,4,16000,160000,10,22400,384,768,256,1433600,,,19008.88965,778239.9843,121,41076.36364,0,0,1,79.2004
158,Gaussian,GaussF2_2048,65536,64,4194304,13,0,39,4992,176256,35.30769231,13,1408,621280,441.25,0,0,0,0,4,16000,160000,10,22400,384,768,256,1433600,,,19008.88965,778239.9843,121,41076.36364,0,0,1,74.80454
159,Gaussian,GaussF2_2048,29241,144,4210704,13,0,39,5031,177633,35.30769231,13,1419,626133.75,441.25,0,0,0,0,4,16125,161250,10,22575,387,774,258,1450449,,,19033.9804,786441.4141,122,41218.49006,0,0,0.94,76.41871
160,Gaussian,GaussF2_2048,7396,576,4260096,13,0,39,5070,179010,35.30769231,13,1430,630987.5,441.25,0,0,0,0,4,16250,162500,10,22750,390,780,260,1478839,,,19059.06192,800733.0045,123,41683.58973,0,0,0.84,82.09529
161,Gaussian,GaussF2_4096,16384,1024,16777216,13,0,39,19968,705024,35.30769231,13,5632,2485120,441.25,0,0,0,0,4,64000,640000,10,89600,1536,3072,1024,22937600,,,27995.33112,8454825.795,482,164987.2199,0,0,1,88.48222
162,Gaussian,GaussF2_4096,65536,256,16777216,13,0,39,19968,705024,35.30769231,13,5632,2485120,441.25,0,0,0,0,4,64000,640000,10,89600,1536,3072,1024,22937600,,,27995.33112,8454825.795,482,164987.2199,0,0,1,89.5079
163,Gaussian,GaussF2_4096,262144,64,16777216,13,0,39,19968,705024,35.30769231,13,5632,2485120,441.25,0,0,0,0,4,64000,640000,10,89600,1536,3072,1024,22937600,,,27995.33112,8454825.795,482,164987.2199,0,0,1,79.63306
164,Gaussian,GaussF2_4096,29241,576,16842816,13,0,39,20046,707778,35.30769231,13,5654,2494827.5,441.25,0,0,0,0,4,64250,642500,10,89950,152,3084,1028,23117238,,,28038.88895,8508029.549,484,165592.2272,0,0,0.84,88.64492
165,Gaussian,GaussF2_4096,116964,144,16842816,13,0,39,20046,707778,35.30769231,13,5654,2494827.5,441.25,0,0,0,0,4,64250,642500,10,89950,152,3084,1028,23117238,,,28038.88895,8508029.549,484,165592.2272,0,0,0.94,88.20504
166,Particle Filter,find_index_kernel,1,1024,1024,10,0,34,34,2007,59.02941176,13,6,2554,425.6666667,0,0,0,0,8,118,1180,10,158,4,4,2,2,,,15734.13944,0.9781736113,1,4.98828125,0,0,1,39.04334
167,Particle Filter,find_index_kernel,2,512,1024,10,0,34,34,2007,59.02941176,13,6,2554,425.6666667,0,0,0,0,8,118,1180,10,158,4,4,2,2,,,15734.13944,0.9781736113,1,4.98828125,0,0,1,38.95716
168,Particle Filter,find_index_kernel,4,256,1024,10,0,34,34,2007,59.02941176,13,6,2554,425.6666667,0,0,0,0,8,118,1180,10,158,4,4,2,2,,,15734.13944,0.9781736113,1,4.98828125,0,0,1,38.60289
169,Particle Filter,find_index_kernel,8,128,1024,10,0,34,34,2007,59.02941176,13,6,2554,425.6666667,0,0,0,0,8,118,1180,10,158,4,4,2,2,,,15734.13944,0.9781736113,1,4.98828125,0,0,1,39.14811
170,QuasiRandom,QR_inv,128,128,16384,15,0,80,80,6438,80.475,6,104,37786.66667,363.3333333,0,0,0,0,22,299,2990,10,483,12,35,70,121,,,15968.07362,267.3058618,2,590.4166667,0,0,1,118.04084
171,QuasiRandom,QR_QRNG,128,128,16384,40,0,57,4357,40155,9.21620381,1,101,30401,301,0,0,0,0,4,6373,63730,10,10831,2,0,101,2708,,,15960.92375,259.7114043,2,475.015625,0,0,0.75,104.14407
172,QuasiRandom,QR_QRNG,128,256,32768,40,0,57,4357,40155,9.21620381,1,101,30401,301,0,0,0,0,4,6373,63730,10,10831,2,0,101,5416,,,15960.92375,519.4228085,2,950.03125,0,0,0.75,109.84747
173,QuasiRandom,QR_QRNG,128,384,49152,40,0,57,4357,40155,9.21620381,1,101,30401,301,0,0,0,0,4,6373,63730,10,10831,2,0,101,8123,,,15960.92375,779.1342128,2,1425.046875,0,0,0.75,113.48153
174,QuasiRandom,QR_QRNG,128,512,65536,40,0,57,8714,80310,9.21620381,1,202,60802,301,0,0,0,0,4,12746,127460,10,21662,2,0,202,21662,,,16201.24176,2046.8722,3,2533.416667,0,0,0.5,113.18582
175,QuasiRandom,QR_QRNG,128,640,81920,40,0,57,13071,120465,9.21620381,1,303,91203,301,0,0,0,0,4,19119,191190,10,32493,6,0,303,40616,,,16440.74877,3781.975484,3,4750.15625,0,0,0.63,114.85868
176,saxpy,Saxpy,128,16,2048,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,2,,,15726.96608,0.9786197745,1,4.98828125,0,0,0.5,55.4049
177,saxpy,Saxpy,128,32,4096,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,3,,,15726.96608,1.957239549,1,9.9765625,0,0,0.5,55.59623
178,saxpy,Saxpy,256,16,4096,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,3,,,15726.96608,1.957239549,1,9.9765625,0,0,0.5,57.48486
179,saxpy,Saxpy,128,64,8192,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,7,,,15726.96608,3.914479098,1,19.953125,0,0,1,58.14371
180,saxpy,Saxpy,512,16,8192,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,7,,,15726.96608,3.914479098,1,19.953125,0,0,0.5,59.23207
181,saxpy,Saxpy,10,1024,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.351
182,saxpy,Saxpy,20,512,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.87145
183,saxpy,Saxpy,40,256,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.72128
184,saxpy,Saxpy,80,128,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,1,59.27329
185,saxpy,Saxpy,160,64,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,1,58.45539
186,saxpy,Saxpy,320,32,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,0.5,60.0795
187,saxpy,Saxpy,640,16,10240,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,8,,,15726.96608,4.893098872,1,24.94140625,0,0,0.5,58.48504
188,saxpy,Saxpy,128,128,16384,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,13,,,15726.96608,7.828958196,2,19.953125,0,0,1,59.22647
189,saxpy,Saxpy,256,64,16384,8,0,11,11,642,58.36363636,3,3,1277,425.6666667,0,0,0,0,39,39,390,10,53,1,2,1,13,,,15726.96608,7.828958196,2,19.953125,0,0,1,59.73294
