Sr No.,Benchmark,Kernel Name,,C/M,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sm,comp_lat_sm,avg_comp_lat,glob_inst_kernel,glob_inst_sm,glob_lat_sm,avg_glob_lat,shar_inst_kernel,shar_inst_sm,shar_lat_sm,avg_shar_lat,misc_inst_kernel,misc_inst_sm,misc_lat_sm,avg_misc_lat,total_inst,branch,glob_load_sm,glob_store_sm,inst_issue_cycles,sm_active,waves,occupancy,wtotal,Global_Throughput,cache_penalty,sh_penalty,sh_throughput,n_warps,glb_penalty,Power,inst_issue_cycle
1040,occupancy,occupancy,,,2560,64,163840.0000,8,0,9,594,6402,10.77777778,2,132,44260.75315,335.308736,0,0,0,0,33,2178,21780,10,2904,1,66,66,7260,64,197,0.5,6.0000,5175.8105,3688.3961,0.0000,0.0000,80.0000,10868.2212,59.8097,
1041,occupancy,occupancy,,,5120,32,163840.0000,8,0,9,594,6402,10.77777778,2,132,44260.75315,335.308736,0,0,0,0,33,2178,21780,10,2904,1,66,66,7260,32,394,0.2500,6.0000,5175.8105,3688.3961,0.0000,0.0000,160.0000,10868.2212,59.36627,
1042,occupancy,occupancy,,,10240,16,163840.0000,8,0,9,594,6402,10.77777778,2,132,44260.75315,335.308736,0,0,0,0,33,2178,21780,10,2904,1,66,66,7260,16,788,0.2500,6.0000,5175.8105,3688.3961,0.0000,0.0000,320.0000,10868.2212,60.26226,
1043,occupancy,occupancy,,,1500,128,192000.0000,8,0,9,693,7469,10.77777778,2,154,52365.6672,340.0368,0,0,0,0,33,2541,25410,10,3388,1,77,77,9926,128,116,1.0000,7.0000,5523.5799,4383.2869,0.0000,0.0000,46.8750,13931.8481,61.40808,
1044,occupancy,occupancy,,,1000,256,256000.0000,8,0,9,927,9991,10.77777778,2,206,72261.1744,350.7824,0,0,0,0,33,3399,33990,10,4532,1,103,103,17703,256,77,1.0000,8.0000,6339.1186,7056.7553,0.0000,0.0000,31.2500,21651.3876,63.9031,
1045,occupancy,occupancy,,,2000,128,256000.0000,8,0,9,927,9991,10.77777778,2,206,72261.1744,350.7824,0,0,0,0,33,3399,33990,10,4532,1,103,103,17703,128,154,1.0000,8.0000,6339.1186,7056.7553,0.0000,0.0000,62.5000,21651.3876,60.97171,
1046,occupancy,occupancy,,,256,1024,262144.0000,8,0,9,954,10282,10.77777778,2,212,74584.56325,351.8139776,0,0,0,0,33,3498,34980,10,4664,1,106,106,18656,1024,20,1.0000,9.0000,6432.6381,6629.7390,0.0000,0.0000,8.0000,22492.7616,60.65449,
1047,occupancy,occupancy,,,512,512,262144.0000,8,0,9,954,10282,10.77777778,2,212,74584.56325,351.8139776,0,0,0,0,33,3498,34980,10,4664,1,106,106,18656,512,40,1.0000,9.0000,6432.6381,6629.7390,0.0000,0.0000,16.0000,22492.7616,61.76217,
1048,occupancy,occupancy,,,1024,256,262144.0000,8,0,9,954,10282,10.77777778,2,212,74584.56325,351.8139776,0,0,0,0,33,3498,34980,10,4664,1,106,106,18656,256,79,1.0000,9.0000,6432.6381,6629.7390,0.0000,0.0000,32.0000,22492.7616,63.76858,
1049,occupancy,occupancy,,,1280,256,327680.0000,8,0,9,1188,12804,10.77777778,2,264,95783.81261,362.817472,0,0,0,0,33,4356,43560,10,5808,1,132,132,29040,256,99,1.0000,10.0000,7238.1439,9578.3813,0.0000,0.0000,40.0000,31086.3411,63.294,
1050,occupancy,occupancy,,,2560,128,327680.0000,8,0,9,1188,12804,10.77777778,2,264,95783.81261,362.817472,0,0,0,0,33,4356,43560,10,5808,1,132,132,29040,128,197,1.0000,10.0000,7238.1439,9578.3813,0.0000,0.0000,80.0000,31086.3411,62.05596,
1051,occupancy,occupancy,,,5120,64,327680.0000,8,0,9,1188,12804,10.77777778,2,264,95783.81261,362.817472,0,0,0,0,33,4356,43560,10,5808,1,132,132,29040,64,394,0.5,10.0000,7238.1439,9578.3813,0.0000,0.0000,160.0000,31086.3411,60.80852,
1052,occupancy,occupancy,,,10240,32,327680.0000,8,0,9,1188,12804,10.77777778,2,264,95783.81261,362.817472,0,0,0,0,33,4356,43560,10,5808,1,132,132,29040,32,788,0.2500,10.0000,7238.1439,9578.3813,0.0000,0.0000,320.0000,31086.3411,59.68191,
1053,occupancy,occupancy,,,1500,256,384000.0000,8,0,9,1386,14938,10.77777778,2,308,114660.2688,372.2736,0,0,0,0,33,5082,50820,10,6776,1,154,154,39703,256,116,1.0000,12.0000,7912.7782,11197.2919,0.0000,0.0000,46.8750,38900.9649,66.05738,
1054,occupancy,occupancy,,,1000,512,512000.0000,8,0,9,1854,19982,10.77777778,2,412,162231.0976,393.7648,0,0,0,0,33,6798,67980,10,9064,1,206,206,70813,512,77,1.0000,16.0000,9482.4091,15842.8806,0.0000,0.0000,31.2500,57849.9863,65.68786,
1055,occupancy,occupancy,,,2000,256,512000.0000,8,0,9,1854,19982,10.77777778,2,412,162231.0976,393.7648,0,0,0,0,33,6798,67980,10,9064,1,206,206,70813,256,154,1.0000,16.0000,9482.4091,15842.8806,0.0000,0.0000,62.5000,57849.9863,67.11277,
1056,occupancy,occupancy,,,4000,128,512000.0000,8,0,9,1854,19982,10.77777778,2,412,162231.0976,393.7648,0,0,0,0,33,6798,67980,10,9064,1,206,206,70813,128,308,1.0000,16.0000,9482.4091,15842.8806,0.0000,0.0000,125.0000,57849.9863,64.30816,
1057,occupancy,occupancy,,,512,1024,524288.0000,8,0,9,1899,20467,10.77777778,2,422,167039.3971,395.8279552,0,0,0,0,33,6963,69630,10,9284,1,211,211,74272,1024,40,1.0000,16.0000,9631.5072,16703.9397,0.0000,0.0000,16.0000,59758.5377,64.33826,
1058,occupancy,occupancy,,,1024,512,524288.0000,8,0,9,1899,20467,10.77777778,2,422,167039.3971,395.8279552,0,0,0,0,33,6963,69630,10,9284,1,211,211,74272,512,79,1.0000,16.0000,9631.5072,16703.9397,0.0000,0.0000,32.0000,59758.5377,64.44697,
1059,occupancy,occupancy,,,1280,512,655360.0000,8,0,9,2367,25511,10.77777778,2,526,219781.1805,417.834944,0,0,0,0,33,8679,86790,10,11572,1,263,263,115720,512,99,1.0000,20.0000,11163.4100,21978.1181,0.0000,0.0000,40.0000,80317.7920,66.33794,
1060,occupancy,occupancy,,,2560,256,655360.0000,8,0,9,2367,25511,10.77777778,2,526,219781.1805,417.834944,0,0,0,0,33,8679,86790,10,11572,1,263,263,115720,256,197,1.0000,20.0000,11163.4100,21978.1181,0.0000,0.0000,80.0000,80317.7920,67.58759,
1061,occupancy,occupancy,,,5120,128,655360.0000,8,0,9,2367,25511,10.77777778,2,526,219781.1805,417.834944,0,0,0,0,33,8679,86790,10,11572,1,263,263,115720,128,394,1.0000,20.0000,11163.4100,21978.1181,0.0000,0.0000,160.0000,80317.7920,65.40141,
1062,occupancy,occupancy,,,10240,64,655360.0000,8,0,9,2367,25511,10.77777778,2,526,219781.1805,417.834944,0,0,0,0,33,8679,86790,10,11572,1,263,263,115720,64,788,0.5,20.0000,11163.4100,21978.1181,0.0000,0.0000,320.0000,80317.7920,61.75065,
1063,occupancy,occupancy,,,1500,512,768000.0000,8,0,9,2772,29876,10.77777778,2,616,269036.2752,436.7472,0,0,0,0,33,10164,101640,10,13552,1,308,308,158813,512,116,1.0000,23.0000,12461.9265,27415.3813,0.0000,0.0000,46.8750,98748.1800,66.85485,
1064,occupancy,occupancy,,,2000,512,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,512,154,1.0000,30.0000,15341.8623,40749.1978,0.0000,0.0000,62.5000,142675.1919,67.5685,
1065,occupancy,occupancy,,,4000,256,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,256,308,1.0000,30.0000,15341.8623,40749.1978,0.0000,0.0000,125.0000,142675.1919,70.01617,
1066,occupancy,occupancy,,,1000,1024,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,1024,77,1.0000,30.0000,15341.8623,40749.1978,0.0000,0.0000,31.2500,142675.1919,67.19321,
1067,occupancy,occupancy,,,4000,256,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,256,308,1.0000,30.0000,15341.8623,40749.1978,0.0000,0.0000,125.0000,142675.1919,68.29885,
1068,occupancy,occupancy,,,8000,128,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,128,616,1.0000,30.0000,15341.8623,40749.1978,0.0000,0.0000,250.0000,142675.1919,65.39926,
1069,occupancy,occupancy,,,16000,64,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,64,1231,0.5,30.0000,15341.8623,40749.1978,0.0000,0.0000,500.0000,142675.1919,62.50031,
1070,occupancy,occupancy,,,32000,32,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,32,2462,0.2500,30.0000,15341.8623,40749.1978,0.0000,0.0000,1000.0000,142675.1919,60.37048,
1071,occupancy,occupancy,,,64000,16,1024000.0000,8,0,9,3699,39867,10.77777778,2,822,391192.2989,475.90304,0,0,0,0,33,13563,135630,10,18084,1,411,411,282563,16,4924,0.2500,30.0000,15341.8623,40749.1978,0.0000,0.0000,2000.0000,142675.1919,60.0867,
1072,occupancy,occupancy,,,1024,1024,1048576.0000,8,0,9,3789,40837,10.77777778,2,842,400187.0339,475.281513,0,0,0,0,33,13893,138930,10,18524,1,421,421,296384,1024,79,1.0000,31.0000,15614.7835,41309.6293,0.0000,0.0000,32.0000,147033.2814,67.09083,
1073,occupancy,occupancy,,,1280,1024,1310720.0000,8,0,9,4734,51022,10.77777778,2,1052,493021.7895,468.6518912,0,0,0,0,33,17358,173580,10,23144,1,526,526,462880,1024,99,1.0000,39.0000,18411.2111,50566.3374,0.0000,0.0000,40.0000,194736.9954,67.20507,
1074,occupancy,occupancy,,,2560,512,1310720.0000,8,0,9,4734,51022,10.77777778,2,1052,493021.7895,468.6518912,0,0,0,0,33,17358,173580,10,23144,1,526,526,462880,512,197,1.0000,39.0000,18411.2111,50566.3374,0.0000,0.0000,80.0000,194736.9954,68.55654,
1075,occupancy,occupancy,,,5120,256,1310720.0000,8,0,9,4734,51022,10.77777778,2,1052,493021.7895,468.6518912,0,0,0,0,33,17358,173580,10,23144,1,526,526,462880,256,394,1.0000,39.0000,18411.2111,50566.3374,0.0000,0.0000,160.0000,194736.9954,66.61819,
1076,occupancy,occupancy,,,10240,128,1310720.0000,8,0,9,4734,51022,10.77777778,2,1052,493021.7895,468.6518912,0,0,0,0,33,17358,173580,10,23144,1,526,526,462880,128,788,1.0000,39.0000,18411.2111,50566.3374,0.0000,0.0000,320.0000,194736.9954,67.947,
1077,occupancy,occupancy,,,5120,512,2621440.0000,8,0,9,9459,101947,10.77777778,2,2102,985102.3,468.65,0,0,0,0,33,34683,346830,10,46244,1,1051,1051,1849760,512,394,1.0000,76.0000,30658.8583,103694.9789,0.0000,0.0000,160.0000,467328.0096,70.84014,
1078,occupancy,occupancy,,,10240,256,2621440.0000,8,0,9,9459,101947,10.77777778,2,2102,985102.3,468.65,0,0,0,0,33,34683,346830,10,46244,1,1051,1051,1849760,256,788,1.0000,76.0000,30658.8583,103694.9789,0.0000,0.0000,320.0000,467328.0096,71.71195,
1079,occupancy,occupancy,,,5120,1024,5242880.0000,8,0,9,18909,203797,10.77777778,2,4202,2108563.6,501.8,0,0,0,0,33,69333,693330,10,92444,1,2101,2101,7395520,1024,394,1.0000,151.0000,48271.3523,223423.9576,0.0000,0.0000,160.0000,1186701.9483,69.49396,
1080,occupancy,occupancy,,,10240,512,5242880.0000,8,0,9,18909,203797,10.77777778,2,4202,2108563.6,501.8,0,0,0,0,33,69333,693330,10,92444,1,2101,2101,7395520,512,788,1.0000,151.0000,48271.3523,223423.9576,0.0000,0.0000,320.0000,1186701.9483,71.46345,
1081,occupancy,occupancy,,,20000,512,10240000.0000,8,0,9,36927,397991,10.77777778,2,8206,4117770.8,501.8,0,0,0,0,33,135399,1353990,10,180532,1,4103,4103,28208125,512,1539,1.0000,294.0000,66165.8781,437688.2228,0.0000,0.0000,625.0000,3302034.4032,72.88841,
1082,occupancy,occupancy,,,10240,1024,10485760.0000,8,0,9,37818,407594,10.77777778,2,8404,4217127.2,501.8,0,0,0,0,33,138666,1386660,10,184888,1,4202,4202,29582080,1024,788,1.0000,301.0000,66714.2227,448332.4598,0.0000,0.0000,320.0000,3434436.2019,69.56829,
1083,clock,clock,,,64,256,16384.0000,12,0,37,37,475,12.83783784,5,5,1563,312.6,3,3,108,36,147,147,1470,10,192,8,2,3,48,256,5,1.0000,2.0000,3135.9963,39.0750,7945.7958,34.1772,2.0000,68.9797,59.0676,
1084,clock,clock,,,64,16,1024.0000,12,0,37,37,475,12.83783784,5,5,1244.7936,248.95872,3,3,108,36,147,147,1470,10,192,8,2,3,3,16,5,0.25,1.0000,3135.9963,3.8900,233.6999,34.1772,2.0000,5.1735,53.85527,
1085,clock,clock,,,64,32,2048.0000,12,0,37,37,475,12.83783784,5,5,1389.5872,277.91744,3,3,108,36,147,147,1470,10,192,8,2,3,6,32,5,0.25,1.0000,3135.9963,8.6849,467.3998,34.1772,2.0000,8.6225,53.73197,
1086,clock,clock,,,64,64,4096.0000,12,0,37,74,950,12.83783784,5,10,3358.3488,335.83488,3,6,216,36,147,294,2940,10,384,16,4,6,24,64,5,0.5,1.0000,3217.3538,41.9794,934.8189,68.3529,2.0000,33.6177,54.46424,
1087,clock,clock,,,100,32,3200.0000,12,0,37,74,950,12.83783784,5,10,3104.96,310.496,3,6,216,36,147,294,2940,10,384,16,4,6,19,32,8,0.25,1.0000,3217.3538,30.3219,730.3273,68.3529,3.1250,26.8942,54.97283,
1088,clock,clock,,,100,128,12800.0000,12,0,37,222,2850,12.83783784,5,30,9386.52,312.884,3,18,648,36,147,882,8820,10,1152,48,12,18,225,128,8,1.0000,1.0000,3541.9170,366.6609,6208.2969,205.0417,3.1250,283.9954,57.434,
1089,clock,clock,,,100,64,6400.0000,12,0,37,111,1425,12.83783784,5,15,4234.38,282.292,3,9,324,36,147,441,4410,10,576,24,6,9,56,64,8,0.5,1.0000,3298.6245,82.7027,3103.9553,102.5273,3.1250,78.6946,56.86682,
1090,clock,clock,,,100,32,3200.0000,12,0,37,74,950,12.83783784,5,10,2669.96,266.996,3,6,216,36,147,294,2940,10,384,16,4,6,19,32,8,0.25,1.0000,3217.3538,26.0738,730.3273,68.3529,3.1250,26.8942,55.619,
1091,clock,clock,,,100,256,25600.0000,12,0,37,407,5225,12.83783784,5,55,20573.74,374.068,3,33,1188,36,147,1617,16170,10,2112,88,22,33,825,256,8,1.0000,2.0000,3945.6776,803.6617,12417.8817,375.8709,3.1250,934.7586,62.228,
1092,clock,clock,,,200,64,12800.0000,12,0,37,222,2850,12.83783784,5,30,9386.52,312.884,3,18,648,36,147,882,8820,10,1152,48,12,18,225,64,16,0.5,1.0000,3541.9170,366.6609,6208.2969,205.0417,6.2500,283.9954,59.73417,
1093,clock,clock,,,200,256,51200.0000,12,0,37,777,9975,12.83783784,5,105,52125.78,496.436,3,63,2268,36,147,3087,30870,10,4032,168,42,63,3150,256,16,1.0000,3.0000,4746.7647,2714.8844,24840.9156,717.4228,6.2500,2966.7432,67.86507,
1094,clock,clock,,,200,128,25600.0000,12,0,37,407,5225,12.83783784,5,55,20573.74,374.068,3,33,1188,36,147,1617,16170,10,2112,88,22,33,825,128,16,1.0000,2.0000,3945.6776,803.6617,12417.8817,375.8709,6.2500,934.7586,60.48865,
1095,clock,clock,,,200,32,6400.0000,12,0,37,111,1425,12.83783784,5,15,4234.38,282.292,3,9,324,36,147,441,4410,10,576,24,6,9,56,32,16,0.25,1.0000,3298.6245,82.7027,3103.9553,102.5273,6.2500,78.6946,55.45478,
1096,clock,clock,,,200,64,12800.0000,12,0,37,222,2850,12.83783784,5,30,9386.52,312.884,3,18,648,36,147,882,8820,10,1152,48,12,18,225,64,16,0.5,1.0000,3541.9170,366.6609,6208.2969,205.0417,6.2500,283.9954,59.36421,
1097,clock,clock,,,200,512,102400.0000,12,0,37,1554,19950,12.83783784,5,210,105231,501.1,3,126,4536,36,147,6174,61740,10,8064,336,84,126,12600,512,16,1.0000,4.0000,6401.4782,8221.1719,49703.4748,1434.2209,6.2500,8764.0057,70.7855,
1098,clock,clock,,,200,256,51200.0000,12,0,37,777,9975,12.83783784,5,105,52125.78,496.436,3,63,2268,36,147,3087,30870,10,4032,168,42,63,3150,256,16,1.0000,3.0000,4746.7647,2714.8844,24840.9156,717.4228,6.2500,2966.7432,67.58383,
1099,clock,clock,,,150,64,9600.0000,12,0,37,148,1900,12.83783784,5,20,5951.76,297.588,3,12,432,36,147,588,5880,10,768,32,8,12,113,64,12,0.5,1.0000,3379.8086,174.3680,4656.0295,136.7002,4.6875,153.6087,58.24,
1100,clock,clock,,,150,128,19200.0000,12,0,37,296,3800,12.83783784,5,40,13739.04,343.476,3,24,864,36,147,1176,11760,10,1536,64,16,24,450,128,12,1.0000,2.0000,3703.6798,402.5109,9312.8317,273.3776,4.6875,549.0237,59.51443,
1101,clock,clock,,,150,1024,153600.0000,12,0,37,2294,29450,12.83783784,5,310,155341,501.1,3,186,6696,36,147,9114,91140,10,11904,496,124,186,27900,1024,12,1.0000,5.0000,7943.2931,14563.2188,74586.1405,2116.3052,4.6875,15618.1470,71.10222,
1102,clock,clock,,,150,512,76800.0000,12,0,37,1147,14725,12.83783784,5,155,77670.5,501.1,3,93,3348,36,147,4557,45570,10,5952,248,62,93,6975,512,12,1.0000,3.0000,5539.3489,6068.0078,37269.1027,1058.8331,4.6875,5599.0118,69.3725,
1103,clock,clock,,,150,256,38400.0000,12,0,37,592,7600,12.83783784,5,80,34820.16,435.252,3,48,1728,36,147,2352,23520,10,3072,128,32,48,1800,256,12,1.0000,2.0000,4347.2897,2040.2438,18628.7546,546.6646,4.6875,1851.0623,65.47264,
1104,clock,clock,,,150,1024,153600.0000,12,0,37,2294,29450,12.83783784,5,310,155341,501.1,3,186,6696,36,147,9114,91140,10,11904,496,124,186,27900,1024,12,1.0000,5.0000,7943.2931,14563.2188,74586.1405,2116.3052,4.6875,15618.1470,68.9376,
1105,clock,clock,,,150,256,38400.0000,12,0,37,592,7600,12.83783784,5,80,34820.16,435.252,3,48,1728,36,147,2352,23520,10,3072,128,32,48,1800,256,12,1.0000,2.0000,4347.2897,2040.2438,18628.7546,546.6646,4.6875,1851.0623,64.72109,
1106,clock,clock,,,150,512,76800.0000,12,0,37,1147,14725,12.83783784,5,155,77670.5,501.1,3,93,3348,36,147,4557,45570,10,5952,248,62,93,6975,512,12,1.0000,3.0000,5539.3489,6068.0078,37269.1027,1058.8331,4.6875,5599.0118,69.81525,
1107,clock,clock,,,150,1024,153600.0000,12,0,37,2294,29450,12.83783784,5,310,155341,501.1,3,186,6696,36,147,9114,91140,10,11904,496,124,186,27900,1024,12,1.0000,5.0000,7943.2931,14563.2188,74586.1405,2116.3052,4.6875,15618.1470,70.486,
1108,clock,clock,,,256,16,4096.0000,12,0,37,74,950,12.83783784,5,10,2712.7888,271.27888,3,6,216,36,147,294,2940,10,384,16,4,6,24,16,20,0.25,1.0000,3217.3538,33.9099,934.8189,68.3529,8.0000,33.6177,57.2365,
1109,clock,clock,,,256,32,8192.0000,12,0,37,148,1900,12.83783784,5,20,5817.1552,290.85776,3,12,432,36,147,588,5880,10,768,32,8,12,96,32,20,0.25,1.0000,3379.8086,145.4289,3973.1452,136.7002,8.0000,128.0072,58.2795,
1110,clock,clock,,,256,100,25600.0000,12,0,37,407,5225,12.83783784,5,55,20573.74,374.068,3,33,1188,36,147,1617,16170,10,2112,88,22,33,825,100,20,1.0000,2.0000,3945.6776,803.6617,12417.8817,375.8709,8.0000,934.7586,63.55067,
1111,clock,clock,,,256,300,76800.0000,12,0,37,1147,14725,12.83783784,5,155,77670.5,501.1,3,93,3348,36,147,4557,45570,10,5952,248,62,93,6975,300,20,1.0000,3.0000,5539.3489,6068.0078,37269.1027,1058.8331,8.0000,5599.0118,71.871,
1112,clock,clock,,,256,400,102400.0000,12,0,37,1554,19950,12.83783784,5,210,105231,501.1,3,126,4536,36,147,6174,61740,10,8064,336,84,126,12600,400,20,1.0000,4.0000,6401.4782,8221.1719,49703.4748,1434.2209,8.0000,8764.0057,71.11667,
1113,clock,clock,,,256,500,128000.0000,12,0,37,1924,24700,12.83783784,5,260,130286,501.1,3,156,5616,36,147,7644,76440,10,9984,416,104,156,19500,500,20,1.0000,5.0000,7176.4988,10178.5938,62142.2294,1775.3338,8.0000,12069.1900,74.6385,
1114,clock,clock,,,256,600,153600.0000,12,0,37,2294,29450,12.83783784,5,310,155341,501.1,3,186,6696,36,147,9114,91140,10,11904,496,124,186,27900,600,20,1.0000,5.0000,7943.2931,14563.2188,74586.1405,2116.3052,8.0000,15618.1470,71.3635,
1115,clock,clock,,,256,700,179200.0000,12,0,37,2664,34200,12.83783784,5,360,180396,501.1,3,216,7776,36,147,10584,105840,10,13824,576,144,216,37800,700,20,1.0000,6.0000,8701.9485,16442.3438,87035.2091,2457.1352,8.0000,19285.4573,71.44238,
1116,clock,clock,,,256,800,204800.0000,12,0,37,3071,39425,12.83783784,5,415,207956.5,501.1,3,249,8964,36,147,12201,122010,10,15936,664,166,249,49800,800,20,1.0000,7.0000,9527.1719,18567.5446,99491.4991,2831.8850,8.0000,23227.2445,71.50055,
1117,clock,clock,,,256,900,230400.0000,12,0,37,3441,44175,12.83783784,5,465,233011.5,501.1,3,279,10044,36,147,13671,136710,10,17856,744,186,279,62775,900,20,1.0000,8.0000,10269.0156,20479.5264,111951.1442,3172.4181,8.0000,27133.1730,73.07456,
1118,saxpy2,saxpymulti,,,128,16,2048.0000,12,0,21,21,349,16.61904762,7,7,1991.58,284.5114286,0,0,0,0,77,77,770,10,105,3,5,2,3,16,10,0.2500,1.0000,3168.5498,12.4474,0.0000,0.0000,4.0000,11.9474,53.88715,
1119,saxpy2,saxpymulti,,,128,32,4096.0000,12,0,21,42,698,16.61904762,7,14,4701.68832,335.83488,0,0,0,0,77,154,1540,10,210,6,10,4,13,32,10,0.2500,1.0000,3282.3773,58.7711,0.0000,0.0000,4.0000,46.1324,54.47637,
1120,saxpy2,saxpymulti,,,256,16,4096.0000,12,0,21,42,698,16.61904762,7,14,4701.68832,335.83488,0,0,0,0,77,154,1540,10,210,6,10,4,13,16,20,0.2500,1.0000,3282.3773,58.7711,0.0000,0.0000,8.0000,46.1324,56.94383,
1121,saxpy2,saxpymulti,,,128,64,8192.0000,12,0,21,84,1396,16.61904762,7,28,8144.01728,290.85776,0,0,0,0,77,308,3080,10,420,12,20,8,53,64,10,0.5,1.0000,3509.5230,203.6004,0.0000,0.0000,4.0000,172.5864,56.98716,
1122,saxpy2,saxpymulti,,,256,32,8192.0000,12,0,21,84,1396,16.61904762,7,28,8144.01728,290.85776,0,0,0,0,77,308,3080,10,420,12,20,8,53,32,20,0.2500,1.0000,3509.5230,203.6004,0.0000,0.0000,8.0000,172.5864,57.62106,
1123,saxpy2,saxpymulti,,,512,16,8192.0000,12,0,21,84,1396,16.61904762,7,28,8144.01728,290.85776,0,0,0,0,77,308,3080,10,420,12,20,8,53,16,40,0.2500,1.0000,3509.5230,203.6004,0.0000,0.0000,16.0000,172.5864,62.59635,
1124,saxpy2,saxpymulti,,,10,1024,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,1024,1,1.0000,1.0000,3622.8416,328.8329,0.0000,0.0000,0.3125,261.2314,57.71626,
1125,saxpy2,saxpymulti,,,20,512,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,512,2,1.0000,1.0000,3622.8416,328.8329,0.0000,0.0000,0.6250,261.2314,59.30619,
1126,saxpy2,saxpymulti,,,40,256,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,256,4,1.0000,1.0000,3622.8416,328.8329,0.0000,0.0000,1.2500,261.2314,59.65091,
1127,saxpy2,saxpymulti,,,80,128,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,128,7,1.0000,1.0000,3622.8416,328.8329,0.0000,0.0000,2.5000,261.2314,57.86865,
1128,saxpy2,saxpymulti,,,160,64,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,64,13,0.5,1.0000,3622.8416,328.8329,0.0000,0.0000,5.0000,261.2314,56.97091,
1129,saxpy2,saxpymulti,,,320,32,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,32,25,0.2500,1.0000,3622.8416,328.8329,0.0000,0.0000,10.0000,261.2314,59.55087,
1130,saxpy2,saxpymulti,,,640,16,10240.0000,12,0,21,105,1745,16.61904762,7,35,10522.652,300.6472,0,0,0,0,77,385,3850,10,525,15,25,10,82,16,50,0.2500,1.0000,3622.8416,328.8329,0.0000,0.0000,20.0000,261.2314,64.33618,
1131,saxpy2,saxpymulti,,,128,128,16384.0000,12,0,21,147,2443,16.61904762,7,49,16170.76048,330.01552,0,0,0,0,77,539,5390,10,735,21,35,14,184,128,10,1.0000,2.0000,3848.9715,404.2690,0.0000,0.0000,4.0000,550.7799,62.95742,
1132,saxpy2,saxpymulti,,,256,64,16384.0000,12,0,21,147,2443,16.61904762,7,49,16170.76048,330.01552,0,0,0,0,77,539,5390,10,735,21,35,14,184,64,20,0.5,2.0000,3848.9715,404.2690,0.0000,0.0000,8.0000,550.7799,61.03811,
1133,saxpy2,saxpymulti,,,512,32,16384.0000,12,0,21,147,2443,16.61904762,7,49,16170.76048,330.01552,0,0,0,0,77,539,5390,10,735,21,35,14,184,32,40,0.2500,2.0000,3848.9715,404.2690,0.0000,0.0000,16.0000,550.7799,61.68045,
1134,saxpy2,saxpymulti,,,1024,16,16384.0000,12,0,21,147,2443,16.61904762,7,49,16170.76048,330.01552,0,0,0,0,77,539,5390,10,735,21,35,14,184,16,79,0.2500,2.0000,3848.9715,404.2690,0.0000,0.0000,32.0000,550.7799,67.27597,
1135,saxpy2,saxpymulti,,,1280,16,20480.0000,12,0,21,189,3141,16.61904762,7,63,22024.4472,349.5944,0,0,0,0,77,693,6930,10,945,27,45,18,295,16,99,0.2500,2.0000,4074.4267,688.2640,0.0000,0.0000,40.0000,836.2011,69.1473,
1136,saxpy2,saxpymulti,,,128,256,32768.0000,12,0,21,294,4886,16.61904762,7,98,30703.57123,313.3017472,0,0,0,0,77,1078,10780,10,1470,42,70,28,735,256,10,1.0000,2.0000,4635.1265,1535.1786,0.0000,0.0000,4.0000,1806.5844,71.47116,
1137,saxpy2,saxpymulti,,,256,128,32768.0000,12,0,21,294,4886,16.61904762,7,98,30703.57123,313.3017472,0,0,0,0,77,1078,10780,10,1470,42,70,28,735,128,20,1.0000,2.0000,4635.1265,1535.1786,0.0000,0.0000,8.0000,1806.5844,66.21201,
