Sr No.,Benchmark,Kernel Name,,C/M,grid_size,block_size,Total Threads,reg_thread,shmem_block,comp_inst_kernel,comp_inst_sm,comp_lat_sm,avg_comp_lat,glob_inst_kernel,glob_inst_sm,glob_lat_sm,avg_glob_lat,shar_inst_kernel,shar_inst_sm,shar_lat_sm,avg_shar_lat,misc_inst_kernel,misc_inst_sm,misc_lat_sm,avg_misc_lat,total_inst,branch,glob_load_sm,glob_store_sm,inst_issue_cycles,sm_active,waves,occupancy,wtotal,Global_Throughput,cache_penalty,sh_penalty,sh_throughput,n_warps,glb_penalty,Power,inst_issue_cycle
342,Gaussian,GaussF1_1000,,C/M,8,128,1024.0000,12,0,22,22,719,32.68181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,2,128,1,1.0000,1.0000,3103.4290,2.3313,0.0000,0.0000,0.2500,3.1367,117.1850,
343,Gaussian,GaussF1_2048,,C/M,2,1024,2048.0000,13,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,1024,1,1,1.0000,3103.4290,4.6625,0.0000,0.0000,0.0625,5.2278,117.2352,
344,Gaussian,GaussF1_2048,,C/M,4,512,2048.0000,13,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,512,1,1,1.0000,3103.4290,4.6625,0.0000,0.0000,0.1250,5.2278,116.966,
345,Gaussian,GaussF1_2048,,C/M,8,256,2048.0000,13,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,256,1,1,1.0000,3103.4290,4.6625,0.0000,0.0000,0.2500,5.2278,117.1433,
346,Gaussian,GaussF1_2048,,C/M,16,128,2048.0000,12,0,22,22,833,37.86363636,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,3,128,2,1.0000,1.0000,3103.4290,4.6625,0.0000,0.0000,0.5000,5.2278,117.4830,
347,Gaussian,GaussF1_4096,,C/M,4,1024,4096.0000,13,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,1024,1,1,1.0000,3103.4290,9.3250,0.0000,0.0000,0.1250,10.4555,117.35,
348,Gaussian,GaussF1_4096,,C/M,8,512,4096.0000,13,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,512,1,1,1.0000,3103.4290,9.3250,0.0000,0.0000,0.2500,10.4555,117.329,
349,Gaussian,GaussF1_4096,,C/M,16,256,4096.0000,13,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,256,2,1,1.0000,3103.4290,9.3250,0.0000,0.0000,0.5000,10.4555,117.1852,
350,Gaussian,GaussF1_4096,,C/M,32,128,4096.0000,12,0,22,22,840,38.18181818,7,3,746,248.6666667,0,0,0,0,2,74,740,10,99,1,2,1,6,128,3,1.0000,1.0000,3103.4290,9.3250,0.0000,0.0000,1.0000,10.4555,117.3103,
351,Gaussian,GaussF2_1000,,C/M,15625,64,1000000.0000,14,0,39,1482,15960,10.76923077,13,418,199011,476.1028708,0,0,0,0,4,4750,47500,10,6650,114,228,76,101471,64,1202,0.5,30.0000,9571.9061,20244.4458,0.0000,0.0000,488.2813,113547.8701,117.56771,
352,Gaussian,GaussF2_1000,,C/M,1764,576,1016064.0000,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,105814,576,136,0.84,30.0000,9735.6867,21110.9456,0.0000,0.0000,55.1250,116434.2759,99.92654,
353,Gaussian,GaussF2_1000,,C/M,3969,256,1016064.0000,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,105814,256,306,1,30.0000,9735.6867,21110.9456,0.0000,0.0000,124.0313,116434.2759,117.9362,
354,Gaussian,GaussF2_1000,,C/M,7056,144,1016064.0000,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,105814,144,543,0.94,30.0000,9735.6867,21110.9456,0.0000,0.0000,220.5000,116434.2759,100.29269,
355,Gaussian,GaussF2_1000,,C/M,1024,1024,1048576.0000,14,0,39,1521,16380,10.76923077,13,429,204248,476.1025641,0,0,0,0,4,4875,48750,10,6825,117,234,78,109200,1024,79,1,31.0000,9735.6867,21083.6645,0.0000,0.0000,32.0000,120151.7845,117.72935,
356,Gaussian,GaussF2_2048,,C/M,4096,1024,4194304.0000,14,0,39,3476,113602,32.68181818,13,474,272123,574.0991561,0,0,0,0,4,11692,116920,10,15642,158,316,158,1001088,1024,316,1,121.0000,10401.7088,28786.5653,0.0000,0.0000,128.0000,496969.9139,117.40804,
357,Gaussian,GaussF2_2048,,C/M,16384,256,4194304.0000,14,0,39,3476,113602,32.68181818,13,474,272123,574.0991561,0,0,0,0,4,11692,116920,10,15642,158,316,158,1001088,256,1261,1,121.0000,10401.7088,28786.5653,0.0000,0.0000,512.0000,496969.9139,118.50034,
358,Gaussian,GaussF2_2048,,C/M,65536,64,4194304.0000,14,0,39,3476,113602,32.68181818,13,474,272123,574.0991561,0,0,0,0,4,11692,116920,10,15642,158,316,158,1001088,64,5042,0.5,121.0000,10401.7088,28786.5653,0.0000,0.0000,2048.0000,496969.9139,118.17858,
359,Gaussian,GaussF2_2048,,C/M,29241,144,4210704.0000,14,0,39,6201,66780,10.76923077,13,1749,1004100,574.0994854,0,0,0,0,4,19875,198750,10,27825,477,954,318,1787763,144,2250,0.94,122.0000,26843.5381,105760.1150,0.0000,0.0000,913.7813,713317.8039,111.12862,
360,Gaussian,GaussF2_2048,,C/M,7396,576,4260096.0000,14,0,39,6240,67200,10.76923077,13,1760,1010416,574.1,0,0,0,0,4,20000,200000,10,28000,480,960,320,1820109,576,569,0.84,123.0000,26966.8190,106798.3527,0.0000,0.0000,231.1250,722922.9166,104.36029,
361,Gaussian,GaussF2_4096,,C/M,16384,1024,16777216.0000,14,0,39,24609,265020,10.76923077,13,6941,3984828,574.0999856,0,0,0,0,4,78875,788750,10,110425,1893,3786,1262,28268800,1024,1261,1,482.0000,62058.4938,423284.6340,0.0000,0.0000,512.0000,4878830.3226,116.7362,
362,Gaussian,GaussF2_4096,,C/M,65536,256,16777216.0000,14,0,39,24609,265020,10.76923077,13,6941,3984828,574.0999856,0,0,0,0,4,78875,788750,10,110425,1893,3786,1262,28268800,256,5042,1.0000,482.0000,62058.4938,423284.6340,0.0000,0.0000,2048.0000,4878830.3226,118.7110,
363,Gaussian,GaussF2_4096,,C/M,262144,64,16777216.0000,14,0,39,24609,265020,10.76923077,13,6941,3984828,574.0999856,0,0,0,0,4,78875,788750,10,110425,1893,3786,1262,28268800,64,20165,0.5,482.0000,62058.4938,423284.6340,0.0000,0.0000,8192.0000,4878830.3226,118.716,
364,Gaussian,GaussF2_4096,,C/M,29241,576,16842816.0000,14,0,39,6201,66780,10.76923077,13,1749,1004100,574.0994854,0,0,0,0,4,19875,198750,10,27825,477,954,318,7151052,576,2250,0.84,484.0000,26843.5381,106634.1655,0.0000,0.0000,913.7813,2853271.2155,104.76808,
365,Gaussian,GaussF2_4096,,C/M,116964,144,16842816.0000,14,0,39,24687,265860,10.76923077,13,6963,377458,54.20910527,0,0,0,0,4,79125,791250,10,110775,1899,3798,1266,28469283,144,8998,0.94,484.0000,62139.8114,40085.5680,0.0000,0.0000,3655.1250,4907038.5185,111.60028,
366,GRU,GPU_forward_pass_gru,,,1,100,100.0000,38,400,145,,,#DIV/0!,71,,,#DIV/0!,10,,0,#DIV/0!,2,,0,#DIV/0!,0,,,,0,100,1,0.75,1.0000,3054.5520,#DIV/0!,0.0000,0.0000,0.0313,0.0000,54.94328,
367,GRU,GPU_forward_pass_gru,,,4,100,400.0000,38,400,145,,,#DIV/0!,71,,,#DIV/0!,10,,0,#DIV/0!,2,,0,#DIV/0!,0,,,,0,100,1,0.75,1.0000,3054.5520,#DIV/0!,0.0000,0.0000,0.1250,0.0000,60.10936,
368,GRU,GPU_forward_pass_gru,,,16,100,1600.0000,38,400,145,,,#DIV/0!,71,,,#DIV/0!,10,,0,#DIV/0!,2,,0,#DIV/0!,0,,,,0,100,2,0.75,1.0000,3054.5520,#DIV/0!,0.0000,0.0000,0.5000,0.0000,74.82162,
369,GRU,GPU_forward_pass_gru,,,32,100,3200.0000,38,400,145,,,#DIV/0!,71,,,#DIV/0!,10,,0,#DIV/0!,2,,0,#DIV/0!,0,,,,0,100,3,0.75,1.0000,3054.5520,#DIV/0!,0.0000,0.0000,1.0000,0.0000,79.33581,
370,GRU,GPU_forward_pass_gru,,,64,100,6400.0000,38,400,145,,,#DIV/0!,71,,,#DIV/0!,10,,0,#DIV/0!,2,,0,#DIV/0!,0,,,,0,100,5,0.75,1.0000,3054.5520,#DIV/0!,0.0000,0.0000,2.0000,0.0000,88.62757,
371,Heartwall,heartwall,,M,34,512,17408.0000,32,11872.256,111,3846,48075,12.5,876,734,245824,334.9100817,94,39,1404,36,9,3786,37860,10,8405,115,448,286,2233,512,3,1.0000,2.0000,14127.0725,6529.7000,8444.5099,444.1926,1.0625,2360.2600,93.6418,
372,Histogram,histogram256Kerne,,M,240,192,46080.0000,17,6144,63,1066,9950,9.333958724,5,92,29029,315.5326087,6,646,23256,36,10,588,5880,10,2392,8,22,22,1682,192,19,0.75,2.0000,4539.3037,2041.1016,22447.0623,7326.8577,7.5000,2433.2585,94.5447,
373,Histogram,histogram64Kernel,,M,4370,64,279680.0000,17,4096,231,11781,115500,9.803921569,5,132,46828,354.7575758,80,2640,95040,36,8,12056,120560,10,26609,33,121,11,113556,64,337,0.3800,9.0000,5175.8105,4440.9366,138125.5589,29534.0885,136.5625,18564.2458,103.1744,
374,Histogram,mergeHistogram256Kernel,,C/M,256,256,65536.0000,15,1024,39,357,3558,9.966386555,5,174,55471,318.7988506,1020,1020,36720,36,30,516,5160,10,2067,33,33,3,2067,256,20,1,3.0000,5838.3202,3698.0667,32007.2228,11538.8995,8.0000,5093.1340,54.732,
375,Histogram,mergeHistogram64,,C/M,256,64,16384.0000,15,1024,39,119,1186,9.966386555,5,24,7920,330,17,257,9252,36,30,172,1720,10,572,11,11,1,143,64,20,0.5000,2.0000,3444.6935,198.0000,7959.7600,2922.7076,8.0000,301.4306,63.0459,
376,Hotspot,calculate_temp,,M,361,1024,369664.0000,36,12288,9,1694,28392,16.76033058,121,42,15534,369.8571429,16,112,4032,36,8,5936,59360,10,7784,140,28,14,43907,1024,28,1.0000,12.0000,3735.9910,1460.3578,179412.1791,1274.9864,11.2813,10809.6570,81.40057,
377,Hotspot,calculate_temp,,M,676,576,389376.0000,36,12288,9,1815,30420,16.76033058,121,45,16792,373.1555556,16,120,4320,36,8,6360,63600,10,8340,150,30,15,49551,576,52,1.0000,12.0000,3784.4318,1662.8016,188989.6238,1365.9813,21.1250,12038.0004,87.87888,
378,Hotspot,calculate_temp,,M,1849,256,473344.0000,36,12288,121,2178,36504,16.76033058,16,54,20912,387.2592593,8,144,5184,36,21,7632,76320,10,10008,180,36,18,72284,256,143,1.0000,15.0000,3929.5685,2013.8692,229782.9027,1638.9056,57.7813,16914.4482,94.50677,
379,Hotspot,calculate_temp,,M,1849,256,473344.0000,34,3072,121,2178,36504,16.76033058,16,54,20912,387.2592593,8,144,5184,36,21,7632,76320,10,10008,180,36,18,72284,256,143,0.7500,15.0000,3929.5685,2013.8692,229782.9027,1638.9056,57.7813,16914.4482,76.0090,
380,Hotspot,calculate_temp,,M,16384,64,1048576.0000,36,12288,9,4840,81120,16.76033058,5,120,57033,475.275,257,320,11520,36,30,16960,169600,10,22240,400,80,40,355840,64,1261,1.0000,31.0000,4985.4287,5887.2774,509646.4685,3637.5850,512.0000,65632.3967,102.28498,
381,K means,KmeansInvert,,M,841,256,215296.0000,18,0,19,2328,21424,9.202749141,6,560,192610,343.9464286,0,0,0,0,6,568,5680,10,3456,24,280,280,11354,256,65,1,7.0000,11656.8944,18078.6842,0.0000,0.0000,26.2813,26915.4475,108.07326,
382,K means,KmeansInvert,,M,1936,256,495616.0000,18,0,19,5529,50882,9.202749141,6,1330,520048,391.0135338,0,0,0,0,6,1349,13490,10,8208,57,665,665,62073,256,149,1,15.0000,21925.5267,52438.1733,0.0000,0.0000,60.5000,78206.8042,108.266,
383,K means,KmeansInvert,,M,3249,256,831744.0000,18,0,19,9312,85696,9.202749141,6,2240,1002287,447.4495536,0,0,0,0,6,2272,22720,10,13824,96,1120,1120,175446,256,250,1,25.0000,32073.9796,101763.4520,0.0000,0.0000,101.5313,151074.7361,110.53,
384,K means,KmeansPoint,,M,841,256,215296.0000,18,0,43,2520,22592,8.965079365,6,568,195362,343.9471831,0,0,0,0,6,1816,18160,10,4904,48,0,0,16110,256,65,1,7.0000,11772.4889,18336.9913,0.0000,0.0000,26.2813,27031.8946,109.666,
385,K means,KmeansPoint,,M,1936,256,495616.0000,18,0,43,5985,53656,8.965079365,5,1349,527477,391.0133432,0,0,0,0,12,4313,43130,10,11647,114,0,19,88080,256,149,1.0000,15.0000,22158.1870,53187.2642,0.0000,0.0000,60.5000,78491.1444,103.6195,
386,K means,KmeansPoint,,M,3249,256,831744.0000,18,0,43,10080,90368,8.965079365,5,2272,1016605,447.4493838,0,0,0,0,12,7264,72640,10,19616,192,0,32,248955,256,250,1,25.0000,32396.2135,103217.1764,0.0000,0.0000,101.5313,151708.7913,110.795,
387,LSTM,ExecuteLSTM,,,1,10,10.0000,60,800,427,3427,30210,8.815290341,48,2036,448495.7808,220.2828,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,1,10,1,0.25,1.0000,29967.1858,13.6870,2.2902,5733.2318,0.0313,73.4850,54.05985,
388,LSTM,ExecuteLSTM,,,2,10,20.0000,60,800,427,3427,30210,8.815290341,48,2036,449071.5616,220.5656,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,2,10,1,0.25,1.0000,29967.1858,27.4092,4.5803,5733.2318,0.0625,73.4850,54.26277,
389,LSTM,ExecuteLSTM,,,2,16,32.0000,60,800,427,3427,30210,8.815290341,48,2036,449762.4986,220.90496,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,4,16,1,0.25,1.0000,29967.1858,43.9221,7.3285,5733.2318,0.0625,73.4850,54.4345,
390,LSTM,ExecuteLSTM,,,4,10,40.0000,60,800,427,3427,30210,8.815290341,48,2036,450223.1232,221.1312,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,4,10,1,0.25,1.0000,29967.1858,54.9589,9.1606,5733.2318,0.1250,73.4850,55.0463,
391,LSTM,ExecuteLSTM,,,2,32,64.0000,60,800,427,3427,30210,8.815290341,48,2036,451604.9971,221.80992,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,7,32,1,0.25,1.0000,29967.1858,88.2041,14.6570,5733.2318,0.0625,73.4850,54.83459,
392,LSTM,ExecuteLSTM,,,4,16,64.0000,60,800,427,3427,30210,8.815290341,48,2036,451604.9971,221.80992,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,7,16,1,0.25,1.0000,29967.1858,88.2041,14.6570,5733.2318,0.1250,73.4850,55.36217,
393,LSTM,ExecuteLSTM,,,8,10,80.0000,60,800,427,3427,30210,8.815290341,48,2036,452526.2464,222.2624,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,9,10,1,0.25,1.0000,29967.1858,110.4800,18.3213,5733.2318,0.2500,73.4850,56.42709,
394,LSTM,ExecuteLSTM,,,1,100,100.0000,60,800,427,3427,30210,8.815290341,48,2036,453677.808,222.828,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,11,100,1,0.5,1.0000,29967.1858,138.4515,22.9016,5733.2318,0.0313,73.4850,55.0718,
395,LSTM,ExecuteLSTM,,,2,64,128.0000,60,800,427,3427,30210,8.815290341,48,2036,455289.9942,223.61984,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,14,64,1,0.5,1.0000,29967.1858,177.8477,29.3140,5733.2318,0.0625,73.4850,55.1496,
396,LSTM,ExecuteLSTM,,,4,32,128.0000,60,800,427,3427,30210,8.815290341,48,2036,455289.9942,223.61984,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,14,32,1,0.25,1.0000,29967.1858,177.8477,29.3140,5733.2318,0.1250,73.4850,55.583,
397,LSTM,ExecuteLSTM,,,8,16,128.0000,60,800,427,3427,30210,8.815290341,48,2036,455289.9942,223.61984,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,14,16,1,0.25,1.0000,29967.1858,177.8477,29.3140,5733.2318,0.2500,73.4850,56.74111,
398,LSTM,ExecuteLSTM,,,16,10,160.0000,60,800,427,3427,30210,8.815290341,48,2036,457132.4928,224.5248,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,18,10,2,0.25,1.0000,29967.1858,223.2092,36.6425,5733.2318,0.5000,73.4850,59.15802,
399,LSTM,ExecuteLSTM,,,2,100,200.0000,60,800,427,3427,30210,8.815290341,48,2036,459435.616,225.656,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,22,100,1,0.5,1.0000,29967.1858,280.4172,45.8031,5733.2318,0.0625,73.4850,55.6365,
400,LSTM,ExecuteLSTM,,,2,128,256.0000,60,800,427,3427,30210,8.815290341,48,2036,462659.9885,227.23968,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,29,128,1,0.5,1.0000,29967.1858,361.4531,58.6280,5733.2318,0.0625,73.4850,56.22103,
401,LSTM,ExecuteLSTM,,,4,64,256.0000,60,800,427,3427,30210,8.815290341,48,2036,462659.9885,227.23968,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,29,64,1,0.5,1.0000,29967.1858,361.4531,58.6280,5733.2318,0.1250,73.4850,55.88413,
402,LSTM,ExecuteLSTM,,,8,32,256.0000,60,800,427,3427,30210,8.815290341,48,2036,462659.9885,227.23968,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,29,32,1,0.25,1.0000,29967.1858,361.4531,58.6280,5733.2318,0.2500,73.4850,57.33554,
403,LSTM,ExecuteLSTM,,,16,16,256.0000,60,800,427,3427,30210,8.815290341,48,2036,462659.9885,227.23968,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,29,16,2,0.25,1.0000,29967.1858,361.4531,58.6280,5733.2318,0.5000,73.4850,59.64895,
404,LSTM,ExecuteLSTM,,,4,100,400.0000,60,800,427,3427,30210,8.815290341,48,2036,470951.232,231.312,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,45,100,1,0.5,1.0000,29967.1858,574.8916,91.6063,5733.2318,0.1250,73.4850,57.67963,
405,LSTM,ExecuteLSTM,,,4,128,512.0000,60,800,427,3427,30210,8.815290341,48,2036,477399.977,234.47936,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,57,128,1,0.5,1.0000,29967.1858,745.9375,117.2560,5733.2318,0.1250,146.9699,58.90923,
406,LSTM,ExecuteLSTM,,,8,64,512.0000,60,800,427,3427,30210,8.815290341,48,2036,477399.977,234.47936,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,57,64,1,0.5,1.0000,29967.1858,745.9375,117.2560,5733.2318,0.2500,146.9699,59.18219,
407,LSTM,ExecuteLSTM,,,16,32,512.0000,60,800,427,3427,30210,8.815290341,48,2036,477399.977,234.47936,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,57,32,2,0.25,1.0000,29967.1858,745.9375,117.2560,5733.2318,0.5000,146.9699,60.31087,
408,LSTM,ExecuteLSTM,,,8,100,800.0000,60,800,427,3427,30210,8.815290341,48,2036,493982.464,242.624,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,90,100,1,0.5,1.0000,29967.1858,1206.0119,183.2125,5733.2318,0.2500,146.9699,61.56513,
409,LSTM,ExecuteLSTM,,,8,128,1024.0000,60,800,427,3427,30210,8.815290341,48,2036,506879.9539,248.95872,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,115,128,1,0.5,1.0000,29967.1858,1583.9999,234.5121,5733.2318,0.2500,220.4549,63.85377,
410,LSTM,ExecuteLSTM,,,16,64,1024.0000,60,800,427,3427,30210,8.815290341,48,2036,506879.9539,248.95872,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,115,64,2,0.5,1.0000,29967.1858,1583.9999,234.5121,5733.2318,0.5000,220.4549,64.19446,
411,LSTM,ExecuteLSTM,,,16,128,2048.0000,60,800,427,3427,30210,8.815290341,48,2036,565839.9078,277.91744,5,505,18180,36,3,1389,13890,10,7357,23,2036,0,230,128,2,0.5,1.0000,29967.1858,3536.4994,469.0241,5733.2318,0.5000,367.4248,71.61192,
412,LUD ,LUDDiag,,C/M,1,16,16.0000,36,1024,176,356,3678,10.33146067,34,31,6834,220.4516129,22,62,2232,36,17,601,6010,10,1050,7,16,15,0,16,1,0.2500,1.0000,3558.1088,0.3337,3.6531,706.0400,0.0313,9.4234,63.088,
413,LUD ,LUDDiag,,C/M,1,32,32.0000,52,4096,176,356,3678,10.33146067,34,31,6834,220.4516129,22,62,2232,36,17,601,6010,10,1050,7,16,15,1,32,1,0.19,1.0000,3558.1088,0.6674,7.3061,706.0400,0.0313,9.4234,62.96798,
414,LUD ,LUDint,,C/M,31,256,7936.0000,36,2048,52,52,498,9.576923077,34,114,33018,289.6315789,22,172,6192,36,17,164,1640,10,502,0,3,1,61,256,3,0.75,1.0000,4890.0548,799.6547,3853.2444,1957.2028,0.9688,504.2986,77.5758,
415,LUD ,LUDint,,C/M,225,256,57600.0000,21,2048,52,156,1494,9.576923077,7,342,108575,317.4707602,32,516,18576,36,1,492,4920,10,1506,0,9,3,1324,256,18,1.0000,3.0000,8429.7647,6361.8164,28033.6495,5857.6690,7.0313,6099.4705,66.97479,
416,LUD ,LUDint,,C/M,576,256,147456.0000,21,2048,52,312,2988,9.576923077,7,684,227469,332.5570175,32,1032,37152,36,1,984,9840,10,3012,0,18,6,6777,256,45,1,5.0000,13426.6187,20472.2100,72022.2132,11673.6849,18.0000,19560.7039,73.28511,
417,LUD ,LUDint,,C/M,961,256,246016.0000,21,2048,52,520,4980,9.576923077,7,1140,397980,349.1052632,32,1720,61920,36,1,1640,16400,10,5020,0,160,150,18845,256,74,1,8.0000,19546.2914,37349.4902,120733.2743,19364.0905,30.0313,37344.6907,77.76337,
418,LUD ,LUDint,,C/M,2401,256,614656.0000,21,2048,52,1196,11454,9.576923077,7,2622,1077643,411.0003814,32,3956,142416,36,1,3772,37720,10,11546,0,69,23,108289,256,185,1,19.0000,35780.6491,106390.6597,306314.0100,43858.5056,75.0313,117145.4932,90.82135,
419,LUD ,LUDint,,C/M,3969,256,1016064.0000,21,2048,52,2028,19422,9.576923077,7,4446,2116757,476.1036887,32,6708,241488,36,1,6396,63960,10,19578,0,117,39,303535,256,306,1,30.0000,49851.8083,218786.6805,515963.3970,72983.9740,124.0313,235656.1009,96.52744,
420,LUD ,LUDPeri,,C/M,10,32,320.0000,46,3072,293,503,4979,9.89860835,86,110,25195,229.0454545,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,9,32,1,0.2500,1.0000,4826.4043,24.6045,73.1004,1593.4245,0.3125,24.6511,63.539,
421,LUD ,LUDPeri,,C/M,11,64,704.0000,48,12288,293,503,4979,9.89860835,86,110,25195,229.0454545,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,19,64,1,0.13,1.0000,4826.4043,54.1299,160.8209,1593.4245,0.3438,49.3021,63.5458,
422,LUD ,LUDPeri,,C/M,15,64,960.0000,46,3072,293,503,4979,9.89860835,86,110,25195,229.0454545,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,26,64,2,0.5,1.0000,4826.4043,73.8135,219.3013,1593.4245,0.4688,73.9532,63.404,
423,LUD ,LUDPeri,,C/M,31,32,992.0000,46,3072,293,503,4979,9.89860835,86,110,27285,248.0454545,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,27,32,3,0.25,1.0000,4826.4043,82.6011,226.6113,1593.4245,0.9688,73.9532,64.388,
424,LUD ,LUDPeri,,C/M,24,64,1536.0000,48,12288,293,503,4979,9.89860835,86,110,27285,248.0454545,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,42,64,2,0.13,1.0000,4826.4043,127.8984,350.8820,1593.4245,0.7500,98.6043,64.4658,
425,LUD ,LUDPeri,,C/M,31,64,1984.0000,48,12288,293,503,4979,9.89860835,86,110,30471,277.0090909,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,54,64,3,0.13,1.0000,4826.4043,184.4924,453.2226,1593.4245,0.9688,123.2553,64.9525,
426,LUD ,LUDPeri,,C/M,63,32,2016.0000,46,3072,293,503,4979,9.89860835,86,110,30471,277.0090909,46,140,5040,36,3072,1018,10180,10,1771,15,48,31,54,32,5,0.25,1.0000,4826.4043,187.4681,460.5326,1593.4245,1.9688,123.2553,66.2777,
427,Matrix Multiplication,MatrixMul_100,,M,100,1024,102400.0000,7,29.8,73,1112,10092,9.075539568,8,52,16899,324.9807692,64,1536,55296,36,6,980,9800,10,3680,8,48,4,5750,1024,8,1.0000,4.0000,3897.3400,1320.2344,50189.5240,17314.5169,3.1250,3564.5005,48.972,
428,Matrix Multiplication,MatrixMul_1024,,M,200,1024,204800.0000,22,8192,73,54015,486954,9.015162455,8,2613,1241910,475.2812859,64,82368,2965248,36,6,11661,116610,10,150657,78,2574,39,470803,1024,16,1.0000,7.0000,35696.7501,110884.8214,166405.7852,560082.9276,6.2500,39032.3166,95.5720,
429,Matrix Multiplication,MatrixMul_200,,M,1024,1024,1048576.0000,22,8192,73,3864,34944,9.043478261,8,184,62962,342.1847826,64,5632,202752,36,6,2040,20400,10,11720,16,176,8,187520,1024,79,1.0000,31.0000,5995.1872,6499.3032,528581.9243,61728.0466,32.0000,83686.3440,83.2540,
430,Matrix Multiplication,MatrixMul_256,,M,256,1024,262144.0000,22,8192,73,7290,65820,9.028806584,8,350,123134,351.8114286,64,10880,391680,36,6,2670,26700,10,21190,20,340,10,84760,1024,20,1.0000,9.0000,8550.8644,10945.2444,136934.5302,115076.8919,8.0000,27935.3466,82.2078,
431,Matrix Multiplication,MatrixMul_400,,M,400,1024,409600.0000,29,8,73,13395,120870,9.023516237,8,645,242888,376.5705426,64,20160,725760,36,6,4125,41250,10,38325,30,630,15,239531,1024,31,1.0000,13.0000,12875.0521,23354.6154,227617.7110,200436.4520,12.5000,53372.0185,96.125,
432,Merge Sort,mergeElementaryIntervals,,M,32768,128,4194304.0000,16,2072,73,29072,369404,12.70652174,20,19276,11066351,574.0999689,37,21172,762192,36,34,106334,1063340,10,175854,2370,1264,632,11254656,128,2521,1.0000,121.0000,78170.2489,1170655.3124,2346392.2594,209099.7218,1024.0000,2689254.2793,113.9646,
433,Merge Sort,MergeMS_generateSample,,M,4096,512,2097152.0000,18,0,71,16669,179883,10.79146919,14,3476,1559900,448.7629459,3,4740,170640,36,13,27255,272550,10,52140,553,1896,316,1668480,512,316,1.0000,61.0000,43051.3858,163661.6393,1050740.6055,52269.0994,128.0000,440313.6534,89.7283,
434,Merge Sort,mergeRanksAndIndices,,C/M,64,256,16384.0000,15,0,66,206,2160,10.48543689,11,98,32341,330.0102041,0,60,2160,36,13,328,3280,10,692,7,24,2,173,256,5,1.0000,2.0000,4635.1265,808.5250,7948.9281,683.2740,2.0000,914.7263,59.2251,
435,Merge Sort,mergeSortSharedKernel,,C/M,64,256,16384.0000,20,8192,73,253,2561,10.12252964,13,8,2640,330,10,30,1080,36,15,349,3490,10,640,6,4,4,160,256,5,0.7500,2.0000,3184.8213,66.0000,7947.2794,341.7079,2.0000,108.6755,113.4631,
