iter	RMSE
1666	13.10214496
1667	13.10165091
1668	13.10041859
1669	13.10011309
1670	13.09987798
1671	13.09877591
1672	13.09755418
1673	13.09734883
1674	13.09611939
1675	13.09591907
1676	13.09520743
1677	13.09408711
1678	13.09306176
1679	13.09254826
1680	13.09174648
1681	13.09129156
1682	13.09036811
1683	13.08969044
1684	13.08870448
1685	13.0876237
1686	13.08669191
1687	13.08590521
1688	13.0850897
1689	13.08430971
1690	13.08349461
1691	13.08307656
1692	13.08173785
1693	13.08071529
1694	13.08051508
1695	13.07932191
1696	13.07840299
1697	13.07800975
1698	13.07746076
1699	13.07694591
1700	13.0762024
1701	13.07514784
1702	13.07493735
1703	13.07419176
1704	13.07321742
1705	13.07271231
1706	13.07196282
1707	13.07088633
1708	13.06880756
1709	13.06805063
1710	13.06780429
1711	13.06734998
1712	13.06646601
1713	13.06543428
1714	13.0641197
1715	13.06303195
1716	13.0620854
1717	13.06118197
1718	13.0605576
1719	13.05898379
1720	13.05789986
1721	13.0575901
1722	13.05652294
1723	13.05562433
1724	13.05532869
1725	13.0542305
1726	13.05316496
1727	13.05297761
1728	13.05212064
1729	13.05177407
1730	13.05093056
1731	13.050277
1732	13.04982873
1733	13.04805168
1734	13.04693959
1735	13.0462869
1736	13.04471343
1737	13.04404363
1738	13.0432047
1739	13.04271169
1740	13.04111513
1741	13.04037284
1742	13.04014552
1743	13.03901226
1744	13.03728074
1745	13.03679725
1746	13.03649964
1747	13.03577887
1748	13.03475157
1749	13.03415676
1750	13.03329715
1751	13.03288583
1752	13.03268919
1753	13.0319431
1754	13.03159252
1755	13.03066595
1756	13.03044018
1757	13.02965899
1758	13.02864466
1759	13.02764915
1760	13.02673685
1761	13.02557932
1762	13.02530423
1763	13.02486174
1764	13.0234092
1765	13.0219868
1766	13.02135806
1767	13.02032132
1768	13.01990646
1769	13.01894615
1770	13.01785593
1771	13.01722531
1772	13.01634175
1773	13.01488698
1774	13.01392108
1775	13.01249587
1776	13.01215046
1777	13.01109209
1778	13.01082248
1779	13.00881644
1780	13.00862882
1781	13.00753857
1782	13.00610649
1783	13.00529793
1784	13.0034683
1785	13.0020036
1786	13.00004554
1787	12.99965097
1788	12.99902561
1789	12.9987912
1790	12.99852537
1791	12.99829455
1792	12.99719197
1793	12.99623854
1794	12.99601321
1795	12.9946753
1796	12.99402156
1797	12.99297288
1798	12.99236028
1799	12.9921763
1800	12.9918522
1801	12.99139119
1802	12.99081168
1803	12.99059342
1804	12.98953411
1805	12.98810759
1806	12.98792693
1807	12.98695066
1808	12.9860063
1809	12.98474527
1810	12.98386677
1811	12.98327786
1812	12.98267207
1813	12.98090363
1814	12.97996016
1815	12.97893779
1816	12.97764517
1817	12.97695566
1818	12.97576765
1819	12.97386757
1820	12.97313342
1821	12.97269325
1822	12.97171895
1823	12.97087328
1824	12.9699053
1825	12.96965964
1826	12.967792
1827	12.9661472
1828	12.96519791
1829	12.9633667
1830	12.96243562
1831	12.96199844
1832	12.96162745
1833	12.96079968
1834	12.95975223
1835	12.95890508
1836	12.9581909
1837	12.95724222
1838	12.95640904
1839	12.95612166
1840	12.95581641
1841	12.95527646
1842	12.9551024
1843	12.95487251
1844	12.95398471
1845	12.9529959
1846	12.95274515
1847	12.95115052
1848	12.95012577
1849	12.94954634
1850	12.94926675
1851	12.94904406
1852	12.94838467
1853	12.94781436
1854	12.94694785
1855	12.94516168
1856	12.94483527
1857	12.94466329
1858	12.94391063
1859	12.9437368
1860	12.94289119
1861	12.94268796
1862	12.94198958
1863	12.94124069
1864	12.94022679
1865	12.93930884
1866	12.93867185
1867	12.93767718
1868	12.93644339
1869	12.93620653
1870	12.93601027
1871	12.93518038
1872	12.934934
1873	12.9345058
1874	12.93355846
1875	12.93260551
1876	12.93233125
1877	12.93213781
1878	12.93120583
1879	12.93061985
1880	12.92994516
1881	12.92939953
1882	12.92765913
1883	12.92668447
1884	12.92574316
1885	12.92486458
1886	12.9231532
1887	12.92230832
1888	12.92206868
1889	12.92118112
1890	12.91986886
1891	12.91819905
1892	12.9166672
1893	12.91638759
1894	12.91552535
1895	12.91492271
1896	12.91394815
1897	12.91274623
1898	12.91110523
1899	12.91000063
1900	12.90982047
1901	12.90962843
1902	12.90920334
1903	12.90903142
1904	12.9082879
1905	12.90765211
1906	12.9068071
1907	12.90519494
1908	12.90450743
1909	12.90421059
1910	12.90379787
1911	12.90361891
1912	12.90276838
1913	12.902146
1914	12.90056672
1915	12.89902386
1916	12.8982365
1917	12.89762174
1918	12.89668051
1919	12.89603747
1920	12.89545542
1921	12.89467173
1922	12.89426934
1923	12.8934784
1924	12.89287725
1925	12.89245038
1926	12.89221628
1927	12.89179663
1928	12.89088754
1929	12.89060792
1930	12.88965685
1931	12.88871906
1932	12.8872053
1933	12.88666991
1934	12.88578197
1935	12.88469979
1936	12.88453779
1937	12.88397657
1938	12.88310206
1939	12.88208218
1940	12.88180732
1941	12.88101462
1942	12.88039868
1943	12.87955574
1944	12.87937284
1945	12.87921945
1946	12.87816449
1947	12.87669022
1948	12.87655083
1949	12.87624992
1950	12.87546724
1951	12.87461443
1952	12.87432406
1953	12.87307315
1954	12.87273979
1955	12.87171624
1956	12.87051076
1957	12.86972671
1958	12.86902203
1959	12.86883907
1960	12.86800169
1961	12.86677666
1962	12.8661862
1963	12.86566479
1964	12.86501398
1965	12.86487855
1966	12.86455188
1967	12.86394716
1968	12.86360197
1969	12.86292248
1970	12.86195341
1971	12.86124339
1972	12.86006266
1973	12.85941019
1974	12.85865954
1975	12.85792442
1976	12.85727931
1977	12.85664256
1978	12.85588003
1979	12.85535277
1980	12.85389558
1981	12.85247042
1982	12.85165939
1983	12.8502699
1984	12.84946766
1985	12.84810405
1986	12.84736983
1987	12.84705167
1988	12.84680603
1989	12.84629004
1990	12.84546454
1991	12.84434088
1992	12.84401867
1993	12.84352973
1994	12.84210186
1995	12.84100167
1996	12.84030511
1997	12.83950914
1998	12.83843128
1999	12.83761501
2000	12.83630453
2001	12.83563227
2002	12.83482807
2003	12.83461847
2004	12.83398909
2005	12.83326347
2006	12.83246023
2007	12.83159877
2008	12.8310785
2009	12.83072298
2010	12.8301055
2011	12.82906035
2012	12.82876385
2013	12.82847085
2014	12.82758022
2015	12.82675705
2016	12.82660267
2017	12.82597649
2018	12.82538073
2019	12.82522615
2020	12.82473605
2021	12.82378924
2022	12.82308838
2023	12.82230268
2024	12.8217174
2025	12.82112606
2026	12.82032697
2027	12.81975329
2028	12.819513
2029	12.81871057
2030	12.81832239
2031	12.81783696
2032	12.81719609
2033	12.81705196
2034	12.81636146
2035	12.8162008
2036	12.81550828
2037	12.8145101
2038	12.81373721
2039	12.81343281
2040	12.81324004
2041	12.81243039
2042	12.81193005
2043	12.8112357
2044	12.81089951
2045	12.81035231
2046	12.80962419
2047	12.8090129
2048	12.80877331
2049	12.80787816
2050	12.80709272
2051	12.80648123
2052	12.80599064
2053	12.80522051
2054	12.80487368
2055	12.80444867
2056	12.80356918
2057	12.8032018
2058	12.80225728
2059	12.80158693
2060	12.80125344
2061	12.79987745
2062	12.79877157
2063	12.798605
2064	12.79770629
2065	12.796972
2066	12.79660366
2067	12.79596268
2068	12.79570233
2069	12.79541179
2070	12.79526655
2071	12.79478302
2072	12.79458361
2073	12.79395434
2074	12.79296033
2075	12.79258568
2076	12.79179846
2077	12.79098349
2078	12.79011222
2079	12.78975308
2080	12.78902537
2081	12.78874137
2082	12.78816246
2083	12.78691034
2084	12.78674177
2085	12.78630417
2086	12.78569512
2087	12.78526871
2088	12.78441656
2089	12.78375881
2090	12.78362074
2091	12.78271328
2092	12.78239646
2093	12.78161354
2094	12.78120191
2095	12.78073319
2096	12.78045212
2097	12.77986335
2098	12.77941132
2099	12.77898931
2100	12.77779282
2101	12.77758705
2102	12.77722213
2103	12.77707907
2104	12.77627605
2105	12.77510581
2106	12.77455067
2107	12.77320994
2108	12.77246547
2109	12.77115171
2110	12.77068733
2111	12.77049609
2112	12.76997081
2113	12.7691531
2114	12.76894252
2115	12.76881475
2116	12.76797958
2117	12.76780786
2118	12.7668119
2119	12.76613172
2120	12.76570048
2121	12.76464651
2122	12.76397295
2123	12.76369167
2124	12.76302837
2125	12.76260309
2126	12.76170254
2127	12.76105792
2128	12.76017047
2129	12.75992729
2130	12.75933327
2131	12.75899027
2132	12.75844461
2133	12.75773065
2134	12.75650639
2135	12.75599396
2136	12.75535939
2137	12.75450051
2138	12.75413018
2139	12.75383459
2140	12.75326334
2141	12.75264252
2142	12.75193524
2143	12.751186
2144	12.75083619
2145	12.75024549
2146	12.74939406
2147	12.74883882
2148	12.74802569
2149	12.74733374
2150	12.74691036
2151	12.74633546
2152	12.74619821
2153	12.74525094
2154	12.74444255
2155	12.74403774
2156	12.74390179
2157	12.74292004
2158	12.74206169
2159	12.74193127
2160	12.74141177
2161	12.74124338
2162	12.74063911
2163	12.74045569
2164	12.7398952
2165	12.73935811
2166	12.73875533
2167	12.73844011
2168	12.7383197
2169	12.73803616
2170	12.73788297
2171	12.73720669
2172	12.73651473
2173	12.73575986
2174	12.73442482
2175	12.73385579
2176	12.73356558
2177	12.73228353
2178	12.73135434
2179	12.73094736
2180	12.73079715
2181	12.73056427
2182	12.73027955
2183	12.72981184
2184	12.72850387
2185	12.72696112
2186	12.72671373
2187	12.72637199
2188	12.72624127
2189	12.725638
2190	12.7244601
2191	12.72320455
2192	12.72268128
2193	12.72180861
2194	12.72160474
2195	12.72105076
2196	12.72021088
2197	12.71995716
2198	12.7188014
2199	12.71756976
2200	12.71726771
2201	12.71650505
2202	12.71568407
2203	12.71536602
2204	12.71486982
2205	12.71460317
2206	12.71412239
2207	12.71387842
2208	12.71283775
2209	12.7116365
2210	12.7115084
2211	12.71095746
2212	12.71043156
2213	12.71021421
2214	12.70921696
2215	12.70907151
2216	12.70820287
2217	12.70730871
2218	12.7070164
2219	12.70606547
2220	12.7057698
2221	12.70503364
2222	12.70446172
2223	12.70367052
2224	12.70337235
2225	12.7030487
2226	12.70255662
2227	12.70193795
2228	12.70133225
2229	12.70106166
2230	12.7006049
2231	12.69948197
2232	12.69915617
2233	12.69851691
2234	12.69771213
2235	12.69720676
2236	12.69708416
2237	12.69652989
2238	12.69576279
2239	12.6951636
2240	12.69499533
2241	12.69441171
2242	12.69361751
2243	12.69312476
2244	12.69229937
2245	12.69152554
2246	12.69068378
2247	12.68985978
2248	12.68926484
2249	12.68871346
2250	12.68844925
2251	12.68758744
2252	12.68677968
2253	12.6864755
2254	12.68609065
2255	12.68532661
2256	12.68430842
2257	12.68373602
2258	12.68273861
2259	12.68217835
2260	12.68178217
2261	12.68112531
2262	12.68098089
2263	12.68046741
2264	12.68007401
2265	12.67963148
2266	12.67905139
2267	12.67795802
2268	12.67764715
2269	12.67736458
2270	12.67666535
2271	12.67638274
2272	12.6758847
2273	12.67545183
2274	12.67494336
2275	12.67417043
2276	12.67356182
2277	12.67264931
2278	12.67233347
2279	12.67203045
2280	12.67186888
2281	12.67108914
2282	12.67034884
2283	12.66989019
2284	12.66906544
2285	12.66875758
2286	12.66826679
2287	12.66797058
2288	12.66696269
2289	12.66671706
2290	12.66636208
2291	12.66608562
2292	12.66577289
2293	12.66566136
2294	12.66506795
2295	12.66476431
2296	12.66440607
2297	12.66423929
2298	12.66388585
2299	12.66370572
2300	12.66291099
2301	12.66251655
2302	12.66230481
2303	12.66206881
2304	12.66101193
2305	12.66071543
2306	12.65961481
2307	12.65858348
2308	12.65802079
2309	12.65771902
2310	12.65675756
2311	12.65648537
2312	12.65599707
2313	12.65521457
2314	12.65469747
2315	12.65383479
2316	12.6533606
2317	12.65260667
2318	12.65232101
2319	12.65158301
2320	12.65124622
2321	12.65045338
2322	12.64968496
2323	12.64891046
2324	12.64783967
2325	12.64686211
2326	12.64590487
2327	12.64537726
2328	12.64486126
2329	12.64413913
2330	12.64382514
2331	12.64353028
2332	12.64340306
2333	12.64311659
2334	12.64263427
2335	12.64251245
2336	12.64146346
2337	12.64078241
2338	12.64049661
2339	12.64032422
2340	12.64018465
2341	12.6395653
2342	12.63855654
2343	12.63780176
2344	12.63710685
2345	12.63640291
2346	12.63537402
2347	12.63483173
2348	12.634354
2349	12.63413895
2350	12.63358202
2351	12.63330188
2352	12.63305978
2353	12.63267843
2354	12.63215742
2355	12.63143753
2356	12.63123012
2357	12.63024738
2358	12.62995648
2359	12.62960266
2360	12.62925974
2361	12.62848227
2362	12.62798805
2363	12.62728749
2364	12.62659103
2365	12.62565669
2366	12.62540619
2367	12.62529074
2368	12.62487821
2369	12.62426434
2370	12.62398491
2371	12.62372148
2372	12.62322116
2373	12.62237928
2374	12.62141681
2375	12.62040813
2376	12.62018357
2377	12.61923327
2378	12.6188275
2379	12.6183383
2380	12.6179611
2381	12.61715357
2382	12.6164592
2383	12.61597063
2384	12.61553566
2385	12.6154069
2386	12.6150033
2387	12.61446136
2388	12.6143485
2389	12.61387832
2390	12.61310355
2391	12.61232607
2392	12.61187222
2393	12.61113995
2394	12.61022673
2395	12.60995893
2396	12.60876623
2397	12.60852365
2398	12.60826701
2399	12.60785145
2400	12.60774946
2401	12.60743169
2402	12.60667616
2403	12.60614467
2404	12.6059268
2405	12.60564729
2406	12.60498852
2407	12.60424956
2408	12.60359667
2409	12.60281287
2410	12.60260056
2411	12.60234372
2412	12.60186673
2413	12.60133504
2414	12.60035811
2415	12.60016007
2416	12.59996797
2417	12.59928843
2418	12.59909343
2419	12.59876713
2420	12.59815484
2421	12.59788384
2422	12.59746716
2423	12.59673199
2424	12.59556774
2425	12.59468622
2426	12.59413174
2427	12.59393816
2428	12.59381562
2429	12.59305896
2430	12.59234395
2431	12.59166189
2432	12.5907331
2433	12.5898513
2434	12.58948858
2435	12.58900044
2436	12.58879511
2437	12.58868272
2438	12.58857267
2439	12.58798322
2440	12.58728107
2441	12.58708871
2442	12.58627665
2443	12.58614324
2444	12.5857104
2445	12.58479907
2446	12.58462301
2447	12.58427094
2448	12.58391615
2449	12.58369186
2450	12.58270057
2451	12.58213091
2452	12.58172283
2453	12.58086303
2454	12.57984548
2455	12.57915333
2456	12.5788535
2457	12.57772175
2458	12.57722062
2459	12.57649146
2460	12.5754948
2461	12.57460783
2462	12.57434578
2463	12.5737175
2464	12.57302097
2465	12.57212679
2466	12.57166475
2467	12.57105061
2468	12.57080215
2469	12.57039273
2470	12.56967916
2471	12.56900039
2472	12.5686835
2473	12.5681814
2474	12.5679125
2475	12.56680774
2476	12.56606182
2477	12.56535532
2478	12.56468364
2479	12.56448419
2480	12.56376107
2481	12.5630366
2482	12.56238291
2483	12.56149041
2484	12.56054312
2485	12.56028953
2486	12.56004185
2487	12.55908087
2488	12.55861152
2489	12.55821731
2490	12.55741159
2491	12.55724792
2492	12.55699183
2493	12.55645833
2494	12.55560317
2495	12.55521651
