iter	RMSE
146	24.2453141
147	24.17835368
148	24.11739053
149	24.06680452
150	24.00188154
151	23.94626901
152	23.88520228
153	23.827342
154	23.76542569
155	23.70973605
156	23.66687381
157	23.59193474
158	23.5324261
159	23.4849113
160	23.44555431
161	23.39392123
162	23.34572617
163	23.29707906
164	23.24175191
165	23.19411559
166	23.14758025
167	23.11204133
168	23.05497228
169	23.00265166
170	22.95738226
171	22.91787464
172	22.86392668
173	22.81744301
174	22.78037056
175	22.74015832
176	22.68582063
177	22.65134267
178	22.61447121
179	22.5745712
180	22.53008644
181	22.4852607
182	22.44926034
183	22.41594304
184	22.36855279
185	22.31124194
186	22.26046606
187	22.22587298
188	22.18675628
189	22.14665259
190	22.11512901
191	22.05842918
192	22.02538032
193	21.98531498
194	21.94519291
195	21.91367014
196	21.86844507
197	21.83286882
198	21.80092064
199	21.7645859
200	21.71244997
201	21.66375872
202	21.63154533
203	21.59608885
204	21.55825301
205	21.52518871
206	21.49667049
207	21.45235812
208	21.42014339
209	21.38791015
210	21.36706657
211	21.33737721
212	21.30432556
213	21.27602223
214	21.24823449
215	21.20465589
216	21.18187051
217	21.14860124
218	21.11261874
219	21.0644151
220	21.03112912
221	20.99991598
222	20.95920884
223	20.91572156
224	20.88906032
225	20.85764184
226	20.83063885
227	20.81099168
228	20.78639139
229	20.76000596
230	20.73221479
231	20.69959151
232	20.67865449
233	20.65498827
234	20.62778003
235	20.592155
236	20.54732615
237	20.52304894
238	20.50304364
239	20.47666916
240	20.45293202
241	20.41259919
242	20.3736385
243	20.35060722
244	20.32708882
245	20.30308629
246	20.26938584
247	20.24842391
248	20.21603347
249	20.19513576
250	20.17012488
251	20.13842528
252	20.11506915
253	20.08609309
254	20.06183871
255	20.03315903
256	20.01211946
257	19.97762987
258	19.94092812
259	19.90618586
260	19.87913928
261	19.859017
262	19.83090106
263	19.8033752
264	19.77726682
265	19.76514521
266	19.73817183
267	19.71875164
268	19.70020968
269	19.67719497
270	19.65393381
271	19.6377003
272	19.61873416
273	19.57808547
274	19.55852549
275	19.53772122
276	19.51897942
277	19.49852273
278	19.47281945
279	19.44926594
280	19.4292255
281	19.41167184
282	19.37826455
283	19.35724486
284	19.33605716
285	19.31917609
286	19.2953237
287	19.27798141
288	19.25338454
289	19.22346478
290	19.20337049
291	19.18465817
292	19.1551648
293	19.13939927
294	19.11478635
295	19.08053805
296	19.05336805
297	19.03328337
298	19.01353004
299	18.987669
300	18.96022932
301	18.94479266
302	18.93037366
303	18.90984973
304	18.89025212
305	18.87101979
306	18.85702355
307	18.84111951
308	18.82641543
309	18.80945262
310	18.79507469
311	18.77043628
312	18.75330351
313	18.73388255
314	18.69729573
315	18.68122066
316	18.66518586
317	18.64453718
318	18.63124422
319	18.60388373
320	18.57190742
321	18.56134147
322	18.5383834
323	18.51797467
324	18.50457436
325	18.48136384
326	18.44959541
327	18.42015781
328	18.40739177
329	18.39166285
330	18.37848632
331	18.3646208
332	18.34302644
333	18.32745494
334	18.30421729
335	18.29292334
336	18.28021538
337	18.2631407
338	18.23798675
339	18.21889071
340	18.19166849
341	18.18028354
342	18.17050018
343	18.15092985
344	18.13993934
345	18.12524232
346	18.10635509
347	18.09727103
348	18.08207932
349	18.06737638
350	18.05286509
351	18.04018824
352	18.028902
353	18.01882917
354	18.00655688
355	17.99482863
356	17.97746747
357	17.9517213
358	17.92623233
359	17.91337234
360	17.89949178
361	17.88782014
362	17.87650556
363	17.86418896
364	17.84711363
365	17.82354393
366	17.81156989
367	17.80267166
368	17.78872662
369	17.77253374
370	17.75571727
371	17.74474017
372	17.73223378
373	17.7149794
374	17.69971595
375	17.68872849
376	17.67454811
377	17.65667353
378	17.64631849
379	17.63744519
380	17.62630591
381	17.60595731
382	17.58516626
383	17.56848001
384	17.54278481
385	17.52286375
386	17.50649878
387	17.4973559
388	17.48684572
389	17.47340195
390	17.45439051
391	17.44469204
392	17.43252657
393	17.42475541
394	17.40679682
395	17.39968178
396	17.38833903
397	17.37212296
398	17.35491386
399	17.3434674
400	17.32895125
401	17.32059904
402	17.3037517
403	17.29210457
404	17.28108083
405	17.27297177
406	17.25462206
407	17.23243327
408	17.22015122
409	17.20455869
410	17.19873252
411	17.1900032
412	17.18219916
413	17.17586188
414	17.16343549
415	17.14499809
416	17.13394102
417	17.12156104
418	17.11109615
419	17.09878563
420	17.08424991
421	17.07576266
422	17.06104244
423	17.05317444
424	17.03701775
425	17.02765717
426	17.01408489
427	17.00883118
428	16.99522242
429	16.9801015
430	16.96319502
431	16.94491604
432	16.9322473
433	16.9111629
434	16.89895615
435	16.89094953
436	16.87499127
437	16.8661982
438	16.8541074
439	16.83449288
440	16.82217585
441	16.80841936
442	16.79064021
443	16.78371568
444	16.76936885
445	16.76339808
446	16.75478832
447	16.74712405
448	16.72992054
449	16.71939529
450	16.71202499
451	16.69879751
452	16.68440078
453	16.67678306
454	16.6660715
455	16.64459582
456	16.63058299
457	16.62044115
458	16.61116998
459	16.59757573
460	16.59156589
461	16.58407734
462	16.57255222
463	16.56122005
464	16.55421687
465	16.54130274
466	16.53480065
467	16.52679135
468	16.52289846
469	16.5151812
470	16.49785337
471	16.48758404
472	16.48259013
473	16.47253049
474	16.4658101
475	16.45496003
476	16.43578034
477	16.42355771
478	16.41144043
479	16.40353196
480	16.39621714
481	16.388856
482	16.37742765
483	16.36957329
484	16.35938788
485	16.3537037
486	16.34202967
487	16.33127576
488	16.32182903
489	16.31463191
490	16.30344783
491	16.29286221
492	16.28127007
493	16.27495492
494	16.27093878
495	16.25596328
496	16.24465289
497	16.23217792
498	16.22072999
499	16.20782606
500	16.19141477
501	16.18242899
502	16.17078244
503	16.1624479
504	16.15620455
505	16.14954421
506	16.13521761
507	16.13053748
508	16.11525108
509	16.10658756
510	16.09786305
511	16.09251042
512	16.08749449
513	16.07889856
514	16.06610867
515	16.05383392
516	16.04015173
517	16.03221013
518	16.02428237
519	16.02000889
520	16.00522229
521	15.99933079
522	15.99342175
523	15.98722719
524	15.97953225
525	15.96926562
526	15.96140146
527	15.95655472
528	15.95132802
529	15.93808631
530	15.92819973
531	15.91532191
532	15.90823923
533	15.90186922
534	15.89232568
535	15.88828831
536	15.87700711
537	15.8704883
538	15.86125215
539	15.85655483
540	15.84977622
541	15.83719546
542	15.82793969
543	15.82052842
544	15.81491317
545	15.80972736
546	15.80153862
547	15.7928373
548	15.78711619
549	15.77792657
550	15.76946562
551	15.75997792
552	15.75259636
553	15.7426564
554	15.72741162
555	15.72184218
556	15.71336132
557	15.70710603
558	15.7015208
559	15.69685363
560	15.68378643
561	15.67075675
562	15.66589836
563	15.65934301
564	15.65000398
565	15.63825879
566	15.63163283
567	15.62285911
568	15.61883158
569	15.61505823
570	15.60663915
571	15.59831574
572	15.58940831
573	15.58441735
574	15.57327152
575	15.56936604
576	15.56435108
577	15.55307976
578	15.54681023
579	15.5449013
580	15.53798805
581	15.53378543
582	15.52636807
583	15.5227725
584	15.51313022
585	15.50476713
586	15.49718263
587	15.48974821
588	15.48196872
589	15.47117547
590	15.46301936
591	15.45693988
592	15.45083661
593	15.4446589
594	15.4424322
595	15.43911072
596	15.43067283
597	15.42356879
598	15.41380301
599	15.4028608
600	15.39507237
601	15.38845517
602	15.3842873
603	15.38004586
604	15.3735652
605	15.36827279
606	15.36542217
607	15.35902268
608	15.35357101
609	15.34413659
610	15.33829275
611	15.33220862
612	15.32531688
613	15.32027025
614	15.31501145
615	15.30763532
616	15.30109973
617	15.2946173
618	15.29077671
619	15.28295646
620	15.27648603
621	15.26687798
622	15.26241414
623	15.25970913
624	15.25313657
625	15.24920893
626	15.24120235
627	15.23431061
628	15.22941795
629	15.22599397
630	15.21961978
631	15.21597353
632	15.21038191
633	15.20378428
634	15.1995079
635	15.19583881
636	15.1914509
637	15.1837766
638	15.18166696
639	15.17796607
640	15.17349677
641	15.16623351
642	15.16061779
643	15.15533038
644	15.15140221
645	15.14759208
646	15.14176405
647	15.13731763
648	15.13403171
649	15.1290756
650	15.12510693
651	15.1190148
652	15.11069936
653	15.10383139
654	15.09899086
655	15.0957204
656	15.09113975
657	15.08515601
658	15.07896671
659	15.07441698
660	15.07115568
661	15.06754963
662	15.06276179
663	15.06034556
664	15.0540556
665	15.04469654
666	15.04131094
667	15.03712142
668	15.03368711
669	15.02989325
670	15.02567061
671	15.02010976
672	15.01819317
673	15.01385313
674	15.0104023
675	15.00596929
676	15.00142734
677	14.99653953
678	14.99265517
679	14.98843536
680	14.98007636
681	14.97131743
682	14.96413519
683	14.96071747
684	14.95783307
685	14.95237018
686	14.94779758
687	14.94198237
688	14.93803545
689	14.93327908
690	14.9300593
691	14.92602988
692	14.92156388
693	14.91831627
694	14.91492174
695	14.90805987
696	14.90444102
697	14.89848237
698	14.89402147
699	14.88985859
700	14.88494379
701	14.8795062
702	14.87306772
703	14.86966077
704	14.86649088
705	14.86469135
706	14.86129116
707	14.85775366
708	14.85554189
709	14.85192756
710	14.84925503
711	14.84619624
712	14.84342816
713	14.83957465
714	14.8340493
715	14.82945513
716	14.8235309
717	14.82113318
718	14.81590047
719	14.81126473
720	14.80688583
721	14.80256943
722	14.79778712
723	14.79292481
724	14.78905497
725	14.78437056
726	14.78140221
727	14.77572826
728	14.76984289
729	14.76696482
730	14.76199795
731	14.7584935
732	14.75594612
733	14.75358945
734	14.74929206
735	14.74546992
736	14.74218029
737	14.73467692
738	14.73049717
739	14.72582592
740	14.72218222
741	14.71949117
742	14.71661731
743	14.71219285
744	14.70712315
745	14.7021548
746	14.70046131
747	14.69735211
748	14.69391142
749	14.69282204
750	14.68876113
751	14.68474292
752	14.6816547
753	14.67900379
754	14.67524759
755	14.67016137
756	14.66584565
757	14.66226991
758	14.65891176
759	14.65519773
760	14.64939031
761	14.64629588
762	14.64365742
763	14.63977692
764	14.63648819
765	14.63506807
766	14.63190848
767	14.62814606
768	14.62491094
769	14.62306889
770	14.61860206
771	14.61346766
772	14.61097243
773	14.60919297
774	14.60588356
775	14.60200762
776	14.60025662
777	14.59609813
778	14.59330474
779	14.59056061
780	14.58697287
781	14.58422623
782	14.57925065
783	14.57611267
784	14.57209229
785	14.5677862
786	14.56271581
787	14.56002562
788	14.55473943
789	14.55170911
790	14.54777601
791	14.5449444
792	14.54127809
793	14.53893401
794	14.53564306
795	14.53361577
796	14.52755448
797	14.52497211
798	14.52131278
799	14.51857443
800	14.51565191
801	14.51262911
802	14.5082105
803	14.50571708
804	14.5029716
805	14.50054684
806	14.49678186
807	14.49481952
808	14.49121707
809	14.48740709
810	14.48519549
811	14.48192159
812	14.4789934
813	14.47584353
814	14.47370742
815	14.47029709
816	14.46828678
817	14.46545099
818	14.46286224
819	14.46072296
820	14.45643174
821	14.45463869
822	14.44904283
823	14.4444639
824	14.44117374
825	14.43554178
826	14.43287447
827	14.42806771
828	14.42511483
829	14.42012209
830	14.41729812
831	14.41294519
832	14.40918648
833	14.40741367
834	14.40557769
835	14.40211543
836	14.39859107
837	14.39543435
838	14.39277898
839	14.38955247
840	14.38497683
841	14.380358
842	14.37851947
843	14.37675082
844	14.37219274
845	14.36888182
846	14.36536812
847	14.36119065
848	14.35895465
849	14.35782876
850	14.35291376
851	14.35104549
852	14.34764401
853	14.34287922
854	14.33902517
855	14.33669178
856	14.33371011
857	14.33250917
858	14.32972438
859	14.32700562
860	14.32263966
861	14.31911078
862	14.31654538
863	14.31419347
864	14.31040577
865	14.30824611
866	14.30517834
867	14.30255707
868	14.3016327
869	14.29881622
870	14.29588614
871	14.29376323
872	14.28931221
873	14.28483354
874	14.28195934
875	14.27881292
876	14.27697816
877	14.27371208
878	14.27091711
879	14.26908759
880	14.26659734
881	14.26374713
882	14.25995358
883	14.25576244
884	14.25234652
885	14.24749707
886	14.24532243
887	14.24103545
888	14.23836201
889	14.23476042
890	14.23161689
891	14.22912772
892	14.22774287
893	14.22413571
894	14.2214831
895	14.21950008
896	14.21659782
897	14.21532815
898	14.21191007
899	14.20784134
900	14.20590246
901	14.20287938
902	14.20039983
903	14.19745409
904	14.19583469
905	14.19371201
906	14.19127389
907	14.18735667
908	14.18378162
909	14.18112453
910	14.17903857
911	14.17568038
912	14.1726918
913	14.17039219
914	14.16659801
915	14.1652257
916	14.16247926
917	14.15911898
918	14.15692531
919	14.15287176
920	14.15018908
921	14.14667546
922	14.14400138
923	14.14113241
924	14.1372697
925	14.1342777
926	14.13289204
927	14.13039538
928	14.1264407
929	14.12205651
930	14.12054755
931	14.11890299
932	14.11552061
933	14.11183792
934	14.11019603
935	14.10821922
936	14.10693883
937	14.10404606
938	14.10102388
939	14.09778186
940	14.09393979
941	14.09065253
942	14.08863626
943	14.08477041
944	14.08269053
945	14.08115126
946	14.07841961
947	14.07677976
948	14.07388786
949	14.07151486
950	14.06983045
951	14.06622189
952	14.06248524
953	14.06026313
954	14.05789177
955	14.05506075
956	14.05146369
957	14.04954661
958	14.04692724
959	14.04443787
960	14.04113751
961	14.03735476
962	14.03491981
963	14.03272822
964	14.03015369
965	14.02750592
966	14.02569346
967	14.02269607
968	14.02031715
969	14.01880449
970	14.01761898
971	14.01531413
972	14.01201015
973	14.01008819
974	14.00682597
975	14.00370737
976	14.0009017
977	13.99926117
978	13.9961915
979	13.99482315
980	13.992209
981	13.98974468
982	13.9871209
983	13.98453788
984	13.98296358
985	13.98078425
986	13.97896362
987	13.97739735
988	13.9753656
989	13.97282407
990	13.97149858
991	13.96861194
992	13.96685474
993	13.96419516
994	13.96084723
995	13.95935301
996	13.95696713
997	13.95456256
998	13.95284409
999	13.95109241
1000	13.94908282
1001	13.9470214
1002	13.94536417
1003	13.94425468
1004	13.94324709
1005	13.94079351
1006	13.9383489
1007	13.93666342
1008	13.93436791
1009	13.93256581
1010	13.93058569
1011	13.92756669
1012	13.92587755
1013	13.92457466
1014	13.92259919
1015	13.92056823
1016	13.91821395
1017	13.91515125
1018	13.91272036
1019	13.91127182
1020	13.91021865
1021	13.90922306
1022	13.90682418
1023	13.90415137
1024	13.90208061
1025	13.89917059
1026	13.89628984
1027	13.8953634
1028	13.89344405
1029	13.89031861
1030	13.88855287
1031	13.88643953
1032	13.88557004
1033	13.88346215
1034	13.88162379
1035	13.87957202
1036	13.87738569
1037	13.87545101
1038	13.87331312
1039	13.87220965
1040	13.87025638
1041	13.86882679
1042	13.86802136
1043	13.86586097
1044	13.86262342
1045	13.86085435
1046	13.85811956
1047	13.85521267
1048	13.85328827
1049	13.85217578
1050	13.85112314
1051	13.84865249
1052	13.84728596
1053	13.8459142
1054	13.84480746
1055	13.84198462
1056	13.8401215
1057	13.83877661
1058	13.83679273
1059	13.83402642
1060	13.83274715
1061	13.82995858
1062	13.82820203
1063	13.82644632
1064	13.8233693
1065	13.82255519
1066	13.82080473
1067	13.81891245
1068	13.81772947
1069	13.81632354
1070	13.81472996
1071	13.81317518
1072	13.81173824
1073	13.81003189
1074	13.80906553
1075	13.80753722
1076	13.80555508
1077	13.80373149
1078	13.80142173
1079	13.79958064
1080	13.79679736
1081	13.79408444
1082	13.79230667
1083	13.79015397
1084	13.78817587
1085	13.78725045
1086	13.7846006
1087	13.78345473
1088	13.78191624
1089	13.78112466
1090	13.77910319
1091	13.77717148
1092	13.77548781
1093	13.77374762
1094	13.77127719
1095	13.76895088
1096	13.7671521
1097	13.76526371
1098	13.7630225
1099	13.76218166
1100	13.7603893
1101	13.75862981
1102	13.75660697
1103	13.75580917
1104	13.75322838
1105	13.75078912
1106	13.74928263
1107	13.74774378
1108	13.74664964
1109	13.74503492
1110	13.74413173
1111	13.74295455
1112	13.74140096
1113	13.73985359
1114	13.73837256
1115	13.73617273
1116	13.73545931
1117	13.73459799
1118	13.73293403
1119	13.73143429
1120	13.72981312
1121	13.72839835
1122	13.72698883
1123	13.72624005
1124	13.72483818
1125	13.7235834
1126	13.72228014
1127	13.72079304
1128	13.71943348
1129	13.71786184
1130	13.71621786
1131	13.71361206
1132	13.71208849
1133	13.71002042
1134	13.70896594
1135	13.70820581
1136	13.70680851
1137	13.70552093
1138	13.70450234
1139	13.70306206
1140	13.70139604
1141	13.69927688
1142	13.6975926
1143	13.69541512
1144	13.69306928
1145	13.69166995
1146	13.69052664
1147	13.68922081
1148	13.68769682
1149	13.68664531
1150	13.68417417
1151	13.68283614
1152	13.6812625
1153	13.68013291
1154	13.67817959
1155	13.67714763
1156	13.67580645
1157	13.67477615
1158	13.67310361
1159	13.67195965
1160	13.67039299
1161	13.66961279
1162	13.66740594
1163	13.66524611
1164	13.66306075
1165	13.66185035
1166	13.66053028
1167	13.65917172
1168	13.65841814
1169	13.65676764
1170	13.65558355
1171	13.65437639
1172	13.65316985
1173	13.65087063
1174	13.64999719
1175	13.64842796
1176	13.64777748
1177	13.645563
1178	13.64474972
1179	13.64348044
1180	13.64198239
1181	13.64067541
1182	13.63948725
1183	13.63830002
1184	13.63706443
1185	13.63590271
1186	13.63434417
1187	13.63379541
1188	13.63318251
1189	13.6320049
1190	13.63084493
1191	13.62922129
1192	13.62810028
1193	13.62639993
1194	13.62519955
1195	13.62338544
1196	13.6216206
1197	13.62011955
1198	13.61869854
1199	13.61773963
1200	13.61680123
1201	13.61564514
1202	13.61414954
1203	13.61196644
1204	13.6106574
1205	13.61010854
1206	13.60951631
1207	13.6077865
1208	13.60618364
1209	13.60393128
1210	13.60239694
1211	13.601317
1212	13.60042625
1213	13.59865326
1214	13.59730337
1215	13.59659617
1216	13.59557278
1217	13.59489162
1218	13.59327281
1219	13.59180552
1220	13.59034514
1221	13.58925199
1222	13.58802812
1223	13.58746185
1224	13.58614448
1225	13.58517746
1226	13.58327374
1227	13.58164098
1228	13.58119715
1229	13.58054763
1230	13.57870743
1231	13.57723969
1232	13.57677659
1233	13.57571535
1234	13.57430655
1235	13.57233377
1236	13.57048108
1237	13.56882117
1238	13.56764834
1239	13.56622291
1240	13.56446958
1241	13.56261025
1242	13.56111278
1243	13.56049402
1244	13.55946203
1245	13.55828512
1246	13.55713234
1247	13.55619374
1248	13.55516573
1249	13.55286312
1250	13.5508283
1251	13.5495909
1252	13.54821153
1253	13.54669534
1254	13.54498761
1255	13.54275955
1256	13.54161719
1257	13.54046635
1258	13.53875982
1259	13.53672169
1260	13.53492026
1261	13.53320807
1262	13.53216691
1263	13.53046855
1264	13.52921058
1265	13.52879668
1266	13.52795889
1267	13.5273048
1268	13.52607797
1269	13.52487772
1270	13.52402214
1271	13.52236733
1272	13.52060355
1273	13.51976621
1274	13.51803639
1275	13.51636643
1276	13.51540064
1277	13.51423552
1278	13.51316353
1279	13.51224468
1280	13.51055046
1281	13.50892227
1282	13.50730202
1283	13.50516717
1284	13.5040549
1285	13.50254352
1286	13.50155419
1287	13.5009331
1288	13.50011363
1289	13.49929402
1290	13.49884885
1291	13.49803762
1292	13.49637832
1293	13.49541157
1294	13.49444086
1295	13.49243168
1296	13.49080387
1297	13.48896145
1298	13.48719172
1299	13.48582262
1300	13.48425223
1301	13.48228338
1302	13.48113278
1303	13.48059516
1304	13.47946885
1305	13.47861339
1306	13.47560772
1307	13.47386931
1308	13.47292757
1309	13.47116446
1310	13.470325
1311	13.46892131
1312	13.46850592
1313	13.46760282
1314	13.46687275
1315	13.46528197
1316	13.46330074
1317	13.46182342
1318	13.46088156
1319	13.45793884
1320	13.45698227
1321	13.45543083
1322	13.45255102
1323	13.44972424
1324	13.44821937
1325	13.44742252
1326	13.44465557
1327	13.44416557
1328	13.44336305
1329	13.44249898
1330	13.44103114
1331	13.43993495
1332	13.43828865
1333	13.43680116
1334	13.43539841
1335	13.43332688
1336	13.43228717
1337	13.43125105
1338	13.43031038
1339	13.42904822
1340	13.42830838
1341	13.42758758
1342	13.42487198
1343	13.42445123
1344	13.42341609
1345	13.42294423
1346	13.42171234
1347	13.42063136
1348	13.42023108
1349	13.4191147
1350	13.41779415
1351	13.41628268
1352	13.41545902
1353	13.41356275
1354	13.41227605
1355	13.4111092
1356	13.40968304
1357	13.40893424
1358	13.40766647
1359	13.40709319
1360	13.40546631
1361	13.40507872
1362	13.40242254
1363	13.40182249
1364	13.40112361
1365	13.39929526
1366	13.39861812
1367	13.39685946
1368	13.3958929
1369	13.39448149
1370	13.39417874
1371	13.39337501
1372	13.39264542
1373	13.39141322
1374	13.39068451
1375	13.38917702
1376	13.38745205
1377	13.38674341
1378	13.3850516
1379	13.38406224
1380	13.38341405
1381	13.38277141
1382	13.3810966
1383	13.37974539
1384	13.37857627
1385	13.37663348
1386	13.374114
1387	13.37347945
1388	13.37233899
1389	13.37113595
1390	13.37053781
1391	13.36916134
1392	13.36669388
1393	13.36627623
1394	13.36483875
1395	13.36383591
1396	13.36299168
1397	13.36196565
1398	13.36067636
1399	13.35960399
1400	13.35799111
1401	13.35747143
1402	13.35561182
1403	13.35509577
1404	13.35375615
1405	13.35281789
1406	13.35218421
1407	13.35144307
1408	13.34904693
1409	13.34870497
1410	13.34772379
1411	13.34646806
1412	13.34527392
1413	13.34292078
1414	13.34181459
1415	13.34088873
1416	13.33937549
1417	13.33883166
1418	13.33730102
1419	13.33580225
1420	13.33547211
1421	13.33466894
1422	13.33262992
1423	13.33140871
1424	13.32944547
1425	13.32905505
1426	13.32748603
1427	13.32642962
1428	13.3252895
1429	13.32399542
1430	13.32246197
1431	13.32141466
1432	13.32069067
1433	13.31983884
1434	13.31835075
1435	13.31688522
1436	13.31579287
1437	13.31523572
1438	13.31427295
1439	13.31333095
1440	13.3128849
1441	13.31138078
1442	13.30972546
1443	13.30882538
1444	13.30808019
1445	13.30726311
1446	13.30590248
1447	13.30454979
1448	13.30349668
1449	13.30312879
1450	13.30235523
1451	13.30097313
1452	13.29966446
1453	13.29933866
1454	13.29819417
1455	13.29734768
1456	13.29587572
1457	13.2952429
1458	13.29427725
1459	13.29370626
1460	13.29243375
1461	13.29124277
1462	13.28981161
1463	13.28840418
1464	13.28763059
1465	13.28680659
1466	13.28621881
1467	13.28486427
1468	13.28422629
1469	13.282813
1470	13.28197206
1471	13.28155268
1472	13.28065614
1473	13.27899475
1474	13.27858395
1475	13.27754927
1476	13.27700323
1477	13.27607615
1478	13.27482625
1479	13.27440655
1480	13.27337863
1481	13.27254268
1482	13.27097212
1483	13.27072254
1484	13.26910118
1485	13.26806924
1486	13.26648285
1487	13.26575205
1488	13.26408449
1489	13.2638204
1490	13.26251643
1491	13.26162069
1492	13.26041021
1493	13.25972129
1494	13.2588476
1495	13.25843675
1496	13.25814408
1497	13.25633509
1498	13.25495501
1499	13.25334567
1500	13.25165957
1501	13.2506123
1502	13.24907757
1503	13.24852592
1504	13.24766872
1505	13.24605261
1506	13.24486906
1507	13.24429707
1508	13.24294407
1509	13.24224656
1510	13.24133427
1511	13.23956978
1512	13.23934342
1513	13.23886756
1514	13.23834515
1515	13.23697888
1516	13.23669362
1517	13.23598282
1518	13.23482506
1519	13.23411255
1520	13.23308344
1521	13.23231937
1522	13.23101101
1523	13.22987515
1524	13.22885966
1525	13.2280883
1526	13.22697901
1527	13.22602011
1528	13.2247042
1529	13.22371444
1530	13.22227656
1531	13.22134481
1532	13.21990476
1533	13.21877095
1534	13.21777514
1535	13.21608517
1536	13.21529979
1537	13.21448663
1538	13.213277
1539	13.2124818
1540	13.21204652
1541	13.21093218
1542	13.20938653
1543	13.20853346
1544	13.20769847
1545	13.206903
1546	13.20590707
1547	13.20463842
1548	13.20370479
1549	13.20327624
1550	13.20260345
1551	13.2023099
1552	13.20192786
1553	13.20083394
1554	13.2002483
1555	13.19908942
1556	13.19865007
1557	13.1974714
1558	13.19633683
1559	13.19596654
1560	13.19539131
1561	13.19393699
1562	13.19274816
1563	13.19239641
1564	13.19128024
1565	13.18982539
1566	13.18907133
1567	13.18798642
1568	13.18654391
1569	13.1861685
1570	13.18494717
1571	13.18348444
1572	13.18223771
1573	13.18174813
1574	13.1813857
1575	13.18016511
1576	13.1798039
1577	13.17932405
1578	13.17903995
1579	13.17756582
1580	13.17721191
1581	13.17588135
1582	13.17468816
1583	13.1735466
1584	13.17330924
1585	13.17253335
1586	13.1716417
1587	13.17092029
1588	13.17014017
1589	13.16874902
1590	13.16772007
1591	13.16705168
1592	13.16658506
1593	13.16568802
1594	13.16450549
1595	13.16334979
1596	13.16221866
1597	13.16195734
1598	13.16174104
1599	13.16093708
1600	13.16008285
1601	13.15911636
1602	13.15890248
1603	13.15755543
1604	13.15671075
1605	13.15549207
1606	13.15504158
1607	13.15416153
1608	13.15380985
1609	13.15270395
1610	13.15249524
1611	13.15151998
1612	13.15069693
1613	13.15047398
1614	13.14935894
1615	13.14826263
1616	13.14723125
1617	13.14663655
1618	13.1456194
1619	13.14416792
1620	13.14302457
1621	13.14245972
1622	13.14196645
1623	13.14150647
1624	13.14029727
1625	13.13925864
1626	13.13901076
1627	13.13765797
1628	13.13732771
1629	13.13700869
1630	13.13579283
1631	13.13467465
1632	13.1336559
1633	13.13318926
1634	13.13179639
1635	13.13124292
1636	13.1302741
1637	13.1289946
1638	13.12772636
1639	13.12751763
1640	13.12680207
1641	13.1264957
1642	13.12505813
1643	13.12376857
1644	13.1227704
1645	13.12151724
1646	13.12036367
1647	13.11932218
1648	13.11802994
1649	13.11757916
1650	13.11618659
1651	13.11594828
1652	13.11470698
1653	13.11373231
1654	13.11293716
1655	13.11171961
1656	13.11049244
1657	13.10953213
1658	13.10921356
1659	13.10800337
1660	13.10766074
1661	13.10722644
1662	13.10610783
1663	13.10491541
1664	13.10389777
1665	13.10294364
