iter	Passed	Remaining
169	128	3651
170	129	3650
171	130	3650
172	130	3649
173	131	3647
174	132	3645
175	132	3643
176	133	3641
177	134	3641
178	135	3639
179	135	3638
180	136	3640
181	137	3639
182	138	3638
183	138	3636
184	139	3639
185	140	3638
186	141	3639
187	142	3638
188	142	3636
189	143	3639
190	144	3640
191	145	3646
192	146	3656
193	148	3672
194	149	3676
195	149	3676
196	150	3676
197	151	3674
198	152	3673
199	152	3671
200	153	3669
201	154	3667
202	155	3668
203	155	3666
204	156	3665
205	157	3663
206	158	3662
207	158	3661
208	159	3659
209	160	3657
210	161	3655
211	161	3653
212	162	3651
213	163	3649
214	163	3649
215	164	3652
216	165	3652
217	166	3660
218	167	3661
219	168	3664
220	169	3665
221	170	3667
222	171	3670
223	172	3673
224	173	3687
225	175	3701
226	176	3711
227	177	3723
228	179	3730
229	180	3740
230	181	3744
231	182	3745
232	183	3747
233	184	3747
234	184	3745
235	185	3743
236	186	3742
237	186	3740
238	187	3738
239	188	3735
240	189	3733
241	189	3731
242	190	3730
243	191	3729
244	192	3729
245	193	3730
246	193	3729
247	194	3726
248	195	3726
249	196	3726
250	196	3723
251	197	3722
252	198	3723
253	199	3721
254	199	3719
255	200	3718
256	201	3716
257	202	3714
258	202	3712
259	203	3710
260	204	3711
261	205	3710
262	205	3708
263	206	3707
264	207	3705
265	208	3703
266	208	3701
267	209	3701
268	210	3704
269	211	3703
270	212	3701
271	212	3698
272	213	3695
273	214	3692
274	214	3691
275	215	3692
276	216	3690
277	217	3689
278	217	3687
279	218	3686
280	219	3684
281	220	3682
282	220	3680
283	221	3679
284	222	3678
285	223	3678
286	223	3678
287	224	3677
288	225	3676
289	226	3675
290	227	3673
291	227	3672
292	228	3672
293	229	3670
294	230	3669
295	230	3667
296	231	3666
297	232	3665
298	233	3666
299	233	3665
300	234	3663
301	235	3662
302	236	3660
303	236	3658
304	237	3655
305	238	3656
306	239	3667
307	240	3665
308	241	3665
309	242	3664
310	242	3662
311	243	3660
312	244	3659
313	245	3657
314	245	3656
315	246	3655
316	247	3653
317	248	3653
318	248	3651
319	249	3650
320	250	3650
321	251	3649
322	251	3647
323	252	3646
324	253	3644
325	254	3642
326	254	3641
327	255	3639
328	256	3638
329	256	3636
330	257	3635
331	258	3633
332	259	3632
333	259	3631
334	260	3630
335	261	3628
336	262	3627
337	262	3625
338	263	3626
339	264	3627
340	265	3628
341	266	3627
342	267	3626
343	267	3624
344	268	3623
345	269	3622
346	270	3620
347	270	3619
348	271	3617
349	272	3616
350	272	3615
351	273	3615
352	274	3613
353	275	3612
354	275	3610
355	276	3609
356	277	3607
357	278	3606
358	279	3608
359	279	3608
360	280	3607
361	281	3606
362	282	3604
363	282	3604
364	283	3603
365	284	3602
366	285	3600
367	285	3598
368	286	3597
369	287	3595
370	288	3594
371	288	3592
372	289	3591
373	290	3590
374	291	3589
375	291	3587
376	292	3585
377	293	3584
378	293	3583
379	294	3582
380	295	3581
381	296	3580
382	296	3579
383	297	3579
384	298	3577
385	299	3576
386	299	3574
387	300	3573
388	301	3571
389	302	3570
390	302	3568
391	303	3567
392	304	3566
393	305	3566
394	305	3564
395	306	3563
396	307	3562
397	307	3560
398	308	3559
399	309	3558
400	310	3556
401	310	3555
402	311	3556
403	312	3556
404	313	3556
405	314	3555
406	315	3555
407	315	3555
408	316	3553
409	317	3552
410	317	3549
411	318	3548
412	319	3547
413	320	3545
414	320	3544
415	321	3542
416	322	3542
417	323	3541
418	323	3541
419	324	3540
420	325	3539
421	326	3538
422	327	3538
423	327	3537
424	328	3536
425	329	3536
426	330	3535
427	330	3532
428	331	3532
429	332	3531
430	333	3530
431	333	3529
432	334	3528
433	335	3526
434	335	3525
435	336	3524
436	337	3523
437	338	3522
438	338	3520
439	339	3521
440	340	3520
441	341	3519
442	341	3517
443	342	3515
444	343	3515
445	344	3513
446	344	3512
447	345	3511
448	346	3510
449	347	3509
450	347	3507
451	348	3506
452	349	3505
453	349	3504
454	350	3504
455	351	3504
456	352	3503
457	353	3504
458	354	3503
459	354	3502
460	355	3501
461	356	3499
462	357	3498
463	357	3498
464	358	3498
465	359	3497
466	360	3495
467	360	3494
468	361	3491
469	362	3491
470	363	3491
471	363	3490
472	364	3488
473	365	3487
474	365	3485
475	366	3484
476	367	3483
477	368	3481
478	368	3480
479	369	3479
480	370	3478
481	371	3478
482	371	3477
483	372	3477
484	373	3476
485	374	3476
486	375	3475
487	375	3474
488	376	3472
489	377	3471
490	377	3470
491	378	3469
492	379	3469
493	380	3468
494	380	3467
495	381	3466
496	382	3464
497	383	3463
498	383	3462
499	384	3463
500	385	3465
501	386	3466
502	387	3466
503	388	3468
504	389	3468
505	390	3467
506	391	3469
507	392	3469
508	393	3469
509	394	3469
510	395	3470
511	396	3472
512	396	3472
513	397	3471
514	398	3471
515	399	3474
516	400	3474
517	401	3475
518	402	3475
519	403	3475
520	404	3475
521	405	3475
522	405	3474
523	406	3475
524	407	3475
525	408	3475
526	409	3475
527	410	3475
528	411	3475
529	412	3475
530	412	3475
531	413	3474
532	414	3475
533	415	3475
534	416	3474
535	417	3473
536	417	3473
537	418	3473
538	419	3474
539	420	3474
540	421	3474
541	422	3474
542	423	3474
543	424	3474
544	424	3473
545	425	3473
546	426	3473
547	427	3473
548	428	3472
549	429	3471
550	429	3470
551	430	3470
552	431	3470
553	432	3469
554	433	3468
555	433	3466
556	434	3465
557	435	3465
558	436	3464
559	436	3464
560	437	3463
561	438	3463
562	439	3463
563	440	3463
564	441	3463
565	441	3462
566	442	3462
567	443	3461
568	444	3460
569	445	3459
570	445	3458
571	446	3457
572	447	3457
573	448	3456
574	449	3456
575	450	3457
576	451	3458
577	452	3458
578	452	3457
579	453	3457
580	454	3456
581	455	3456
582	456	3456
583	457	3455
584	457	3456
585	458	3456
586	460	3459
587	461	3460
588	462	3461
589	463	3461
590	464	3461
591	464	3461
592	465	3461
593	466	3459
594	467	3458
595	467	3456
596	468	3456
597	469	3456
598	470	3455
599	470	3453
600	471	3452
601	472	3451
602	473	3449
603	473	3449
604	474	3448
605	475	3448
606	476	3447
607	477	3447
608	477	3446
609	478	3445
610	479	3445
611	480	3444
612	481	3442
613	481	3441
614	482	3440
615	483	3439
616	484	3438
617	484	3437
618	485	3436
619	486	3434
620	486	3433
621	487	3432
622	488	3430
623	488	3429
624	489	3427
625	490	3427
626	491	3425
627	492	3425
628	492	3425
629	493	3423
630	494	3422
631	495	3421
632	495	3420
633	496	3418
634	497	3417
635	497	3416
636	498	3415
637	499	3414
638	500	3414
639	500	3412
640	501	3411
641	502	3410
642	503	3409
643	503	3408
644	504	3407
645	505	3406
646	506	3405
647	506	3404
648	507	3403
649	508	3402
650	509	3401
651	509	3400
652	510	3399
653	511	3398
654	512	3397
655	512	3396
656	513	3395
657	514	3394
658	515	3393
659	516	3394
660	517	3393
661	517	3393
662	518	3393
663	519	3393
664	520	3392
665	521	3393
666	522	3393
667	523	3394
668	524	3393
669	525	3393
670	525	3392
671	526	3391
672	527	3390
673	528	3389
674	528	3388
675	529	3387
676	530	3386
677	531	3386
678	531	3385
679	532	3384
680	533	3384
681	534	3383
682	535	3382
683	535	3382
684	536	3381
685	537	3380
686	538	3379
687	538	3378
688	539	3377
689	540	3376
690	541	3375
691	542	3374
692	542	3373
693	543	3372
694	544	3372
695	545	3371
696	545	3370
697	546	3368
698	547	3368
699	548	3368
700	549	3371
701	550	3371
702	551	3370
703	552	3369
704	552	3368
705	553	3367
706	554	3366
707	555	3366
708	556	3365
709	557	3366
710	557	3365
711	558	3364
712	559	3364
713	560	3362
714	561	3362
715	561	3362
716	562	3362
717	563	3363
718	565	3368
719	568	3380
720	569	3379
721	570	3379
722	571	3381
723	573	3386
724	574	3385
725	575	3385
726	575	3384
727	576	3383
728	577	3382
729	578	3381
730	578	3380
731	579	3380
732	580	3380
733	581	3379
734	582	3378
735	582	3377
736	583	3376
737	584	3375
738	585	3374
739	585	3373
740	586	3371
741	587	3371
742	588	3371
743	589	3370
744	590	3369
745	590	3369
746	591	3368
747	592	3366
748	593	3365
749	593	3364
750	594	3363
751	595	3363
752	596	3361
753	596	3361
754	597	3360
755	598	3359
756	599	3358
757	600	3358
758	600	3357
759	601	3355
760	602	3354
761	603	3353
762	603	3352
763	604	3352
764	605	3351
765	606	3351
766	607	3350
767	607	3349
768	608	3348
769	609	3347
770	610	3346
771	611	3347
772	611	3346
773	612	3345
774	614	3347
775	614	3346
776	615	3345
777	616	3345
778	617	3345
779	618	3345
780	619	3346
781	620	3346
782	621	3346
783	622	3349
784	624	3351
785	625	3352
786	626	3351
787	627	3351
788	627	3351
789	629	3352
790	630	3353
791	631	3355
792	632	3356
793	633	3356
794	634	3356
795	635	3355
796	636	3356
797	637	3356
798	638	3356
799	639	3356
800	640	3355
801	640	3354
802	641	3353
803	642	3352
804	643	3351
805	644	3351
806	644	3350
807	645	3350
808	646	3349
809	647	3348
810	647	3346
811	648	3345
812	649	3345
813	650	3344
814	651	3343
815	651	3341
816	652	3340
817	653	3340
818	654	3340
819	655	3340
820	656	3341
821	657	3342
822	658	3342
823	659	3341
824	660	3340
825	660	3339
826	661	3339
827	662	3339
828	663	3339
829	664	3340
830	666	3341
831	667	3341
832	667	3341
833	668	3340
834	669	3339
835	670	3339
836	671	3339
837	672	3339
838	673	3339
839	674	3338
840	674	3338
841	675	3337
842	676	3336
843	677	3335
844	678	3335
845	679	3335
846	680	3334
847	681	3334
848	681	3333
849	682	3332
850	683	3332
851	684	3332
852	685	3331
853	686	3334
854	689	3343
855	690	3344
856	691	3344
857	692	3344
858	693	3344
859	694	3343
860	695	3342
861	696	3345
862	697	3344
863	698	3343
864	699	3342
865	700	3342
866	701	3341
867	701	3340
868	702	3339
869	703	3341
870	704	3341
871	705	3341
872	706	3340
873	707	3338
874	708	3337
875	708	3336
876	709	3335
877	710	3334
878	711	3334
879	712	3335
880	713	3334
881	713	3333
882	714	3332
883	715	3331
884	716	3330
885	716	3329
886	717	3327
887	718	3326
888	720	3329
889	720	3328
890	721	3328
891	722	3327
892	723	3325
893	724	3325
894	724	3324
895	725	3323
896	726	3323
897	727	3323
898	728	3323
899	729	3322
900	730	3322
901	731	3321
902	731	3320
903	732	3319
904	733	3318
905	734	3317
906	735	3317
907	736	3317
908	736	3316
909	737	3315
910	738	3314
911	739	3313
912	739	3312
913	740	3311
914	741	3310
915	742	3309
916	743	3309
917	744	3309
918	745	3308
919	745	3307
920	746	3306
921	747	3306
922	748	3305
923	749	3304
924	749	3303
925	750	3302
926	751	3301
927	752	3301
928	753	3301
929	754	3300
930	754	3299
931	755	3298
932	756	3296
933	757	3295
934	758	3296
935	758	3295
936	759	3294
937	760	3294
938	761	3293
939	762	3292
940	763	3291
941	763	3290
942	764	3289
943	765	3288
944	766	3287
945	767	3286
946	767	3286
947	768	3286
948	769	3286
949	770	3285
950	771	3284
951	772	3283
952	773	3282
953	773	3282
954	774	3280
955	775	3279
956	776	3279
957	776	3278
958	777	3277
959	778	3276
960	779	3275
961	779	3274
962	780	3272
963	781	3271
964	782	3270
965	783	3270
966	783	3269
967	784	3268
968	785	3267
969	786	3266
970	787	3265
971	787	3264
972	788	3264
973	789	3263
974	790	3262
975	790	3261
976	791	3259
977	792	3259
978	793	3258
979	794	3257
980	794	3256
981	795	3255
982	796	3254
983	797	3254
984	798	3253
985	799	3252
986	799	3251
987	800	3250
988	801	3250
989	802	3249
990	803	3249
991	804	3248
992	804	3248
993	805	3246
994	806	3245
995	807	3244
996	807	3243
997	808	3243
998	809	3242
999	810	3241
1000	811	3241
1001	812	3240
1002	812	3239
1003	813	3239
1004	814	3238
1005	815	3237
1006	816	3236
1007	817	3236
1008	818	3235
1009	818	3234
1010	819	3233
1011	820	3232
1012	821	3231
1013	821	3230
1014	822	3229
1015	823	3228
1016	824	3227
1017	824	3227
1018	825	3226
1019	826	3226
1020	827	3225
1021	828	3224
1022	829	3223
1023	830	3223
1024	831	3223
1025	831	3222
1026	832	3221
1027	833	3221
1028	834	3220
1029	835	3219
1030	836	3218
1031	836	3217
1032	837	3216
1033	838	3215
1034	839	3214
1035	839	3213
1036	840	3212
1037	841	3211
1038	842	3211
1039	843	3210
1040	843	3209
1041	844	3208
1042	845	3207
1043	846	3207
1044	847	3206
1045	848	3205
1046	848	3205
1047	850	3205
1048	851	3205
1049	851	3204
1050	852	3203
1051	853	3202
1052	854	3201
1053	855	3201
1054	855	3200
1055	856	3199
1056	857	3199
1057	858	3198
1058	859	3197
1059	860	3197
1060	860	3196
1061	861	3195
1062	862	3194
1063	863	3193
1064	864	3192
1065	864	3191
1066	865	3191
1067	866	3191
1068	867	3190
1069	868	3189
1070	869	3187
1071	869	3187
1072	870	3186
1073	871	3185
1074	872	3185
1075	873	3185
1076	874	3184
1077	874	3183
1078	875	3182
1079	876	3181
1080	877	3179
1081	877	3179
1082	878	3177
1083	879	3177
1084	880	3176
1085	881	3175
1086	882	3175
1087	883	3175
1088	883	3173
1089	884	3172
1090	885	3172
1091	886	3171
1092	886	3170
1093	887	3170
1094	888	3169
1095	889	3168
1096	890	3167
1097	891	3166
1098	891	3165
1099	892	3165
1100	893	3164
1101	894	3163
1102	895	3162
1103	895	3161
1104	896	3160
1105	897	3159
1106	898	3159
1107	899	3158
1108	899	3157
1109	900	3156
1110	901	3155
1111	902	3154
1112	902	3153
1113	903	3152
1114	904	3151
1115	905	3152
1116	906	3151
1117	907	3150
1118	908	3149
1119	908	3148
1120	909	3147
1121	910	3146
1122	911	3146
1123	912	3145
1124	912	3144
1125	913	3143
1126	914	3143
1127	915	3142
1128	916	3141
1129	917	3140
1130	917	3139
1131	918	3138
1132	919	3137
1133	920	3136
1134	920	3135
1135	921	3134
1136	922	3134
1137	923	3133
1138	924	3132
1139	924	3131
1140	925	3130
1141	926	3129
1142	927	3128
1143	927	3127
1144	928	3126
1145	929	3125
1146	930	3124
1147	931	3124
1148	931	3123
1149	932	3122
1150	933	3121
1151	934	3121
1152	935	3120
1153	935	3119
1154	936	3118
1155	937	3117
1156	938	3116
1157	939	3115
1158	939	3115
1159	940	3114
1160	941	3112
1161	942	3111
1162	942	3110
1163	943	3110
1164	944	3109
1165	945	3108
1166	946	3107
1167	947	3107
1168	947	3106
1169	948	3105
1170	949	3104
1171	950	3103
1172	950	3102
1173	951	3101
1174	952	3100
1175	953	3099
1176	953	3098
1177	954	3097
1178	955	3097
1179	956	3096
1180	957	3095
1181	958	3094
1182	958	3093
1183	959	3092
1184	960	3091
1185	960	3090
1186	961	3089
1187	962	3088
1188	963	3088
1189	964	3087
1190	964	3086
1191	965	3084
1192	966	3083
1193	967	3083
1194	967	3082
1195	968	3081
1196	969	3080
1197	970	3080
1198	971	3079
1199	972	3079
1200	973	3078
1201	973	3077
1202	974	3076
1203	975	3075
1204	976	3074
1205	976	3073
1206	977	3072
1207	978	3071
1208	979	3071
1209	980	3070
1210	981	3069
1211	982	3069
1212	982	3068
1213	983	3067
1214	984	3066
1215	985	3065
1216	985	3064
1217	986	3063
1218	987	3062
1219	988	3061
1220	989	3061
1221	989	3060
1222	990	3060
1223	991	3058
1224	992	3058
1225	993	3057
1226	993	3056
1227	994	3055
1228	995	3054
1229	996	3053
1230	997	3053
1231	998	3052
1232	998	3051
1233	999	3050
1234	1000	3050
1235	1001	3049
1236	1002	3048
1237	1003	3049
1238	1004	3048
1239	1005	3047
1240	1006	3047
1241	1006	3046
1242	1007	3045
1243	1008	3044
1244	1009	3043
1245	1010	3043
1246	1010	3042
1247	1011	3041
1248	1012	3042
1249	1014	3042
1250	1014	3041
1251	1015	3040
1252	1016	3039
1253	1017	3038
1254	1017	3037
1255	1018	3036
1256	1019	3036
1257	1020	3035
1258	1021	3034
1259	1022	3034
1260	1023	3034
1261	1024	3033
1262	1024	3032
1263	1025	3031
1264	1026	3030
1265	1027	3029
1266	1027	3028
1267	1028	3028
1268	1029	3027
1269	1030	3026
1270	1031	3025
1271	1032	3024
1272	1032	3023
1273	1033	3022
1274	1034	3021
1275	1034	3020
1276	1035	3019
1277	1036	3018
1278	1037	3018
1279	1038	3018
1280	1039	3017
1281	1040	3016
1282	1040	3015
1283	1041	3014
1284	1042	3013
1285	1043	3012
1286	1044	3012
1287	1045	3011
1288	1045	3010
1289	1046	3009
1290	1047	3008
1291	1048	3007
1292	1048	3006
1293	1049	3005
1294	1050	3004
1295	1051	3003
1296	1051	3003
1297	1052	3003
1298	1053	3002
1299	1054	3001
1300	1055	3001
1301	1056	2999
1302	1056	2999
1303	1057	2997
1304	1058	2996
1305	1059	2995
1306	1060	2995
1307	1061	2995
1308	1062	2994
1309	1062	2993
1310	1063	2992
1311	1064	2992
1312	1065	2991
1313	1066	2990
1314	1066	2989
1315	1067	2989
1316	1068	2988
1317	1069	2986
1318	1069	2985
1319	1070	2984
1320	1071	2983
1321	1072	2983
1322	1073	2982
1323	1074	2981
1324	1074	2981
1325	1076	2981
1326	1076	2980
1327	1077	2980
1328	1078	2979
1329	1079	2978
1330	1080	2977
1331	1080	2976
1332	1081	2975
1333	1082	2975
1334	1083	2974
1335	1084	2973
1336	1085	2972
1337	1086	2972
1338	1086	2971
1339	1087	2970
1340	1088	2969
1341	1089	2968
1342	1089	2967
1343	1091	2968
1344	1092	2967
1345	1092	2967
1346	1093	2966
1347	1094	2965
1348	1095	2965
1349	1096	2965
1350	1097	2964
1351	1098	2963
1352	1099	2963
1353	1100	2962
1354	1100	2961
1355	1101	2960
1356	1102	2960
1357	1103	2959
1358	1104	2958
1359	1105	2957
1360	1105	2956
1361	1106	2955
1362	1107	2954
1363	1108	2954
1364	1109	2953
1365	1110	2953
1366	1110	2952
1367	1111	2951
1368	1112	2950
1369	1113	2949
1370	1113	2948
1371	1114	2947
1372	1115	2946
1373	1116	2945
1374	1116	2944
1375	1117	2943
1376	1118	2943
1377	1119	2942
1378	1120	2941
1379	1120	2940
1380	1121	2939
1381	1122	2938
1382	1123	2937
1383	1124	2937
1384	1124	2936
1385	1125	2935
1386	1126	2934
1387	1127	2933
1388	1128	2932
1389	1128	2931
1390	1129	2930
1391	1130	2929
1392	1131	2928
1393	1131	2927
1394	1132	2926
1395	1133	2926
1396	1134	2925
1397	1135	2925
1398	1136	2924
1399	1136	2923
1400	1137	2922
1401	1138	2921
1402	1139	2920
1403	1139	2919
1404	1140	2918
1405	1141	2917
1406	1142	2916
1407	1142	2915
1408	1143	2914
1409	1144	2913
1410	1145	2912
1411	1145	2911
1412	1146	2910
1413	1147	2910
1414	1148	2909
1415	1149	2908
1416	1150	2908
1417	1151	2907
1418	1151	2906
1419	1152	2905
1420	1153	2904
1421	1154	2904
1422	1155	2903
1423	1155	2902
1424	1156	2901
1425	1157	2900
1426	1158	2900
1427	1159	2899
1428	1159	2898
1429	1160	2898
1430	1161	2897
1431	1162	2896
1432	1163	2895
1433	1164	2895
1434	1165	2894
1435	1165	2893
1436	1166	2892
1437	1167	2892
1438	1168	2891
1439	1169	2890
1440	1170	2890
1441	1170	2889
1442	1171	2888
1443	1172	2887
1444	1173	2886
1445	1174	2886
1446	1175	2885
1447	1175	2884
1448	1176	2884
1449	1177	2883
1450	1178	2882
1451	1179	2881
1452	1179	2880
1453	1180	2879
1454	1181	2878
1455	1182	2878
1456	1183	2878
1457	1184	2877
1458	1185	2876
1459	1186	2875
1460	1186	2874
1461	1187	2874
1462	1188	2873
1463	1189	2872
1464	1190	2871
1465	1191	2871
1466	1191	2870
1467	1192	2869
1468	1193	2868
1469	1194	2867
1470	1195	2866
1471	1195	2866
1472	1196	2865
1473	1197	2864
1474	1198	2863
1475	1199	2863
1476	1200	2862
1477	1200	2861
1478	1201	2860
1479	1202	2859
1480	1203	2858
1481	1203	2857
1482	1204	2857
1483	1205	2856
1484	1206	2855
1485	1207	2854
1486	1207	2853
1487	1208	2852
1488	1209	2851
1489	1210	2850
1490	1210	2849
1491	1211	2848
1492	1212	2848
1493	1213	2847
1494	1214	2846
1495	1214	2845
1496	1215	2844
1497	1216	2843
1498	1217	2842
1499	1217	2841
1500	1218	2841
1501	1219	2840
1502	1220	2839
1503	1221	2838
1504	1222	2838
1505	1222	2837
1506	1223	2836
1507	1224	2835
1508	1225	2834
1509	1226	2833
1510	1226	2832
1511	1227	2831
1512	1228	2831
1513	1229	2830
1514	1229	2829
1515	1230	2828
1516	1231	2827
1517	1232	2826
1518	1233	2826
1519	1234	2825
1520	1235	2824
1521	1235	2824
1522	1236	2823
1523	1237	2822
1524	1238	2821
1525	1238	2820
1526	1239	2819
1527	1240	2818
1528	1241	2817
1529	1241	2816
1530	1242	2815
1531	1243	2814
1532	1244	2813
1533	1244	2812
1534	1245	2811
1535	1246	2811
1536	1247	2810
1537	1248	2809
1538	1248	2808
1539	1249	2807
1540	1250	2806
1541	1250	2805
1542	1251	2804
1543	1252	2803
1544	1253	2802
1545	1253	2801
1546	1254	2800
1547	1255	2799
1548	1256	2799
1549	1257	2798
1550	1258	2798
1551	1259	2797
1552	1259	2796
1553	1260	2795
1554	1261	2795
1555	1262	2794
1556	1263	2793
1557	1264	2792
1558	1265	2792
1559	1265	2791
1560	1266	2790
1561	1267	2789
1562	1268	2788
1563	1269	2788
1564	1269	2787
1565	1270	2786
1566	1271	2785
1567	1272	2784
1568	1273	2784
1569	1273	2783
1570	1274	2782
1571	1275	2781
1572	1276	2780
1573	1276	2779
1574	1277	2778
1575	1278	2777
1576	1279	2776
1577	1280	2776
1578	1281	2775
1579	1281	2774
1580	1282	2774
1581	1283	2773
1582	1284	2772
1583	1285	2771
1584	1285	2770
1585	1286	2769
1586	1287	2769
1587	1288	2768
1588	1289	2767
1589	1289	2766
1590	1290	2765
1591	1291	2765
1592	1292	2764
1593	1293	2763
1594	1293	2762
1595	1294	2761
1596	1295	2760
1597	1296	2760
1598	1297	2759
1599	1298	2758
1600	1299	2757
1601	1299	2756
1602	1300	2755
1603	1301	2755
1604	1302	2754
1605	1302	2753
1606	1303	2752
1607	1304	2751
1608	1305	2751
1609	1306	2750
1610	1306	2749
1611	1307	2748
1612	1308	2747
1613	1309	2746
1614	1309	2745
1615	1310	2744
1616	1311	2743
1617	1312	2742
1618	1313	2742
1619	1314	2741
1620	1314	2740
1621	1315	2740
1622	1316	2739
1623	1317	2738
1624	1318	2737
1625	1318	2736
1626	1319	2736
1627	1320	2735
1628	1321	2734
1629	1322	2733
1630	1322	2732
1631	1323	2731
1632	1324	2730
1633	1325	2730
1634	1326	2729
1635	1326	2728
1636	1327	2727
1637	1328	2726
1638	1329	2725
1639	1330	2725
1640	1331	2724
1641	1331	2723
1642	1332	2722
1643	1333	2721
1644	1334	2720
1645	1334	2719
1646	1335	2718
1647	1336	2718
1648	1337	2717
1649	1338	2716
1650	1338	2715
1651	1339	2714
1652	1340	2713
1653	1340	2712
1654	1341	2711
1655	1342	2711
1656	1343	2710
1657	1344	2709
1658	1345	2709
1659	1346	2708
1660	1346	2707
1661	1347	2706
1662	1348	2705
1663	1349	2705
1664	1350	2704
1665	1350	2703
1666	1351	2702
1667	1352	2701
1668	1353	2701
1669	1354	2700
1670	1354	2699
1671	1355	2698
1672	1356	2697
1673	1357	2696
1674	1357	2695
1675	1358	2694
1676	1359	2693
1677	1360	2693
1678	1361	2692
1679	1361	2691
1680	1362	2690
1681	1363	2689
1682	1364	2688
1683	1365	2687
1684	1365	2687
1685	1366	2686
1686	1367	2685
1687	1368	2684
1688	1369	2683
1689	1369	2682
1690	1370	2681
1691	1371	2680
1692	1371	2679
1693	1372	2679
1694	1373	2678
1695	1374	2677
1696	1375	2676
1697	1375	2675
1698	1376	2674
1699	1377	2674
1700	1378	2673
1701	1379	2672
1702	1379	2671
1703	1380	2670
1704	1381	2669
1705	1382	2668
1706	1382	2667
1707	1383	2666
1708	1384	2665
1709	1385	2665
1710	1386	2664
1711	1386	2663
1712	1387	2662
1713	1388	2661
1714	1389	2661
1715	1389	2660
1716	1390	2659
1717	1391	2658
1718	1392	2657
1719	1393	2657
1720	1394	2656
1721	1395	2655
1722	1395	2654
1723	1396	2653
1724	1397	2652
1725	1398	2652
1726	1399	2651
1727	1399	2650
1728	1400	2649
1729	1401	2648
1730	1402	2647
1731	1402	2647
1732	1403	2646
1733	1404	2645
1734	1405	2644
1735	1405	2643
1736	1406	2642
1737	1407	2641
1738	1408	2640
1739	1409	2640
1740	1409	2639
1741	1410	2638
1742	1411	2637
1743	1412	2636
1744	1412	2635
1745	1413	2634
1746	1414	2633
1747	1415	2632
1748	1415	2632
1749	1416	2631
1750	1417	2630
1751	1418	2629
1752	1419	2628
1753	1419	2627
1754	1420	2627
1755	1421	2626
1756	1422	2625
1757	1423	2624
1758	1424	2624
1759	1425	2623
1760	1426	2623
1761	1427	2622
1762	1427	2621
1763	1428	2620
1764	1429	2619
1765	1430	2618
1766	1431	2618
1767	1431	2617
1768	1432	2616
1769	1433	2615
1770	1434	2614
1771	1435	2614
1772	1435	2613
1773	1436	2612
1774	1437	2611
1775	1438	2610
1776	1438	2609
1777	1439	2608
1778	1440	2607
1779	1441	2606
1780	1441	2606
1781	1442	2605
1782	1443	2604
1783	1444	2603
1784	1444	2602
1785	1445	2601
1786	1446	2600
1787	1447	2599
1788	1448	2599
1789	1448	2598
1790	1449	2597
1791	1450	2596
1792	1451	2595
1793	1451	2594
1794	1452	2593
1795	1453	2593
1796	1454	2592
1797	1455	2591
1798	1456	2590
1799	1456	2589
1800	1457	2588
