iter	Passed	Remaining
1801	1458	2588
1802	1459	2587
1803	1459	2586
1804	1460	2585
1805	1461	2584
1806	1462	2583
1807	1463	2583
1808	1464	2582
1809	1464	2581
1810	1465	2580
1811	1466	2579
1812	1467	2579
1813	1467	2578
1814	1468	2577
1815	1469	2576
1816	1470	2575
1817	1471	2574
1818	1471	2573
1819	1472	2572
1820	1473	2572
1821	1474	2571
1822	1474	2570
1823	1475	2569
1824	1476	2568
1825	1477	2567
1826	1477	2566
1827	1478	2565
1828	1479	2564
1829	1480	2563
1830	1480	2563
1831	1481	2562
1832	1482	2561
1833	1483	2561
1834	1484	2560
1835	1485	2559
1836	1486	2558
1837	1486	2557
1838	1487	2557
1839	1488	2556
1840	1489	2555
1841	1489	2554
1842	1490	2553
1843	1491	2552
1844	1492	2551
1845	1492	2550
1846	1493	2549
1847	1494	2548
1848	1494	2547
1849	1495	2546
1850	1496	2546
1851	1497	2545
1852	1498	2544
1853	1499	2544
1854	1500	2543
1855	1500	2542
1856	1501	2541
1857	1502	2540
1858	1503	2539
1859	1504	2539
1860	1504	2538
1861	1505	2537
1862	1506	2536
1863	1507	2535
1864	1507	2534
1865	1508	2533
1866	1509	2533
1867	1510	2532
1868	1510	2531
1869	1511	2530
1870	1512	2529
1871	1513	2528
1872	1514	2527
1873	1514	2527
1874	1515	2526
1875	1516	2525
1876	1517	2524
1877	1518	2523
1878	1518	2522
1879	1519	2521
1880	1520	2521
1881	1521	2520
1882	1522	2519
1883	1522	2518
1884	1523	2518
1885	1524	2517
1886	1525	2516
1887	1526	2515
1888	1527	2515
1889	1527	2514
1890	1528	2513
1891	1529	2512
1892	1530	2512
1893	1531	2511
1894	1532	2510
1895	1532	2509
1896	1533	2508
1897	1534	2507
1898	1535	2506
1899	1535	2506
1900	1536	2505
1901	1537	2504
1902	1538	2503
1903	1539	2503
1904	1540	2502
1905	1541	2501
1906	1541	2500
1907	1542	2499
1908	1543	2498
1909	1544	2498
1910	1545	2497
1911	1545	2496
1912	1546	2495
1913	1547	2495
1914	1548	2494
1915	1549	2493
1916	1549	2492
1917	1550	2491
1918	1551	2490
1919	1552	2489
1920	1552	2488
1921	1553	2488
1922	1554	2487
1923	1555	2487
1924	1556	2486
1925	1557	2485
1926	1557	2484
1927	1558	2483
1928	1559	2482
1929	1560	2481
1930	1561	2481
1931	1561	2480
1932	1562	2479
1933	1563	2478
1934	1564	2478
1935	1565	2477
1936	1566	2476
1937	1566	2475
1938	1567	2474
1939	1568	2473
1940	1569	2472
1941	1569	2471
1942	1570	2470
1943	1571	2470
1944	1572	2469
1945	1573	2469
1946	1574	2468
1947	1574	2467
1948	1575	2466
1949	1576	2466
1950	1577	2465
1951	1578	2465
1952	1579	2464
1953	1580	2463
1954	1581	2463
1955	1582	2462
1956	1583	2461
1957	1583	2460
1958	1584	2460
1959	1585	2459
1960	1586	2458
1961	1587	2457
1962	1587	2456
1963	1588	2455
1964	1589	2454
1965	1590	2454
1966	1591	2453
1967	1592	2452
1968	1592	2451
1969	1593	2451
1970	1594	2450
1971	1595	2449
1972	1596	2449
1973	1597	2448
1974	1598	2447
1975	1599	2447
1976	1599	2446
1977	1600	2445
1978	1601	2444
1979	1602	2443
1980	1603	2443
1981	1603	2442
1982	1604	2441
1983	1605	2440
1984	1606	2439
1985	1606	2438
1986	1607	2438
1987	1608	2437
1988	1609	2436
1989	1610	2436
1990	1611	2435
1991	1612	2434
1992	1612	2433
1993	1613	2432
1994	1614	2431
1995	1615	2431
1996	1616	2430
1997	1616	2429
1998	1617	2428
1999	1618	2427
2000	1619	2426
2001	1619	2425
2002	1620	2424
2003	1621	2424
2004	1622	2423
2005	1622	2422
2006	1623	2421
2007	1624	2420
2008	1625	2419
2009	1626	2418
2010	1626	2418
2011	1627	2417
2012	1629	2417
2013	1629	2416
2014	1630	2415
2015	1631	2414
2016	1632	2414
2017	1633	2413
2018	1633	2412
2019	1634	2411
2020	1635	2410
2021	1636	2410
2022	1637	2409
2023	1637	2408
2024	1638	2407
2025	1639	2406
2026	1640	2405
2027	1641	2404
2028	1641	2403
2029	1642	2403
2030	1643	2402
2031	1644	2401
2032	1644	2400
2033	1645	2399
2034	1646	2398
2035	1647	2397
2036	1647	2397
2037	1648	2396
2038	1649	2395
2039	1650	2394
2040	1650	2393
2041	1651	2392
2042	1652	2391
2043	1653	2391
2044	1654	2390
2045	1655	2390
2046	1656	2389
2047	1657	2388
2048	1658	2387
2049	1658	2387
2050	1659	2386
2051	1660	2385
2052	1661	2384
2053	1662	2384
2054	1663	2383
2055	1663	2382
2056	1664	2381
2057	1665	2380
2058	1666	2379
2059	1666	2378
2060	1667	2378
2061	1668	2377
2062	1669	2376
2063	1670	2376
2064	1671	2375
2065	1672	2374
2066	1672	2373
2067	1673	2373
2068	1674	2372
2069	1675	2371
2070	1676	2370
2071	1676	2369
2072	1677	2369
2073	1678	2368
2074	1679	2367
2075	1680	2366
2076	1680	2365
2077	1681	2365
2078	1682	2364
2079	1683	2363
2080	1684	2362
2081	1685	2361
2082	1685	2360
2083	1686	2360
2084	1687	2359
2085	1688	2358
2086	1689	2358
2087	1690	2357
2088	1691	2356
2089	1692	2355
2090	1692	2354
2091	1693	2354
2092	1694	2353
2093	1695	2352
2094	1695	2351
2095	1696	2350
2096	1697	2349
2097	1698	2349
2098	1699	2348
2099	1699	2347
2100	1700	2346
2101	1701	2345
2102	1702	2344
2103	1702	2343
2104	1703	2343
2105	1704	2342
2106	1705	2341
2107	1706	2340
2108	1707	2339
2109	1707	2339
2110	1708	2338
2111	1709	2337
2112	1710	2336
2113	1710	2335
2114	1711	2334
2115	1712	2333
2116	1712	2332
2117	1713	2331
2118	1714	2331
2119	1715	2330
2120	1716	2329
2121	1717	2328
2122	1717	2327
2123	1718	2326
2124	1719	2326
2125	1720	2325
2126	1720	2324
2127	1721	2323
2128	1722	2322
2129	1723	2321
2130	1723	2320
2131	1724	2319
2132	1725	2318
2133	1726	2318
2134	1726	2317
2135	1727	2316
2136	1728	2315
2137	1729	2315
2138	1730	2314
2139	1730	2313
2140	1731	2312
2141	1732	2311
2142	1733	2310
2143	1733	2309
2144	1734	2308
2145	1735	2307
2146	1735	2306
2147	1736	2305
2148	1737	2304
2149	1737	2303
2150	1738	2302
2151	1739	2301
2152	1740	2300
2153	1740	2299
2154	1741	2298
2155	1742	2298
2156	1742	2297
2157	1743	2296
2158	1744	2295
2159	1745	2294
2160	1745	2293
2161	1746	2292
2162	1747	2291
2163	1748	2290
2164	1748	2290
2165	1749	2289
2166	1750	2288
2167	1750	2287
2168	1751	2286
2169	1752	2285
2170	1753	2284
2171	1753	2283
2172	1754	2282
2173	1755	2281
2174	1756	2281
2175	1757	2280
2176	1757	2279
2177	1758	2278
2178	1759	2277
2179	1760	2276
2180	1760	2276
2181	1761	2275
2182	1762	2274
2183	1763	2273
2184	1763	2272
2185	1764	2271
2186	1765	2270
2187	1766	2269
2188	1766	2268
2189	1767	2268
2190	1768	2267
2191	1769	2266
2192	1769	2265
2193	1770	2264
2194	1771	2263
2195	1772	2262
2196	1772	2261
2197	1773	2260
2198	1774	2260
2199	1775	2259
2200	1776	2258
2201	1776	2257
2202	1777	2256
2203	1778	2256
2204	1779	2255
2205	1779	2254
2206	1780	2253
2207	1781	2252
2208	1781	2251
2209	1782	2250
2210	1783	2249
2211	1783	2248
2212	1784	2247
2213	1784	2246
2214	1785	2245
2215	1786	2244
2216	1787	2243
2217	1787	2242
2218	1788	2241
2219	1789	2240
2220	1789	2239
2221	1790	2238
2222	1791	2237
2223	1792	2236
2224	1792	2236
2225	1793	2235
2226	1794	2234
2227	1795	2233
2228	1795	2232
2229	1796	2231
2230	1797	2230
2231	1798	2230
2232	1798	2229
2233	1799	2228
2234	1800	2227
2235	1801	2226
2236	1802	2225
2237	1802	2224
2238	1803	2224
2239	1804	2223
2240	1805	2222
2241	1805	2221
2242	1806	2220
2243	1807	2219
2244	1808	2219
2245	1809	2218
2246	1809	2217
2247	1810	2216
2248	1811	2215
2249	1812	2214
2250	1813	2214
2251	1813	2213
2252	1814	2212
2253	1815	2212
2254	1816	2211
2255	1817	2210
2256	1817	2209
2257	1818	2208
2258	1819	2207
2259	1819	2206
2260	1820	2205
2261	1821	2204
2262	1821	2203
2263	1822	2202
2264	1823	2201
2265	1824	2200
2266	1824	2200
2267	1825	2199
2268	1826	2198
2269	1827	2197
2270	1827	2196
2271	1828	2195
2272	1829	2194
2273	1830	2194
2274	1830	2193
2275	1831	2192
2276	1832	2191
2277	1833	2190
2278	1833	2189
2279	1834	2188
2280	1835	2187
2281	1836	2187
2282	1836	2186
2283	1837	2185
2284	1838	2184
2285	1839	2183
2286	1840	2182
2287	1840	2181
2288	1841	2181
2289	1842	2180
2290	1843	2179
2291	1844	2179
2292	1845	2178
2293	1845	2177
2294	1846	2176
2295	1847	2175
2296	1848	2174
2297	1848	2173
2298	1849	2172
2299	1850	2172
2300	1851	2171
2301	1851	2170
2302	1852	2169
2303	1853	2168
2304	1853	2167
2305	1854	2166
2306	1855	2165
2307	1856	2164
2308	1856	2164
2309	1857	2163
2310	1858	2162
2311	1859	2161
2312	1859	2160
2313	1860	2159
2314	1861	2158
2315	1861	2157
2316	1862	2156
2317	1863	2155
2318	1864	2155
2319	1864	2154
2320	1865	2153
2321	1866	2152
2322	1867	2151
2323	1867	2150
2324	1868	2149
2325	1869	2148
2326	1870	2148
2327	1870	2147
2328	1871	2146
2329	1872	2145
2330	1873	2144
2331	1873	2143
2332	1874	2143
2333	1875	2142
2334	1876	2141
2335	1876	2140
2336	1877	2139
2337	1878	2138
2338	1879	2137
2339	1879	2137
2340	1880	2136
2341	1881	2135
2342	1882	2134
2343	1883	2133
2344	1883	2132
2345	1884	2131
2346	1885	2131
2347	1886	2130
2348	1886	2129
2349	1887	2128
2350	1888	2127
2351	1888	2126
2352	1889	2125
2353	1890	2124
2354	1891	2123
2355	1891	2123
2356	1892	2122
2357	1893	2121
2358	1893	2120
2359	1894	2119
2360	1895	2118
2361	1895	2117
2362	1896	2116
2363	1897	2115
2364	1897	2114
2365	1898	2113
2366	1899	2112
2367	1900	2111
2368	1900	2111
2369	1901	2110
2370	1902	2109
2371	1903	2108
2372	1904	2107
2373	1904	2107
2374	1905	2106
2375	1906	2105
2376	1907	2104
2377	1907	2103
2378	1908	2102
2379	1909	2101
2380	1910	2100
2381	1910	2100
2382	1911	2099
2383	1912	2098
2384	1912	2097
2385	1913	2096
2386	1914	2095
2387	1915	2094
2388	1915	2093
2389	1916	2093
2390	1917	2092
2391	1918	2091
2392	1918	2090
2393	1919	2089
2394	1920	2088
2395	1921	2088
2396	1921	2087
2397	1922	2086
2398	1923	2085
2399	1924	2084
2400	1925	2083
2401	1925	2082
2402	1926	2081
2403	1927	2081
2404	1927	2080
2405	1928	2079
2406	1929	2078
2407	1930	2077
2408	1930	2076
2409	1931	2075
2410	1932	2074
2411	1932	2073
2412	1933	2073
2413	1934	2072
2414	1935	2071
2415	1935	2070
2416	1936	2069
2417	1937	2068
2418	1938	2067
2419	1938	2067
2420	1939	2066
2421	1940	2065
2422	1940	2064
2423	1941	2063
2424	1942	2062
2425	1943	2061
2426	1943	2060
2427	1944	2059
2428	1945	2059
2429	1946	2058
2430	1946	2057
2431	1947	2056
2432	1948	2055
2433	1949	2054
2434	1949	2053
2435	1950	2053
2436	1951	2052
2437	1952	2051
2438	1952	2050
2439	1953	2049
2440	1954	2048
2441	1955	2048
2442	1956	2047
2443	1956	2046
2444	1957	2045
2445	1958	2044
2446	1959	2043
2447	1959	2042
2448	1960	2042
2449	1961	2041
2450	1961	2040
2451	1962	2039
2452	1963	2038
2453	1963	2037
2454	1964	2036
2455	1965	2035
2456	1965	2034
2457	1966	2033
2458	1967	2032
2459	1967	2031
2460	1968	2030
2461	1969	2029
2462	1969	2029
2463	1970	2028
2464	1971	2027
2465	1972	2026
2466	1972	2025
2467	1973	2024
2468	1974	2023
2469	1974	2022
2470	1975	2022
2471	1976	2021
2472	1977	2020
2473	1977	2019
2474	1978	2018
2475	1979	2017
2476	1980	2016
2477	1980	2016
2478	1981	2015
2479	1982	2014
2480	1983	2013
2481	1984	2013
2482	1985	2012
2483	1985	2011
2484	1986	2010
2485	1987	2009
2486	1988	2008
2487	1988	2008
2488	1989	2007
2489	1990	2006
2490	1991	2005
2491	1991	2004
2492	1993	2004
2493	1994	2003
2494	1994	2002
2495	1995	2002
